Seed,Mask,InWordNet,Cxn,ProbX,HasPairX,ProbY,HasPairY,WordsMatch,POS,NymType,AntonymType
adversely,positively,n,betweenY,,,0.68,,n,adv,antonym-secondary,scalar
adviser,client,n,both,0.76,,0.7,,n,noun,antonym,converse
advisers,clients,n,betweenX,0.68,,,,n,noun,antonym,converse
advisor,client,n,both,0.72,,0.6,,n,noun,antonym,converse
aerobic,aerobic,n,betweenY,,,0.57,paired,y,,x-identical,
affair,marriage,n,betweenY,,,0.57,,n,,co-hyponym,
affirmative,negative,y,both,0.84,,0.77,,n,adj,antonym,complementary
affluent,poor,n,both,0.71,,0.86,,n,adj/noun,antonym-secondary,scalar
aft,fore,y,betweenY,,,0.96,,n,adj,antonym,complementary
afternoon,evening,n,betweenX,0.57,,,,n,,co-hyponym-temporal,
afternoon,morning,n,betweenY,,,0.92,,n,noun,co-hyponym-temporal,
again,again,n,betweenX,0.54,paired,,,y,,x-identical,
agent,client,n,both,0.83,,0.58,,n,,co-hyponym,
aggressive,passive,n,betweenY,,,0.58,,n,adj,antonym,scalar
aiding,ab,n,betweenX,0.82,,,,n,partial token,x-none,
air,water,n,betweenY,,,0.53,,n,,co-hyponym,
albums,singles,n,both,0.71,,0.9,,n,noun,antonym,meronym
alias,name,n,betweenY,,,0.52,,n,,co-hyponym,
alien,human,n,both,0.52,,0.6,,n,,co-hyponym,
alike,different,n,betweenX,0.69,,,,n,adj,antonym,complementary
alive,dead,y,both,0.95,,0.97,,n,adj,antonym,complementary
all,none,n,betweenX,0.59,,,,n,noun/pronoun,antonym-numeric,complementary
all,one,n,betweenY,,,0.73,,n,,co-hyponym-numeric,
ally,foe,n,betweenX,0.51,,,,n,noun,antonym,complementary
alpha,beta,n,both,0.87,,0.83,paired,n,adj,co-hyponym,
always,now,n,betweenY,,,0.51,,n,,co-hyponym-temporal,
am,pm,n,betweenX,0.8,,,,n,other/acronym,antonym-temporal,complementary
amateur,professional,y,betweenX,0.73,,,,n,noun,antonym,complementary
an,an,n,betweenY,,,0.52,paired,y,,x-identical,
analog,digital,n,both,0.95,,0.93,paired,n,adj,antonym,complementary
analogue,digital,y,both,0.95,,0.94,,n,adj,antonym,complementary
analysts,investors,n,betweenY,,,0.55,,n,,co-hyponym,
ancestors,descendants,n,betweenX,0.56,,,,n,noun,antonym,complementary
ancient,modern,n,both,0.69,,0.5,,n,adj,antonym,complementary
angel,devil,n,betweenY,,,0.6,,n,noun,antonym,scalar
animal,man,n,betweenY,,,0.55,,n,,co-hyponym,
animals,humans,n,both,0.59,,0.56,,n,noun,co-hyponym,
anime,manga,n,both,0.69,,0.73,,n,,co-hyponym,
ankles,knees,n,both,0.64,,0.59,,n,,co-hyponym,
annually,annually,n,betweenX,0.71,paired,,,y,,x-identical,
another,one,n,betweenY,,,0.69,,n,other/det,co-hyponym-numeric,
answer,question,y,betweenY,,,0.93,paired,n,noun/verb,antonym,complementary
answered,asked,n,betweenY,,,0.85,,n,verb,antonym,complementary
answering,asking,n,betweenY,,,0.7,,n,verb,antonym,complementary
answers,questions,n,betweenY,,,0.94,paired,n,noun,antonym,complementary
antagonist,protagonist,n,both,0.54,paired,0.76,,n,noun,antonym,complementary
antagonists,protagonists,n,betweenY,,,0.79,,n,noun,antonym,complementary
anterior,posterior,y,betweenX,0.72,,,,n,adj,antonym,complementary
anti,pro,y,both,0.81,,0.92,,n,adj,antonym,complementary
anticipated,actual,n,betweenX,0.72,,,,n,,co-hyponym,
antique,modern,n,betweenX,0.57,,,,n,adj,antonym,complementary
anus,vagina,n,both,0.65,,0.56,,n,,co-hyponym,
any,all,n,betweenX,0.6,,,,n,adj,antonym-secondary,complementary
anything,everything,n,betweenX,0.53,,,,n,,co-hyponym,
anytime,anywhere,n,betweenY,,,0.74,,n,,other-related,
aperture,lens,n,betweenY,,,0.52,,n,,other-related,
apes,humans,n,both,0.65,,0.63,,n,noun,co-hyponym,
appellant,respondent,n,betweenX,0.69,,,,n,noun,antonym,converse
appellate,trial,n,betweenY,,,0.82,,n,adj,co-hyponym,
apprentice,master,n,both,0.93,,0.87,,n,noun,antonym-secondary,complementary
aquatic,terrestrial,n,both,0.88,,0.87,,n,adj,co-hyponym,multiple incompatibility
archaic,modern,n,both,0.73,,0.6,,n,adj,antonym-secondary,complementary
architect,client,n,both,0.51,,0.55,,n,noun,antonym,converse
armed,unarmed,y,both,0.6,paired,0.65,paired,n,adj,antonym,complementary
aroused,aroused,n,betweenY,,,0.59,paired,y,,x-identical,
arrival,departure,n,both,0.78,paired,0.81,paired,n,noun,antonym,reversive
arrivals,departures,n,both,0.87,,0.81,paired,n,noun,antonym,reversive
arriving,leaving,n,betweenY,,,0.54,,n,verb,antonym,reversive
arteries,veins,n,both,0.55,paired,0.56,paired,n,noun,antonym,complementary
artificial,natural,y,both,0.75,,0.87,,n,adj,antonym,complementary
ascend,fall,n,betweenX,0.51,,,,n,verb,antonym-secondary,reversive
ascending,descending,y,both,0.77,paired,0.61,paired,n,adj/verb,antonym,complementary
ascent,descent,y,betweenX,0.65,,,,n,noun,antonym,complementary
asked,answered,n,betweenX,0.64,,,,n,verb,antonym,complementary
asleep,awake,y,both,0.91,paired,0.97,,n,adj,antonym,complementary
assailant,victim,n,betweenX,0.69,,,,n,noun,antonym,complementary
assault,battery,n,betweenX,0.51,,,,n,,other-related,
assets,liabilities,n,both,0.93,paired,0.56,paired,n,noun,antonym,complementary
assists,goals,n,both,0.7,,0.96,,n,noun,co-hyponym,complementary
assurances,promises,n,betweenY,,,0.52,,n,,co-hyponym,
asteroids,planets,n,betweenY,,,0.55,,n,noun,co-hyponym,
asylum,deportation,n,betweenX,0.5,,,,n,,other-related,
athlete,coach,n,betweenY,,,0.65,,n,,co-hyponym,
attack,defense,n,both,0.63,,0.66,,n,noun,antonym,converse
attacker,victim,n,both,0.63,,0.68,,n,noun,antonym,complementary
attacking,defending,n,betweenX,0.64,paired,,,n,adj/verb,antonym,complementary
attorney,client,n,betweenX,0.57,,,,n,noun,antonym,converse
attorneys,clients,n,betweenX,0.67,,,,n,noun,antonym,converse
audio,video,n,betweenX,0.51,,,,n,adj,co-hyponym,
auditory,visual,n,betweenY,,,0.62,,n,adj,co-hyponym,
augmented,real,n,both,0.51,,0.79,,n,adj,antonym,scalar
authenticated,authenticated,n,betweenX,0.61,paired,,,y,,x-identical,
author,publisher,n,betweenX,0.63,,,,n,noun,antonym,converse
authored,published,n,betweenX,0.72,,,,n,,co-hyponym,
automated,manual,n,betweenY,,,0.78,,n,adj,antonym,scalar
automatic,manual,y,both,0.67,,0.86,,n,adj,antonym,scalar
autumn,winter,n,betweenX,0.53,,,,n,noun,co-hyponym,multiple incompatibility
autumn,summer,n,betweenY,,,0.52,,n,noun,co-hyponym,multiple incompatibility
avenues,streets,n,betweenY,,,0.66,,n,,co-hyponym,
avg,mean,n,betweenY,,,0.67,,n,,co-hyponym-numeric,
awake,asleep,y,betweenX,0.61,paired,,,n,adj,antonym,complementary
awake,sleep,n,betweenY,,,0.58,,n,verb,antonym,scalar
awaken,sleep,n,betweenY,,,0.81,,n,verb,antonym-secondary,complementary
awards,nominations,n,betweenX,0.53,,,,n,,co-hyponym,
away,home,y,both,0.96,,1,,n,adj/adv,antonym,complementary
back,there,n,betweenY,,,0.52,,n,,other-conventional,
background,foreground,y,both,0.9,paired,0.7,paired,n,noun,antonym,complementary
backs,forwards,n,betweenX,0.56,,,,n,noun,antonym,complementary
backward,forward,y,both,0.91,,0.93,,n,adj/adv,antonym,complementary
backwards,forwards,n,both,0.82,,0.85,,n,adj/adv,antonym,complementary
bad,good,y,betweenY,,,0.97,paired,n,adj,antonym,scalar
balances,checks,n,betweenY,,,0.98,,n,noun,other-conventional,
bandwidth,latency,n,betweenX,0.5,,,,n,,other-related,
barley,wheat,n,both,0.66,paired,0.87,paired,n,noun,co-hyponym,
barn,house,n,betweenY,,,0.65,,n,,co-hyponym,
basic,advanced,n,betweenX,0.59,,,,n,,co-hyponym,
bat,ball,n,both,0.79,,0.65,,n,noun,co-hyponym,
bath,shower,n,betweenX,0.51,,,,n,,co-hyponym,
baths,showers,n,both,0.54,,0.67,paired,n,noun,co-hyponym,
batters,pitchers,n,both,0.57,,0.76,,n,noun,antonym,complementary
batting,bowling,n,both,0.53,,0.64,,n,verb,antonym,complementary
beans,rice,n,betweenY,,,0.67,,n,noun,co-hyponym,
beast,man,n,both,0.75,,0.9,,n,noun,co-hyponym,
beck,call,n,betweenX,0.59,,,,n,,nym-near-synonym,
bedroom,bathroom,n,betweenX,0.65,,,,n,,co-hyponym,
beef,pork,n,betweenY,,,0.5,paired,n,,co-hyponym,
beer,wine,n,betweenY,,,0.65,paired,n,noun,co-hyponym,
before,after,n,betweenX,0.88,,,,n,adv,antonym-temporal,complementary
begin,end,y,both,0.89,,0.59,,n,verb,antonym,complementary
beginners,experts,n,both,0.61,,0.66,,n,noun,antonym,scalar
beginning,end,n,both,0.77,paired,0.57,,n,noun,antonym,complementary
beginnings,endings,n,both,0.55,,0.7,paired,n,noun,antonym,complementary
begins,ends,n,both,0.64,,0.58,,n,verb,antonym,complementary
behaving,thinking,n,betweenY,,,0.52,,n,,co-hyponym,
behind,front,n,betweenY,,,0.75,,n,adv,antonym,complementary
being,being,n,both,0.69,paired,0.59,paired,y,,x-identical,
below,above,y,both,0.83,paired,0.86,,n,adj/adv,antonym,complementary
beneath,above,n,both,0.72,,0.93,,n,adj/adv,antonym,complementary
beneficial,harmful,n,betweenX,0.55,,,,n,other/preposition,antonym,scalar
benefit,cost,n,betweenY,,,0.57,,n,noun,antonym,scalar
benefits,costs,n,both,0.61,,0.55,,n,noun,antonym,scalar
bent,straight,n,betweenY,,,0.55,,n,adj,antonym,complementary
best,worst,y,betweenX,0.74,paired,,,n,adj,antonym,scalar
beta,alpha,n,betweenY,,,0.96,paired,n,adj,co-hyponym,
better,worse,y,betweenX,0.91,paired,,,n,adj,antonym,scalar
better,good,n,betweenY,,,0.61,,n,,contrast-scalar,
between,between,n,betweenX,0.62,paired,,,y,,x-identical,
beverage,food,n,both,0.55,,0.95,,n,noun,antonym,complementary
beverages,food,n,betweenY,,,0.7,,n,noun,antonym,complementary
beyond,beyond,n,betweenX,0.6,paired,,,y,,x-identical,
bicycles,cars,n,betweenY,,,0.54,,n,,co-hyponym,
big,small,y,both,0.65,,0.67,,n,adj,antonym,scalar
bigger,smaller,n,both,0.68,,0.56,,n,adj,antonym,scalar
biggest,smallest,n,both,0.72,,0.83,,n,adj,antonym,scalar
bilateral,bilateral,n,betweenY,,,0.52,paired,y,,x-identical,
billion,million,n,betweenY,,,0.62,,n,,co-hyponym-numeric,
billions,trillions,n,betweenX,0.54,paired,,,n,,co-hyponym-numeric,
billions,millions,n,betweenY,,,0.94,,n,noun,co-hyponym-numeric,
bipolar,schizophrenia,n,both,0.62,,0.63,,n,,co-hyponym,
birth,conception,n,betweenY,,,0.76,,n,,co-hyponym,
birthday,Christmas,n,betweenY,,,0.6,,n,,co-hyponym,
bitter,sweet,n,betweenY,,,0.9,,n,,co-hyponym,
black,white,y,betweenX,0.76,paired,,,n,adj,antonym,complementary
blacks,whites,n,both,0.94,paired,0.97,paired,n,noun,antonym,complementary
blah,blah,n,both,0.65,paired,0.74,paired,y,adj,x-identical,
bless,curse,y,betweenX,0.74,,,,n,verb,antonym,complementary
blessing,curse,n,betweenX,0.56,,,,n,noun,antonym,complementary
blinded,blind,n,betweenY,,,0.56,,n,,other-related,
boarding,landing,n,betweenX,0.55,,,,n,,co-hyponym,
body,mind,n,betweenY,,,0.65,paired,n,noun,antonym,complementary
boil,simmer,n,both,0.55,paired,0.84,paired,n,,co-hyponym,
boils,boils,n,betweenX,0.59,paired,,,y,,x-identical,
bolt,nut,n,betweenY,,,0.69,,n,,co-hyponym,
bolts,nuts,n,betweenY,,,0.64,,n,,co-hyponym,
bonds,stocks,n,betweenY,,,0.6,,n,noun,co-hyponym,
boom,bust,n,betweenX,0.97,,,,n,noun,antonym,complementary
boon,curse,n,betweenX,0.61,,,,n,noun,antonym,complementary
born,conception,n,betweenY,,,0.74,,n,,other-related,
borrower,lender,y,both,0.67,paired,0.69,paired,n,noun,antonym,complementary
borrowers,lenders,n,both,0.78,paired,0.8,,n,noun,antonym,converse
boss,employee,n,betweenY,,,0.52,,n,noun,antonym,converse
bothered,hot,n,betweenY,,,0.89,,n,,other-related,
bots,humans,n,both,0.53,,0.63,,n,,co-hyponym,
bottom,top,y,both,0.61,paired,0.74,paired,n,adj,antonym,scalar
bought,sold,n,betweenX,0.61,,,,n,verb,antonym,complementary
bourgeoisie,proletariat,n,betweenY,,,0.72,,n,noun,antonym,complementary
bow,arrow,n,betweenX,0.77,,,,n,,co-hyponym,
bows,arrows,n,betweenX,0.88,,,,n,noun,co-hyponym,
boy,girl,y,betweenY,,,0.6,paired,n,noun,antonym,complementary
boyfriend,girlfriend,n,both,0.88,paired,0.6,paired,n,noun,antonym,complementary
boys,girls,n,both,0.77,paired,0.51,paired,n,noun,antonym,complementary
braking,acceleration,n,betweenY,,,0.69,,n,noun,antonym,scalar
branded,generic,n,betweenX,0.6,paired,,,n,adj,antonym-secondary,complementary
breakfast,lunch,n,betweenX,0.67,,,,n,,co-hyponym,
breakup,marriage,n,both,0.55,,0.5,,n,noun,antonym-secondary,complementary
brethren,sisters,n,betweenX,0.54,,,,n,noun,antonym-secondary,complementary
brick,mortar,n,betweenX,0.58,,,,n,,co-hyponym,
bricks,mortar,n,betweenX,0.69,,,,n,,co-hyponym,
bride,groom,n,both,0.98,paired,0.96,paired,n,noun,antonym,complementary
brightest,darkest,n,betweenX,0.86,paired,,,n,adj,antonym,scalar
brightest,best,n,betweenY,,,0.59,,n,adj,other-conventional,
brightness,color,n,betweenY,,,0.55,,n,noun,co-hyponym,
broad,narrow,n,betweenX,0.68,,,,n,adj,antonym,scalar
broker,client,n,betweenX,0.51,,,,n,noun,antonym,converse
brother,sister,y,betweenX,0.91,paired,,,n,noun,antonym,complementary
brothers,sisters,n,both,0.93,paired,0.63,paired,n,noun,antonym,complementary
brunch,dinner,n,betweenX,0.68,,,,n,noun,co-hyponym,
bullied,bullied,n,both,0.52,paired,0.65,paired,y,,x-identical,
bullish,neutral,n,betweenY,,,0.79,,n,,co-hyponym,
bully,victim,n,betweenX,0.55,,,,n,noun,antonym,converse
burial,death,n,betweenY,,,0.67,,n,,other-related,
busiest,busiest,n,betweenX,0.51,paired,,,y,,x-identical,
buttocks,thighs,n,betweenY,,,0.51,,n,,co-hyponym,
buy,sell,y,betweenX,0.93,paired,,,n,verb,antonym,converse
buyer,seller,n,both,0.98,paired,0.94,paired,n,noun,antonym,converse
buyers,sellers,n,both,0.95,paired,0.89,paired,n,noun,antonym,converse
buying,selling,n,betweenX,0.87,paired,,,n,verb,antonym,converse
buys,sells,n,betweenX,0.77,,,,n,verb,antonym,converse
ca,ca,n,betweenX,0.67,paired,,,y,,x-identical,
calf,cow,n,betweenY,,,0.61,,n,noun,antonym,converse
calls,texts,n,betweenY,,,0.51,,n,,co-hyponym,
calves,cows,n,betweenY,,,0.58,,n,noun,antonym,converse
can,bottle,n,both,0.59,,0.57,,n,,co-hyponym,
candidates,voters,n,betweenY,,,0.58,paired,n,,co-hyponym,
canine,human,n,betweenY,,,0.54,,n,adj,co-hyponym,
canned,bottled,n,both,0.64,,0.74,,n,adj,co-hyponym,
cannot,can,n,betweenY,,,0.52,,n,verb,antonym,complementary
cans,bottles,n,both,0.52,,0.84,,n,noun,co-hyponym,
cant,can,n,betweenY,,,0.64,,n,verb,antonym,complementary
capitalism,socialism,y,both,0.51,paired,0.58,paired,n,noun,co-hyponym,
carbohydrate,protein,n,betweenX,0.57,,,,n,noun,co-hyponym,
carriage,horse,n,betweenY,,,0.63,,n,noun,other-related,
cast,crew,n,betweenX,0.75,,,,n,,co-hyponym,
cat,dog,n,betweenY,,,0.59,,n,noun,co-hyponym,
catcher,pitcher,n,both,0.76,,0.88,,n,noun,antonym,complementary
catching,throwing,n,betweenY,,,0.82,,n,verb,antonym,converse
cats,dogs,n,both,0.82,paired,0.94,paired,n,noun,co-hyponym,
caucuses,primaries,n,betweenY,,,0.92,paired,n,noun,co-hyponym,
causation,correlation,n,betweenY,,,0.53,,n,noun,contrast-conceptual,
cause,effect,n,both,0.93,,0.79,paired,n,noun,antonym,complementary
causes,effects,n,both,0.61,,0.53,paired,n,noun,antonym,complementary
cavalry,infantry,n,both,0.65,,0.82,,n,noun,co-hyponym,
ceilings,walls,n,betweenY,,,0.7,,n,noun,co-hyponym,
celestial,terrestrial,n,betweenX,0.67,,,,n,adj,co-hyponym,multiple incompatibility
center,left,n,betweenY,,,0.54,,n,,co-hyponym,
centimeters,inches,n,betweenY,,,0.58,paired,n,,co-hyponym,
centralized,decentralized,y,both,0.66,paired,0.62,paired,n,adj/verb,antonym,complementary
centre,left,n,betweenY,,,0.53,,n,,co-hyponym,
cents,dollars,n,betweenX,0.56,,,,n,noun,co-hyponym,
champ,challenger,n,betweenX,0.69,,,,n,noun,antonym-secondary,complementary
champion,challenger,n,betweenX,0.59,,,,n,noun,antonym-secondary,complementary
championship,semifinals,n,betweenY,,,0.54,,n,,co-hyponym,
chances,goals,n,betweenX,0.53,,,,n,,co-hyponym,
chaos,order,n,both,0.74,,0.68,,n,noun,antonym,scalar
chassis,engine,n,betweenY,,,0.52,,n,,co-hyponym,
chemically,physically,n,betweenY,,,0.52,,n,,co-hyponym,
chew,swallow,n,betweenX,0.58,,,,n,,co-hyponym,
chewing,swallowing,n,betweenX,0.67,,,,n,,co-hyponym,
childbirth,pregnancy,n,betweenY,,,0.51,,n,,other-related,
childhood,adolescence,n,betweenX,0.51,,,,n,,co-hyponym,
childhood,infancy,n,betweenY,,,0.74,,n,,co-hyponym,
children,parents,n,betweenY,,,0.69,,n,noun,antonym,converse
chilled,frozen,n,betweenX,0.51,,,,n,,contrast-scalar,
chilled,hot,n,betweenY,,,0.52,,n,adj,antonym-secondary,scalar
chimpanzees,humans,n,both,0.63,,0.66,,n,,co-hyponym,
chronic,acute,y,both,0.57,paired,0.83,,n,adj,antonym,complementary
church,state,n,betweenX,0.78,,,,n,,co-hyponym,
cider,beer,n,betweenY,,,0.62,,n,noun,co-hyponym,
cigars,cigarettes,n,betweenY,,,0.6,,n,,co-hyponym,
cis,trans,n,both,0.82,paired,0.7,paired,n,adj,antonym,complementary
civil,criminal,n,betweenY,,,0.56,,n,adj,antonym,complementary
civilian,military,y,both,0.74,,0.6,,n,adj,antonym,complementary
classical,modern,n,betweenX,0.71,,,,n,adj,antonym,scalar
classified,secret,n,betweenY,,,0.63,,n,,contrast-scalar,
classmates,teachers,n,both,0.55,,0.52,,n,,co-hyponym,
clean,dirty,y,betweenX,0.72,paired,,,n,adj,antonym,scalar
cleaned,dirty,n,betweenX,0.63,,,,n,adj,antonym,scalar
clinicians,patients,n,both,0.72,,0.7,,n,noun,antonym-secondary,converse
clinics,hospitals,n,betweenY,,,0.5,,n,,co-hyponym,
close,open,y,both,0.6,,0.8,,n,verb,antonym,scalar
closed,open,y,both,0.57,paired,0.79,paired,n,adj,antonym,scalar
closing,opening,y,betweenY,,,0.69,paired,n,verb,antonym,scalar
closure,opening,n,betweenY,,,0.51,,n,noun,antonym,scalar
clot,blood,n,betweenY,,,0.52,,n,,other-related,
clothed,naked,n,both,0.61,,0.77,paired,n,adj,antonym,complementary
clouds,sun,n,betweenY,,,0.84,,n,noun,co-hyponym,
cloudy,sunny,n,both,0.87,paired,0.72,paired,n,adj,co-hyponym,
cloves,cinnamon,n,betweenY,,,0.57,,n,,co-hyponym,
club,player,n,betweenY,,,0.6,,n,,nym-meronym,
coach,player,n,both,0.64,,0.75,,n,noun,co-hyponym,
coaches,players,n,both,0.79,,0.81,,n,noun,co-hyponym,
coffee,tea,n,both,0.66,paired,0.83,paired,n,noun,co-hyponym,
cold,hot,y,betweenY,,,0.58,,n,adj,antonym,scalar
colder,warmer,n,both,0.82,paired,0.74,,n,adj,antonym,scalar
collective,individual,n,both,0.83,,0.86,,n,adj,antonym,complementary
collectively,individually,n,betweenY,,,0.77,,n,adv,antonym,complementary
colleges,universities,n,betweenX,0.61,,,,n,,co-hyponym,
collegiate,professional,n,betweenX,0.78,,,,n,,co-hyponym,
column,row,n,both,0.57,paired,0.92,paired,n,noun,antonym,complementary
columns,rows,n,both,0.77,paired,0.93,paired,n,noun,antonym,complementary
come,go,y,betweenX,0.64,,,,n,verb,antonym,complementary
comedic,serious,n,betweenY,,,0.69,,n,adj,antonym,scalar
comedy,drama,n,betweenY,,,0.53,,n,noun,co-hyponym,
comfortably,comfortably,n,betweenX,0.61,paired,,,y,,x-identical,
coming,going,n,both,0.76,,0.61,paired,n,verb,antonym,complementary
commencement,graduation,n,both,0.55,,0.63,,n,,contrast-sequence,
commenters,moderators,n,betweenX,0.59,,,,n,,co-hyponym,
communism,capitalism,n,both,0.84,,0.7,,n,noun,co-hyponym,
comparing,comparing,n,betweenX,0.57,paired,,,y,,x-identical,
compatible,incompatible,y,betweenX,0.53,,,,n,adj,antonym,scalar
complete,incomplete,y,betweenX,0.62,,,,n,adj,antonym,complementary
completing,starting,n,betweenY,,,0.53,,n,verb,antonym,complementary
complex,simple,y,both,0.81,,0.81,,n,adj,antonym,scalar
complicated,simple,n,betweenY,,,0.65,,n,adj,antonym,scalar
compliment,insult,n,betweenX,0.56,,,,n,noun,antonym,scalar
con,pro,y,betweenY,,,0.75,,n,noun,antonym,complementary
condos,apartments,n,both,0.57,,0.61,,n,,co-hyponym,
confession,arrest,n,betweenY,,,0.51,,n,,co-hyponym,
confirm,deny,n,betweenX,0.65,,,,n,verb,antonym,complementary
connected,disconnected,n,betweenX,0.52,,,,n,adj/verb,antonym,scalar
conquered,conquered,n,betweenY,,,0.83,paired,y,,x-identical,
cons,pros,n,betweenY,,,0.99,,n,noun,antonym,complementary
conscious,unconscious,y,both,0.77,,0.67,,n,adj,antonym,scalar
consensus,consensus,n,betweenY,,,0.5,paired,y,,x-identical,
conservatism,liberalism,n,both,0.51,,0.75,paired,n,noun,antonym,scalar
conservative,liberal,y,both,0.65,paired,0.83,paired,n,noun,antonym,scalar
conservatives,liberals,n,both,0.61,paired,0.75,paired,n,noun,antonym,scalar
constructive,destructive,y,betweenX,0.62,,,,n,adj,antonym,scalar
consultant,client,n,betweenX,0.78,,,,n,noun,antonym,converse
consultants,clients,n,betweenX,0.53,,,,n,noun,antonym,converse
consumption,production,n,betweenY,,,0.71,,n,noun,antonym-secondary,
continents,oceans,n,betweenY,,,0.5,,n,,co-hyponym,
contra,pro,n,betweenY,,,0.71,,n,adv,antonym-secondary,complementary
controlled,uncontrolled,y,betweenX,0.74,,,,n,adj,antonym,scalar
convertible,sedan,n,betweenY,,,0.51,,n,,co-hyponym,
conviction,arrest,n,betweenY,,,0.55,,n,,co-hyponym,
cooked,raw,y,betweenY,,,0.77,,n,adj,antonym,scalar
cool,hot,n,betweenY,,,0.56,,n,adj,antonym-secondary,scalar
cooled,heated,n,betweenY,,,0.52,,n,adj/verb,antonym,scalar
cooler,warmer,n,betweenX,0.68,,,,n,adj,antonym,scalar
cooling,heating,n,both,0.79,paired,0.94,paired,n,adj/verb,antonym,scalar
copies,originals,n,betweenY,,,0.63,,n,noun,antonym,complementary
copy,paste,n,betweenX,0.52,,,,n,,other-related,
corn,wheat,n,betweenY,,,0.52,,n,,co-hyponym,
correctly,incorrectly,y,betweenX,0.51,,,,n,adv,antonym,complementary
counties,cities,n,betweenY,,,0.67,,n,noun,co-hyponym,
countryside,city,n,both,0.64,,0.8,,n,noun,antonym,complementary
county,state,n,betweenX,0.53,,,,n,noun,co-hyponym,
county,city,n,betweenY,,,0.61,,n,noun,co-hyponym,
courier,sender,n,betweenY,,,0.57,,n,,co-hyponym,
cousins,siblings,n,betweenY,,,0.5,,n,,co-hyponym,
crafts,arts,n,betweenY,,,0.72,,n,,co-hyponym,
crawling,walking,n,both,0.78,,0.69,,n,verb,co-hyponym,
creditor,debtor,y,both,0.74,paired,0.66,paired,n,noun,antonym,converse
creed,race,n,betweenY,,,0.69,,n,,other-related,
criticism,praise,n,betweenY,,,0.65,,n,noun,antonym,scalar
critique,praise,n,betweenY,,,0.62,,n,noun,antonym,scalar
crochet,knitting,n,both,0.6,,0.7,,n,,co-hyponym,
cub,mother,n,betweenY,,,0.59,,n,noun,antonym-secondary,converse
curly,straight,y,betweenY,,,0.61,,n,adj,antonym,scalar
curse,blessing,n,betweenY,,,0.7,,n,noun,antonym,complementary
cursed,blessed,y,both,0.53,,0.65,,n,adj/verb,antonym,complementary
cursing,swearing,n,betweenY,,,0.57,,n,,nym-near-synonym,
curved,straight,y,both,0.51,,0.79,,n,adj,antonym,scalar
dad,mom,n,betweenY,,,0.75,,n,noun,antonym,complementary
dads,moms,n,betweenY,,,0.87,paired,n,noun,antonym,complementary
daily,weekly,n,betweenX,0.65,,,,n,adv,co-hyponym-temporal,
daily,hourly,n,betweenY,,,0.69,paired,n,,co-hyponym-temporal,
dairy,meat,n,betweenY,,,0.67,,n,noun,co-hyponym,
damp,dry,n,betweenY,,,0.62,,n,adj,antonym-secondary,scalar
dark,light,y,both,0.82,,0.91,,n,adj/noun,antonym,scalar
darker,lighter,n,both,0.58,,0.53,,n,adj,antonym,scalar
darkest,brightest,n,betweenX,0.52,paired,,,n,adj,antonym,scalar
darkness,light,n,both,0.87,paired,0.84,paired,n,noun,antonym,scalar
dating,marriage,n,betweenX,0.61,,,,n,,co-hyponym,
daughters,mothers,n,betweenY,,,0.54,,n,,co-hyponym,
