Seed,Mask,InWordNet,Cxn,ProbX,HasPairX,ProbY,HasPairY,WordsMatch,POS,NymType,AntonymType
amateur,professional,y,both,0.87,,0.79,,n,noun,antonym,complementary
amended,repealed,n,neitherX,0.63,,,,,,co-hyponym,
ample,insufficient,n,neitherX,0.51,,,,n,adj,antonym-secondary,complementary
amygdala,hippocampus,n,neitherX,0.7,,,,,,co-hyponym,
an,a,n,neitherX,0.55,,,,,,x-odd,
analog,digital,n,both,0.9,,0.78,paired,n,adj,antonym,complementary
analogue,digital,y,both,0.8,,0.7,,n,adj,antonym,complementary
angels,demons,n,neitherX,0.55,paired,,,,,co-hyponym,
animal,man,n,neitherY,,,0.64,,,,co-hyponym,
anime,manga,n,both,0.87,,0.7,paired,,,co-hyponym,
another,one,n,neitherY,,,0.85,,n,other/det,co-hyponym-numeric,
answer,question,y,neitherY,,,0.86,,n,noun/verb,antonym,complementary
answered,asked,n,neitherY,,,0.62,,n,verb,antonym,complementary
answers,questions,n,neitherY,,,0.83,,n,noun,antonym,complementary
antagonist,protagonist,n,neitherY,,,0.72,,n,noun,antonym,complementary
antagonists,protagonists,n,neitherY,,,0.67,,,noun,antonym,complementary
anterior,posterior,y,both,0.99,paired,0.85,paired,n,adj,antonym,complementary
anthem,flag,n,neitherY,,,0.71,,,,other-related,
anti,pro,y,both,0.89,,0.98,,n,adj,antonym,complementary
anybody,anything,n,neitherX,0.63,,,,,,co-hyponym,
anyone,anything,n,neitherX,0.79,,,,,,co-hyponym,
anywhere,here,n,neitherY,,,0.8,,,,co-hyponym,
apart,together,n,neitherY,,,0.7,,n,adv,antonym,complementary
ape,man,n,neitherY,,,0.75,,,,co-hyponym,
apologise,retract,n,neitherX,0.75,,,,,,other-related,
apologize,retract,n,neitherX,0.51,,,,,,other-related,
appear,appear,n,neitherX,0.55,paired,,,,,x-identical,
appellant,defendant,n,both,0.71,,0.63,,n,noun,co-hyponym,
appointed,elected,n,neitherY,,,0.82,,n,adj/verb,antonym,complementary
apprentice,master,n,both,0.92,,0.96,,,noun,antonym-secondary,complementary
approve,disapprove,y,neitherX,0.84,,,,n,verb,antonym,complementary
aquatic,terrestrial,n,both,0.93,,0.94,,n,adj,co-hyponym,multiple incompatibility
armored,armed,n,neitherY,,,0.54,,,,co-hyponym,
armoured,armed,n,neitherY,,,0.5,,,,co-hyponym,
arrested,charged,n,neitherX,0.7,,,,,,co-hyponym,
arrival,departure,n,neitherX,0.88,,,,n,noun,antonym,reversive
arrivals,departures,n,both,0.95,,0.69,paired,n,noun,antonym,reversive
arrive,depart,n,neitherX,0.77,,,,,verb,antonym,reversive
arrives,leaves,n,neitherX,0.75,,,,,verb,antonym,reversive
arriving,departing,n,neitherX,0.72,paired,,,,verb,antonym,reversive
arrow,bow,n,neitherY,,,0.76,,,,co-hyponym,
art,science,n,both,0.72,,0.64,,,,co-hyponym,
arteries,veins,n,both,0.82,paired,0.53,paired,n,noun,antonym,complementary
artif,natural,n,neitherX,0.53,,,,,partial token,x-none,
artificial,natural,y,both,0.82,,0.92,,n,adj,antonym,complementary
artificially,naturally,y,both,0.61,,0.75,,n,adv,antonym,complementary
ascended,descended,n,neitherX,0.74,,,,,verb,antonym,reversive
ascending,descending,y,both,0.95,paired,0.61,paired,n,adj/verb,antonym,complementary
ascent,descent,y,both,0.95,paired,0.62,paired,n,noun,antonym,complementary
asked,answered,n,neitherX,0.61,,,,,verb,antonym,complementary
asking,answering,n,neitherX,0.59,,,,,verb,antonym,complementary
asleep,awake,y,both,0.9,paired,0.98,paired,n,adj,antonym,complementary
assailant,victim,n,both,0.89,,0.92,,n,noun,antonym,complementary
assailants,victims,n,both,0.58,,0.61,,,noun,antonym-secondary,complementary
assault,battery,n,neitherX,0.62,,,,,,other-conventional,
assert,deny,n,neitherX,0.75,,,,,verb,antonym-secondary,complementary
asserted,denied,n,neitherX,0.6,,,,,verb,antonym-secondary,complementary
asserting,denying,n,neitherX,0.64,,,,,verb,antonym-secondary,complementary
asserts,denies,n,neitherX,0.7,,,,,verb,antonym-secondary,complementary
asset,liability,y,both,0.85,,0.69,,n,noun,antonym,complementary
assets,liabilities,n,neitherX,0.96,paired,,,n,noun,antonym,complementary
assigning,receiving,n,neitherX,0.54,,,,,,co-hyponym,
assigns,grants,n,neitherX,0.51,,,,,,co-hyponym,
assists,goals,n,both,0.82,,0.82,,n,noun,co-hyponym,complementary
associated,related,n,neitherY,,,0.51,,,,nym-near-synonym,
assured,guaranteed,n,neitherX,0.64,,,,,,nym-near-synonym,
asteroid,comet,n,both,0.63,,0.65,,n,noun,co-hyponym,
astonished,surprised,n,neitherY,,,0.5,,,,nym-near-synonym,
ate,drank,n,neitherX,0.77,,,,,,co-hyponym,
atop,below,n,neitherY,,,0.63,,n,adv,antonym-secondary,complementary
attacker,victim,n,both,0.9,,0.92,,n,noun,antonym,complementary
attackers,victims,n,both,0.58,,0.65,,n,noun,antonym,complementary
attest,deny,n,neitherX,0.8,,,,,verb,antonym-secondary,complementary
attic,basement,n,both,0.62,paired,0.54,paired,n,noun,antonym,complementary
audible,visible,n,neitherY,,,0.55,,,,co-hyponym,
audio,video,n,neitherX,0.76,,,,n,adj,co-hyponym,
auditory,visual,n,both,0.51,,0.65,,n,adj,co-hyponym,
aunt,uncle,y,both,0.95,,0.84,paired,,noun,antonym,
automatic,manual,y,both,0.6,paired,0.63,,n,adj,antonym,scalar
autumn,winter,n,neitherX,0.77,,,,n,noun,co-hyponym-temporal,multiple incompatibility
autumn,spring,n,neitherY,,,0.52,,,,co-hyponym,multile incompatibility
avenue,street,n,both,0.6,,0.5,,n,noun,co-hyponym,
aversion,attraction,n,neitherY,,,0.59,,n,noun,antonym,scalar
awake,asleep,y,both,0.82,paired,0.77,paired,n,adj,antonym,complementary
awaken,sleep,n,both,0.53,,0.59,,,verb,antonym-secondary,complementary
away,near,n,neitherY,,,0.65,,,,co-hyponym,
awe,fear,n,neitherY,,,0.71,,,,co-hyponym,
awoke,slept,n,neitherY,,,0.62,,n,verb,antonym,complementary
backend,front,n,neitherY,,,0.75,,n,adj/noun,antonym-secondary,complementary
backward,forward,y,both,0.92,paired,0.98,paired,n,adj/adv,antonym,complementary
backwards,forwards,n,both,0.94,paired,0.67,paired,n,adj/adv,antonym,complementary
bacterial,viral,n,neitherX,0.61,,,,n,adj,co-hyponym,
bad,good,y,both,0.95,,1,,n,adj,antonym,scalar
badly,well,y,neitherY,,,0.63,,n,adv,antonym,scalar
balances,checks,n,neitherY,,,0.98,,n,noun,other-conventional,
baptism,confirmation,n,neitherX,0.73,,,,,,co-hyponym,
baptized,confirmed,n,neitherX,0.53,,,,,,co-hyponym,
barley,wheat,n,both,0.79,paired,0.93,paired,n,noun,co-hyponym,
barren,fertile,n,neitherY,,,0.67,,n,adj,antonym,complementary
basement,attic,n,both,0.74,paired,0.87,paired,,noun,antonym,
battered,bruised,n,neitherY,,,0.63,,n,verb,co-hyponym,
batters,pitchers,n,both,0.69,,0.64,,n,noun,antonym,complementary
batting,fielding,n,neitherX,0.53,,,,,,co-hyponym,
batting,bowling,n,neitherY,,,0.5,,,verb,antonym,complementary
beast,man,n,both,0.74,,0.98,,n,noun,co-hyponym,
beasts,men,n,neitherY,,,0.5,,,,co-hyponym,
became,was,n,neitherY,,,0.58,,,,proform,
becomes,is,n,neitherY,,,0.65,,,,proform,
bedroom,bathroom,n,neitherX,0.71,,,,,,co-hyponym,
bedrooms,bathrooms,n,neitherX,0.72,,,,,,co-hyponym,
begin,end,y,neitherX,0.71,,,,n,verb,antonym,complementary
beginner,expert,n,both,0.57,,0.62,,,noun,antonym,scalar
beginners,experts,n,neitherX,0.53,,,,,noun,antonym,scalar
beginning,end,n,both,0.7,paired,0.66,paired,n,noun,antonym,complementary
beginnings,endings,n,both,0.62,paired,0.65,paired,,noun,antonym,complementary
begins,ends,n,both,0.96,,0.81,paired,n,verb,antonym,complementary
behind,ahead,n,both,0.96,paired,0.97,,n,other/preposition/adv,antonym,complementary
believers,skeptics,n,neitherX,0.68,,,,n,noun,antonym,complementary
below,above,y,both,0.97,paired,0.98,paired,n,adj/adv,antonym,complementary
beneath,above,n,both,0.92,,0.91,,n,adj/adv,antonym,complementary
benefits,costs,n,both,0.59,,0.69,,,noun,antonym,scalar
besides,before,n,neitherY,,,0.73,,,,x-odd,
best,worst,y,neitherX,0.68,paired,,,n,adj,antonym,scalar
beta,gamma,n,neitherX,0.6,,,,,,co-hyponym,
beta,alpha,n,neitherY,,,0.97,paired,n,adj,co-hyponym,
better,worse,y,both,0.98,paired,0.79,paired,n,adj,antonym,scalar
beverage,food,n,both,0.75,,0.97,,n,noun,antonym,complementary
beverages,food,n,neitherY,,,0.61,,n,noun,antonym,complementary
beyond,here,n,neitherY,,,0.64,,,,co-hyponym,
big,small,y,both,0.78,,0.68,,n,adj,antonym,scalar
bigger,smaller,n,both,0.88,,0.73,,n,adj,antonym,scalar
billion,million,n,neitherY,,,0.57,,,,co-hyponym-numeric,
birth,death,y,both,0.96,,0.53,,,noun,antonym,complementary
births,deaths,n,both,0.94,,0.58,paired,n,noun,antonym,complementary
bisexual,gay,n,neitherY,,,0.51,,,,co-hyponym,
bits,bytes,n,neitherX,0.6,,,,n,noun,co-hyponym,
black,white,y,both,0.96,paired,0.93,paired,n,adj,antonym,complementary
blacks,whites,n,both,0.91,paired,0.89,paired,n,noun,antonym,complementary
blah,blah,n,both,0.75,paired,0.6,paired,y,adj,x-identical,
bless,curse,y,both,0.94,,0.6,,n,verb,antonym,complementary
blessed,cursed,y,neitherX,0.6,paired,,,,adj,antonym,scalar
blessing,curse,n,neitherX,0.88,paired,,,n,noun,antonym,complementary
blessings,curses,n,neitherX,0.68,,,,n,noun,antonym,complementary
blood,flesh,n,neitherY,,,0.54,,,,other-conventional,
body,soul,n,neitherX,0.62,,,,,,contrast-conceptual,
bolts,nuts,n,neitherY,,,0.89,,,,co-hyponym,
bone,flesh,n,neitherY,,,0.58,,,,co-hyponym,
boom,bust,n,neitherX,0.98,,,,n,noun,antonym,complementary
boon,curse,n,neitherX,0.81,,,,n,noun,antonym,complementary
borough,city,n,neitherY,,,0.73,,n,noun,co-hyponym,
borrow,lend,y,neitherX,0.6,,,,,verb,antonym,converse
borrower,creditor,n,neitherX,0.66,,,,,noun,antonym,converse
borrower,lender,y,neitherY,,,0.59,paired,,noun,antonym,complementary
borrowers,lenders,n,both,0.68,paired,0.86,paired,,noun,antonym,converse
both,neither,n,neitherX,0.66,,,,,adj,antonym,complementary
both,one,n,neitherY,,,0.64,,,adj,antonym-secondary,
bottom,top,y,both,0.86,paired,0.96,paired,n,adj,antonym,scalar
bought,sold,n,both,0.94,,0.57,paired,,verb,antonym,complementary
bourgeoisie,proletariat,n,both,0.56,,0.62,,n,noun,antonym,complementary
bow,arrow,n,neitherX,0.72,,,,,,co-hyponym,
bow,sword,n,neitherY,,,0.57,,,,co-hyponym,
bows,arrows,n,neitherX,0.69,,,,n,noun,co-hyponym,
boy,man,n,neitherY,,,0.86,,,,co-hyponym,
boyfriend,girlfriend,n,both,0.99,paired,0.74,paired,n,noun,antonym,complementary
boys,girls,n,neitherX,0.83,paired,,,n,noun,antonym,complementary
boys,men,n,neitherY,,,0.63,,,,co-hyponym,
braking,acceleration,n,both,0.56,,0.53,,,noun,antonym,scalar
breadth,depth,n,neitherX,0.75,,,,,noun,antonym,complementary
break,bend,n,neitherY,,,0.59,,,,co-hyponym,
breaking,bending,n,neitherY,,,0.55,,,,co-hyponym,
brethren,sisters,n,neitherX,0.51,,,,,noun,antonym-secondary,complementary
brick,mortar,n,neitherX,0.62,,,,,,other-conventional,
bride,groom,n,both,0.97,paired,0.87,paired,n,noun,antonym,complementary
broad,narrow,n,neitherX,0.53,,,,n,adj,antonym,scalar
broader,narrower,n,neitherX,0.69,,,,n,adj,antonym,scalar
broadly,narrowly,y,both,0.51,,0.51,,,adv,antonym,scalar
brother,sister,y,neitherX,0.97,paired,,,n,noun,antonym,complementary
brothers,sisters,n,neitherX,0.9,paired,,,,noun,antonym,complementary
bug,feature,n,neitherY,,,0.57,,n,noun,antonym,converse
buggy,horse,n,neitherY,,,0.6,,,,other-related,
bush,tree,n,both,0.67,,0.61,,,,co-hyponym,
bushes,trees,n,neitherX,0.57,,,,n,noun,co-hyponym,
busiest,busiest,n,neitherX,0.51,paired,,,,,x-identical,
buy,sell,y,both,0.97,,0.92,paired,n,verb,antonym,converse
buyer,seller,n,both,1,paired,0.97,paired,n,noun,antonym,converse
buyers,sellers,n,both,0.96,paired,0.9,paired,n,noun,antonym,converse
buying,selling,n,both,0.99,paired,0.89,paired,n,verb,antonym,converse
buys,sells,n,both,0.99,paired,0.88,paired,n,verb,antonym,converse
bye,hello,n,neitherY,,,0.73,,,other/interjection,antonym,complementary
cable,satellite,n,neitherX,0.63,,,,n,adj,co-hyponym,
calorie,fat,n,both,0.63,,0.54,,n,noun,other-related,
calories,fat,n,both,0.67,,0.53,,n,noun,other-related,
came,went,n,both,0.74,paired,0.52,paired,,verb,antonym,
can,will,n,neitherX,0.59,,,,,,co-hyponym,
canine,human,n,neitherY,,,0.65,,n,adj,co-hyponym,
canned,bottled,n,both,0.7,,0.6,,n,adj,co-hyponym,
cans,bottles,n,both,0.77,,0.62,,n,noun,co-hyponym,
capitalism,socialism,y,both,0.56,paired,0.6,paired,n,noun,co-hyponym,
capitalist,socialist,n,both,0.55,,0.58,paired,n,adj,co-hyponym,
captive,free,n,neitherX,0.55,,,,n,adj,antonym,complementary
carbohydrate,protein,n,both,0.59,,0.55,,n,noun,co-hyponym,
cares,knows,n,neitherY,,,0.52,,,,opposition-indirect,
carriage,horse,n,neitherY,,,0.97,,n,noun,other-related,
cart,horse,n,neitherY,,,0.87,,,,other-related,
carts,horses,n,neitherY,,,0.66,,,,other-related,
cat,dog,n,both,0.7,paired,0.74,paired,n,noun,co-hyponym,
catcher,pitcher,n,both,0.73,,0.78,,n,noun,antonym,complementary
cats,dogs,n,both,0.67,paired,0.76,paired,n,noun,co-hyponym,
caucuses,primaries,n,both,0.68,paired,0.88,paired,n,noun,co-hyponym,
causation,correlation,n,both,0.54,paired,0.6,paired,n,noun,contrast-conceptual,
cause,effect,n,both,0.98,,0.64,paired,n,noun,antonym,complementary
causes,effects,n,neitherX,0.75,paired,,,,noun,antonym,complementary
cavalry,infantry,n,both,0.67,,0.71,,n,noun,co-hyponym,
ceiling,floor,n,both,0.75,paired,0.76,,n,noun,antonym,complementary
ceilings,walls,n,neitherY,,,0.62,,n,noun,co-hyponym,
celestial,terrestrial,n,neitherX,0.6,,,,n,adj,co-hyponym,multiple incompatibility
centralized,decentralized,y,neitherX,0.62,,,,n,adj/verb,antonym,complementary
cents,dollars,n,neitherY,,,0.51,,n,noun,co-hyponym,
certify,deny,n,neitherX,0.82,,,,,verb,antonym-secondary,complementary
chaos,order,n,both,0.67,,0.65,,,noun,antonym,scalar
charged,convicted,n,neitherX,0.53,,,,,,co-hyponym,
charged,arrested,n,neitherY,,,0.75,,,,co-hyponym,
cheat,lie,n,neitherY,,,0.62,,,,co-hyponym,
checks,balances,n,neitherX,0.69,,,,,,other-conventional,
chemistry,physics,n,neitherY,,,0.56,,,,co-hyponym,
chemotherapy,radiation,n,neitherX,0.76,,,,,,co-hyponym,
child,adult,n,neitherX,0.64,paired,,,n,noun,antonym,multiple incompatibility
child,man,n,neitherY,,,0.59,,,,co-hyponym,
chilled,hot,n,neitherY,,,0.56,,,adj,antonym-secondary,scalar
chilly,hot,n,neitherY,,,0.57,,n,adj,antonym-secondary,scalar
chronic,acute,y,both,0.58,paired,0.9,paired,n,adj,antonym,complementary
church,state,n,both,0.95,,0.68,,,,co-hyponym,
cider,beer,n,neitherY,,,0.52,,n,noun,co-hyponym,
circle,square,n,neitherY,,,0.53,,,,co-hyponym,
cis,trans,n,neitherX,0.67,,,,n,adj,antonym,complementary
civilian,military,y,both,0.77,,0.61,,n,adj,antonym,complementary
class,race,n,neitherY,,,0.68,,n,noun,co-hyponym,
claw,tooth,n,neitherY,,,0.77,,,,co-hyponym,
claws,teeth,n,neitherY,,,0.51,,,,co-hyponym,
clay,stone,n,neitherY,,,0.51,,,,co-hyponym,
clean,dirty,y,neitherX,0.52,,,,n,adj,antonym,scalar
close,far,n,both,0.55,,0.58,,,adj,antonym,scalar
closed,open,y,both,0.62,,0.86,,n,adj,antonym,scalar
closes,opens,n,both,0.78,paired,0.98,paired,n,verb,antonym,scalar
closing,opening,y,neitherY,,,0.93,paired,n,verb,antonym,scalar
cloud,sun,n,neitherY,,,0.79,,,,co-hyponym,
clouds,sun,n,neitherY,,,0.57,,n,noun,co-hyponym,
cloudy,sunny,n,both,0.84,paired,0.87,,n,adj,co-hyponym,
coffee,tea,n,both,0.73,paired,0.76,paired,n,noun,co-hyponym,
cold,hot,y,both,0.72,paired,0.9,paired,n,adj,antonym,scalar
colder,warmer,n,both,0.77,paired,0.69,paired,n,adj,antonym,scalar
colleague,friend,n,neitherY,,,0.53,,,,co-hyponym,
colleagues,friends,n,neitherY,,,0.53,,n,noun,co-hyponym,
collective,individual,n,both,0.65,,0.76,,n,adj,antonym,complementary
collectively,individually,n,both,0.78,paired,0.92,paired,n,adv,antonym,complementary
colleges,universities,n,neitherX,0.67,,,,,,co-hyponym,
collegiate,professional,n,neitherX,0.53,,,,,,co-hyponym,
collusion,conspiracy,n,neitherX,0.52,,,,,,nym-near-synonym,
colonel,major,n,neitherX,0.58,,,,,,co-hyponym,
colored,white,n,both,0.62,,0.89,,n,adj,co-hyponym,
column,row,n,neitherY,,,0.51,paired,,noun,antonym,complementary
columns,rows,n,neitherY,,,0.87,paired,,noun,antonym,complementary
come,go,y,neitherX,0.65,paired,,,n,verb,antonym,complementary
comedy,tragedy,y,neitherX,0.59,,,,,,co-hyponym,
comes,goes,n,both,0.93,,0.69,paired,n,verb,antonym,complementary
coming,going,n,neitherX,0.87,paired,,,n,verb,antonym,complementary
communism,capitalism,n,neitherX,0.59,,,,n,noun,co-hyponym,
communist,capitalist,n,neitherX,0.56,,,,n,adj/noun,co-hyponym,
compass,map,n,neitherY,,,0.52,,,,co-hyponym,
complex,simple,y,neitherY,,,0.84,,n,adj,antonym,scalar
comrades,friends,n,neitherY,,,0.53,,,,nym-near-synonym,
con,pro,y,neitherY,,,0.99,paired,n,noun,antonym,complementary
conced,score,n,neitherX,0.57,,,,,partial token,x-none,
confer,deny,n,neitherX,0.75,,,,,,opposition-indirect,
confess,deny,n,neitherX,0.62,,,,,verb,antonym-secondary,complementary
confirm,deny,n,both,1,,0.97,paired,n,verb,antonym,complementary
confirmed,denied,n,neitherX,0.84,,,,,verb,antonym,complementary
confirming,denying,n,both,0.99,,0.7,,,verb,antonym,complementary
confirms,denies,n,both,0.97,,0.72,paired,,verb,antonym,complementary
congressman,senator,n,neitherX,0.73,,,,,,co-hyponym,
cons,pros,n,neitherY,,,0.97,paired,n,noun,antonym,complementary
consciously,unconsciously,y,neitherX,0.68,paired,,,n,adv,antonym,complementary
consequence,cause,n,neitherY,,,0.54,,,noun,antonym-secondary,complementary
conservatism,liberalism,n,neitherY,,,0.52,,n,noun,antonym,scalar
conservative,liberal,y,both,0.84,paired,0.91,paired,n,noun,antonym,scalar
conservatives,liberals,n,both,0.72,paired,0.73,paired,n,noun,antonym,scalar
consulate,embassy,n,both,0.72,paired,0.8,,n,noun,co-hyponym,
consumer,producer,n,neitherY,,,0.58,,,noun,antonym,complementary
consumes,produces,n,both,0.55,,0.61,,,verb,antonym,complementary
consumption,production,n,neitherY,,,0.56,,,noun,antonym-secondary,
contends,denies,n,neitherX,0.53,,,,,verb,antonym-secondary,complementary
contra,pro,n,neitherY,,,0.95,,n,adv,antonym-secondary,complementary
contraception,abortion,n,neitherX,0.54,,,,,,other-related,
contracting,expanding,n,both,0.72,,0.94,,,verb,antonym,reversive
contraction,expansion,y,both,0.77,paired,0.88,paired,n,noun,antonym,scalar
contrasted,compared,n,neitherY,,,0.5,,,,other-conventional,
convicted,charged,n,neitherY,,,0.59,,,,co-hyponym,
cooked,raw,y,neitherY,,,0.58,,n,adj,antonym,scalar
cooled,heated,n,both,0.78,paired,0.84,,n,adj/verb,antonym,scalar
cooler,warmer,n,both,0.64,,0.7,,n,adj,antonym,scalar
cooling,heating,n,both,0.92,paired,0.94,,n,adj/verb,antonym,scalar
copyright,trademark,n,both,0.51,,0.58,,,,co-hyponym,
copyrighted,trademark,n,neitherY,,,0.65,,,,co-hyponym,
cornerback,safety,n,neitherX,0.53,,,,,,co-hyponym,
correlation,causation,n,both,0.53,paired,0.53,paired,n,noun,contrast-conceptual,
could,would,n,both,0.59,paired,0.59,,,,co-hyponym,
couldn,would,n,both,0.57,,0.6,,,partial token,x-none,
countryside,city,n,neitherY,,,0.72,,n,noun,antonym,complementary
county,city,n,neitherY,,,0.64,,n,noun,co-hyponym,
covert,overt,y,neitherY,,,0.62,,n,adj,antonym,complementary
crawl,walk,n,neitherY,,,0.5,,n,verb,co-hyponym,
crawled,walked,n,neitherY,,,0.52,,n,verb,co-hyponym,
crawling,walking,n,both,0.6,,0.69,,n,verb,co-hyponym,
creates,destroys,n,neitherX,0.51,,,,,verb,antonym,complementary
creation,destruction,n,neitherX,0.6,,,,,noun,antonym,complementary
creditor,debtor,y,both,0.84,paired,0.81,paired,n,noun,antonym,converse
creek,river,n,neitherY,,,0.58,,n,noun,co-hyponym,
crochet,knit,n,neitherY,,,0.86,,n,verb,co-hyponym,
crypto,fiat,n,neitherY,,,0.52,,n,adj,antonym-secondary,complementary
culp,liable,n,neitherX,0.58,,,,,partial token,x-none,
culprit,victim,n,both,0.65,,0.69,,n,noun,antonym,complementary
cure,cause,n,neitherY,,,0.52,,,,opposition-indirect,
curse,blessing,n,both,0.78,paired,0.82,,n,noun,antonym,complementary
cursed,blessed,y,both,0.88,paired,0.95,,n,adj/verb,antonym,complementary
curved,straight,y,neitherY,,,0.53,,n,adj,antonym,scalar
custody,visitation,n,neitherX,0.85,,,,,,other-related,
dad,mom,n,neitherY,,,0.72,paired,n,noun,antonym,complementary
dads,moms,n,neitherY,,,0.83,,n,noun,antonym,complementary
dagger,sword,n,neitherY,,,0.71,,,,co-hyponym,
