Seed,Mask,InWordNet,Cxn,ProbX,HasPairX,ProbY,HasPairY,WordsMatch,POS,NymType,AntonymType
aiding,assisting,n,eitherX,0.51,,,,n,,nym-near-synonym,
air,water,n,both,0.77,,0.69,,n,,co-hyponym,
album,single,n,eitherY,,,0.7,,n,noun,nym-meronym,complementary
albums,singles,n,eitherY,,,0.83,,n,noun,nym-meronym,complementary
alien,human,n,eitherY,,,0.51,,n,,co-hyponym,
alike,different,n,eitherX,0.59,,,,n,adj,antonym,complementary
alive,dead,y,both,0.96,,0.99,paired,n,adj,antonym,complementary
all,none,n,eitherX,0.66,,,,n,noun/pronoun,antonym,
alley,street,n,eitherY,,,0.64,,n,noun,co-hyponym,
alpha,beta,n,both,0.79,,0.86,paired,n,adj,co-hyponym,
altogether,partially,n,both,0.58,,0.61,,n,adv,antonym,scalar
aluminium,steel,n,eitherY,,,0.53,,n,noun,co-hyponym,
aluminum,steel,n,eitherY,,,0.66,paired,n,noun,co-hyponym,
amateur,professional,y,both,0.8,,0.88,,n,noun,antonym,complementary
amen,amen,n,eitherX,0.56,paired,,,y,,x-identical,
ammonia,water,n,eitherY,,,0.58,,n,noun,co-hyponym,
amplitude,frequency,n,eitherY,,,0.56,,n,,co-hyponym,
amulet,ring,n,eitherY,,,0.5,,n,,co-hyponym,
amygdala,hippocampus,n,eitherX,0.53,,,,n,,co-hyponym,
an,an,n,eitherY,,,0.56,paired,y,,x-identical,
analog,digital,n,both,0.84,,0.97,,n,adj,antonym,complementary
analogue,digital,y,both,0.76,,0.97,,n,adj,antonym,complementary
ancient,modern,n,both,0.61,,0.64,,n,adj,antonym,complementary
angels,demons,n,eitherX,0.57,,,,n,,co-hyponym,
animal,human,n,eitherY,,,0.8,,n,noun,nym-hyponym,conceptual contrast
anime,manga,n,eitherX,0.67,,,,n,,co-hyponym,
anniversary,birthday,n,eitherY,,,0.64,,n,noun,co-hyponym-temporal,
annually,monthly,n,eitherY,,,0.66,,n,adv,co-hyponym-temporal,
another,way,n,eitherY,,,0.61,,n,,other-conventional,
answer,question,y,eitherY,,,0.59,,n,noun/verb,antonym,complementary
answers,questions,n,eitherY,,,0.86,,n,noun,antonym,complementary
antagonist,protagonist,n,eitherY,,,0.76,,n,noun,antonym,complementary
anterior,posterior,y,both,0.97,paired,0.76,paired,n,adj,antonym,complementary
anti,pro,y,both,0.85,,0.97,,n,adj,antonym,complementary
antique,modern,n,eitherY,,,0.53,,n,adj,antonym,complementary
anus,vagina,n,eitherX,0.69,,,,n,,co-hyponym,
anxiety,depression,n,eitherX,0.65,,,,n,noun,co-hyponym,
apart,together,n,both,0.55,,0.92,,n,adv,antonym,complementary
apartment,house,n,eitherY,,,0.63,,n,noun,co-hyponym,
apartments,houses,n,eitherY,,,0.75,,n,noun,co-hyponym,
ape,human,n,eitherY,,,0.7,,n,noun,co-hyponym,
appear,disappear,y,eitherX,0.61,,,,n,verb,antonym,complementary
appeared,disappeared,n,eitherX,0.8,,,,n,verb,antonym,complementary
appears,disappears,n,eitherX,0.84,,,,n,verb,antonym,complementary
appellant,defendant,n,eitherX,0.66,,,,n,noun,co-hyponym,
appellate,trial,n,eitherY,,,0.5,,n,adj,co-hyponym,
apple,pear,n,eitherX,0.68,,,,n,,co-hyponym,
appointed,elected,n,both,0.66,paired,0.91,paired,n,adj/verb,antonym,complementary
approve,disapprove,y,eitherX,0.55,paired,,,n,verb,antonym,complementary
aquatic,terrestrial,n,both,0.84,,0.79,,n,adj,co-hyponym,multiple incompatibility
archaic,modern,n,eitherY,,,0.65,,n,adj,antonym-secondary,complementary
are,are,n,both,0.71,paired,0.64,paired,y,,x-identical,
arenas,stadiums,n,eitherY,,,0.52,,n,,co-hyponym,
arm,leg,n,eitherY,,,0.61,paired,n,,co-hyponym,
armed,unarmed,y,both,0.6,,0.59,paired,n,adj,antonym,complementary
arms,legs,n,eitherX,0.81,,,,n,,co-hyponym,
arrival,departure,n,both,0.82,,0.62,,n,noun,antonym,reversive
arrivals,departures,n,both,0.95,,0.91,,n,noun,antonym,reversive
arriving,departing,n,eitherX,0.51,,,,n,verb,antonym,reversive
arteries,veins,n,both,0.8,,0.8,paired,n,noun,antonym,complementary
artery,vein,n,eitherY,,,0.68,,n,noun,antonym,complementary
artificial,natural,y,both,0.7,,0.92,,n,adj,antonym,complementary
artificially,naturally,y,both,0.78,,0.94,,n,adv,antonym,complementary
artisan,professional,n,eitherY,,,0.56,,n,adj,co-hyponym,
as,as,n,eitherY,,,0.76,paired,y,,x-identical,
ascending,descending,y,both,0.98,paired,0.84,paired,n,adj/verb,antonym,complementary
ascent,descent,y,both,0.91,,0.83,,n,noun,antonym,complementary
asleep,awake,y,eitherY,,,0.78,paired,n,adj,antonym,complementary
asphalt,concrete,n,eitherX,0.52,,,,n,,co-hyponym,
assailant,victim,n,eitherY,,,0.65,,n,noun,antonym,complementary
assault,battery,n,eitherX,0.63,,,,n,,other-conventional,
assets,liabilities,n,eitherX,0.83,paired,,,n,noun,antonym,complementary
assists,goals,n,both,0.89,paired,0.99,,n,noun,co-hyponym,complementary
asteroid,comet,n,both,0.86,paired,0.61,paired,n,noun,co-hyponym,
asteroids,planets,n,eitherY,,,0.59,,n,noun,co-hyponym,
asylum,deportation,n,both,0.67,,0.61,,n,,opposition-indirect,
atmospheric,terrestrial,n,eitherY,,,0.5,,n,adj,co-hyponym,multiple incompatibility
atop,below,n,eitherY,,,0.54,,n,adv,antonym-secondary,complementary
attacker,victim,n,both,0.72,,0.86,,n,noun,antonym,complementary
attendant,driver,n,eitherY,,,0.51,,n,,co-hyponym,
attic,basement,n,both,0.59,,0.72,paired,n,noun,antonym,complementary
audio,video,n,both,0.71,,0.6,,n,adj,co-hyponym,
auditory,visual,n,both,0.61,,0.84,,n,adj,co-hyponym,
aunt,uncle,y,eitherX,0.67,,,,n,noun,antonym,
authenticated,not,n,eitherX,0.5,,,,n,not-annotated,proform,
automated,manual,n,both,0.54,,0.79,,n,adj,antonym,scalar
automatic,manual,y,both,0.8,,0.94,,n,adj,antonym,scalar
automatically,manually,n,both,0.59,paired,0.69,paired,n,adv,antonym-secondary,scalar
autumn,winter,n,eitherX,0.61,,,,n,noun,co-hyponym,multiple incompatibility
autumn,summer,n,eitherY,,,0.5,,n,noun,co-hyponym,multiple incompatibility
avenue,street,n,eitherY,,,0.71,,n,noun,co-hyponym,
awake,asleep,y,both,0.82,,0.84,paired,n,adj,antonym,complementary
awaken,sleep,n,both,0.59,,0.65,,n,verb,antonym-secondary,complementary
away,home,y,both,0.55,,0.57,,n,adj/adv,antonym,complementary
awoke,slept,n,eitherY,,,0.51,,n,verb,antonym,complementary
bachelor,married,n,eitherY,,,0.68,,n,adj,antonym,complementary
back,front,y,eitherY,,,0.89,paired,n,adj/noun,antonym,complementary
backend,front,n,eitherY,,,0.52,,n,adj/noun,antonym-secondary,complementary
background,foreground,y,both,0.76,paired,0.77,paired,n,noun,antonym,complementary
backs,forwards,n,eitherX,0.58,,,,n,noun,antonym,complementary
backward,forward,y,both,0.81,,0.95,,n,adj/adv,antonym,complementary
backwards,forwards,n,both,0.86,paired,0.81,paired,n,adj/adv,antonym,complementary
bacterial,viral,n,both,0.61,,0.74,,n,adj,co-hyponym,
bad,good,y,eitherY,,,0.98,paired,n,adj,antonym,scalar
badly,well,y,eitherY,,,0.54,,n,adv,antonym,scalar
baked,frozen,n,eitherX,0.61,,,,n,,co-hyponym,
baking,cooking,n,eitherY,,,0.74,,n,verb,co-hyponym,
ball,bat,n,both,0.53,,0.51,,n,,co-hyponym,
ballet,jazz,n,eitherY,,,0.51,,n,,co-hyponym,
bananas,apples,n,eitherY,,,0.57,,n,,co-hyponym,
bar,restaurant,n,eitherY,,,0.6,,n,noun,co-hyponym,
barley,wheat,n,both,0.69,paired,0.91,paired,n,noun,co-hyponym,
barren,fertile,n,eitherY,,,0.6,,n,adj,antonym,complementary
bars,restaurants,n,eitherY,,,0.51,,n,,co-hyponym,
basement,attic,n,eitherY,,,0.51,paired,n,noun,antonym,
basic,advanced,n,eitherX,0.61,,,,n,,co-hyponym,
bass,drum,n,eitherY,,,0.53,,n,,other-conventional,
bath,shower,n,both,0.67,,0.61,,n,,co-hyponym,
baths,showers,n,both,0.74,paired,0.83,paired,n,noun,co-hyponym,
batter,pitcher,n,eitherY,,,0.68,,n,noun,antonym,complementary
battered,bruised,n,eitherX,0.64,,,,n,verb,co-hyponym,
batters,pitchers,n,both,0.54,,0.8,,n,noun,antonym,complementary
batting,pitching,n,eitherY,,,0.8,,n,verb,antonym,complementary
bean,rice,n,eitherY,,,0.57,,n,,co-hyponym,
beans,rice,n,eitherY,,,0.73,,n,noun,co-hyponym,
beast,man,n,eitherY,,,0.67,,n,noun,co-hyponym,
bedrock,soil,n,eitherY,,,0.6,,n,,co-hyponym,
bedrooms,bathrooms,n,both,0.54,,0.52,,n,,co-hyponym,
beer,wine,n,both,0.7,paired,0.85,paired,n,noun,co-hyponym,
beers,wines,n,eitherY,,,0.56,paired,n,,co-hyponym,
before,after,n,eitherX,0.85,paired,,,n,adv,antonym-temporal,complementary
beforehand,after,n,eitherX,0.51,,,,n,adv,antonym-temporal,
began,ended,n,eitherX,0.57,,,,n,verb,antonym,complementary
begin,end,y,eitherX,0.61,,,,n,verb,antonym,complementary
beginner,advanced,n,eitherX,0.66,,,,n,,co-hyponym,
beginning,end,n,both,0.6,,0.51,,n,noun,antonym,complementary
begins,ends,n,both,0.84,,0.73,,n,verb,antonym,complementary
behind,ahead,n,eitherY,,,0.53,,n,other/preposition/adv,antonym,complementary
believer,atheist,n,both,0.55,,0.61,,n,noun,antonym,complementary
below,above,y,both,0.62,paired,0.95,,n,adj/adv,antonym,complementary
beneath,above,n,both,0.73,,0.88,,n,adj/adv,antonym,complementary
beta,alpha,n,eitherY,,,0.93,paired,n,adj,co-hyponym,
better,worse,y,eitherX,0.73,,,,n,adj,antonym,scalar
beverage,food,n,both,0.63,,0.96,,n,noun,antonym,complementary
beverages,food,n,eitherY,,,0.73,,n,noun,antonym,complementary
big,small,y,both,0.83,,0.79,,n,adj,antonym,scalar
bigger,smaller,n,both,0.78,,0.77,,n,adj,antonym,scalar
biggest,smallest,n,both,0.53,,0.56,,n,adj,antonym,scalar
bikes,cars,n,eitherY,,,0.65,,n,noun,co-hyponym,
biking,walking,n,both,0.57,,0.69,,n,,co-hyponym,
billion,million,n,eitherY,,,0.55,,n,,co-hyponym-numeric,
billions,millions,n,eitherY,,,0.87,,n,noun,co-hyponym-numeric,
biological,chemical,n,eitherY,,,0.57,paired,n,,co-hyponym,
bipolar,schizophrenia,n,both,0.52,,0.57,,n,,co-hyponym,
birth,death,y,both,0.83,,0.5,,n,noun,antonym,complementary
births,deaths,n,both,0.89,,0.71,,n,noun,antonym,complementary
bisexual,gay,n,eitherY,,,0.54,,n,,co-hyponym,
bishop,priest,n,eitherY,,,0.51,,n,,co-hyponym,
bishops,priests,n,both,0.55,,0.54,,n,,co-hyponym,
bit,bytes,n,eitherX,0.57,,,,n,,co-hyponym,
bits,bytes,n,both,0.57,,0.72,,n,noun,co-hyponym,
bitter,sweet,n,eitherY,,,0.67,,n,,co-hyponym,
black,white,y,eitherY,,,0.66,paired,n,adj,antonym,complementary
blacks,whites,n,both,0.81,paired,0.9,paired,n,noun,antonym,complementary
blah,blah,n,both,0.67,paired,0.67,paired,y,adj,x-identical,
blankets,sheets,n,eitherY,,,0.58,,n,,co-hyponym,
bleach,water,n,eitherY,,,0.6,,n,,co-hyponym,
bless,curse,y,eitherX,0.82,,,,n,verb,antonym,complementary
blessing,curse,n,eitherX,0.83,,,,n,noun,antonym,complementary
blessings,curses,n,eitherX,0.51,,,,n,noun,antonym,complementary
blind,deaf,n,both,0.89,paired,0.9,paired,n,adj,co-hyponym,
blond,brown,n,both,0.59,,0.55,,n,,co-hyponym,
blonde,brown,n,both,0.75,,0.69,,n,,co-hyponym,
boat,car,n,eitherY,,,0.52,,n,,co-hyponym,
boats,cars,n,eitherY,,,0.51,,n,noun,co-hyponym,
boiled,frozen,n,eitherX,0.65,,,,n,verb,co-hyponym,
bolts,screws,n,both,0.58,,0.66,,n,noun,co-hyponym,
bombers,helicopters,n,eitherY,,,0.5,,n,,co-hyponym,
bombings,shootings,n,eitherY,,,0.74,,n,noun,co-hyponym,
bond,cash,n,eitherY,,,0.61,,n,,co-hyponym,
bonds,stocks,n,eitherY,,,0.53,paired,n,noun,co-hyponym,
boom,bust,n,eitherX,0.97,,,,n,noun,antonym,complementary
borough,city,n,eitherY,,,0.64,,n,noun,co-hyponym,
bot,human,n,eitherY,,,0.66,,n,noun,co-hyponym,
both,one,n,eitherY,,,0.52,,n,adj,antonym-secondary,
bottled,canned,n,eitherY,,,0.68,,n,noun,co-hyponym,
bottles,cans,n,both,0.78,paired,0.83,paired,n,noun,co-hyponym,
bottom,top,y,both,0.67,paired,0.96,paired,n,adj,antonym,scalar
bourgeoisie,proletariat,n,eitherY,,,0.55,,n,noun,antonym,complementary
bowel,bladder,n,eitherX,0.5,,,,n,,co-hyponym,
bows,arrows,n,eitherX,0.7,,,,n,noun,co-hyponym,
boy,girl,y,both,0.98,paired,0.98,paired,n,noun,antonym,complementary
boyfriend,girlfriend,n,both,0.96,,0.76,paired,n,noun,antonym,complementary
boys,girls,n,both,0.96,paired,0.95,paired,n,noun,antonym,complementary
br,br,n,eitherX,0.5,paired,,,y,,x-identical,
braking,acceleration,n,both,0.55,,0.7,,n,noun,antonym,scalar
branded,generic,n,eitherY,,,0.51,paired,n,,co-hyponym,
breakfast,dinner,n,eitherY,,,0.62,,n,noun,co-hyponym,
breastfeeding,formula,n,eitherX,0.51,,,,n,noun,antonym,
breathe,die,n,eitherX,0.74,,,,n,,opposition-indirect,
bred,natural,n,eitherY,,,0.6,,n,adj,antonym-secondary,scalar
brewed,distilled,n,eitherX,0.51,,,,n,,co-hyponym,
bride,groom,n,both,0.95,paired,0.95,paired,n,noun,antonym,complementary
bridges,tunnels,n,eitherX,0.58,,,,n,,co-hyponym,
brigade,battalion,n,eitherY,,,0.62,,n,,co-hyponym,
brighter,darker,n,both,0.59,,0.51,,n,adj,antonym,scalar
brightest,best,n,eitherY,,,0.71,,n,adj,other-conventional,
brightness,color,n,eitherY,,,0.63,,n,noun,co-hyponym,
broad,narrow,n,both,0.79,,0.6,,n,adj,antonym,scalar
broadband,DSL,n,eitherY,,,0.52,,n,,co-hyponym,
broader,narrower,n,both,0.75,,0.52,,n,adj,antonym,scalar
broadly,specifically,n,eitherX,0.54,,,,n,adv,antonym,scalar
brokerage,bank,n,eitherY,,,0.66,,n,,co-hyponym,
broth,water,n,eitherX,0.58,,,,n,,co-hyponym,
brother,sister,y,eitherX,0.84,,,,n,noun,antonym,complementary
brothers,sisters,n,both,0.79,paired,0.69,paired,n,noun,antonym,complementary
brunch,dinner,n,both,0.81,,0.65,,n,noun,co-hyponym,
bulky,light,n,eitherY,,,0.55,,n,adj,antonym-secondary,scalar
bullish,neutral,n,both,0.74,,0.84,,n,,co-hyponym,
bunch,single,n,eitherY,,,0.52,,n,noun,contrast-group-individual ,complementary
bundle,single,n,eitherY,,,0.84,,n,noun,contrast-group-individual ,
burglary,theft,n,both,0.56,,0.52,,n,noun,co-hyponym,
bushes,trees,n,both,0.77,,0.66,,n,noun,co-hyponym,
businesses,individuals,n,eitherY,,,0.53,,n,noun,contrast-group-individual ,
bust,boom,n,eitherY,,,0.95,,n,noun,antonym,complementary
butterflies,birds,n,eitherY,,,0.56,,n,,co-hyponym,
buy,sell,y,both,0.9,,0.56,paired,n,verb,antonym,converse
buyer,seller,n,both,0.93,paired,0.93,paired,n,noun,antonym,converse
buyers,sellers,n,both,0.79,paired,0.77,paired,n,noun,antonym,converse
buying,selling,n,both,0.85,,0.73,paired,n,verb,antonym,converse
buys,sells,n,eitherX,0.92,,,,n,verb,antonym,converse
bye,bye,n,eitherX,0.65,paired,,,y,,x-identical,
cabbage,broccoli,n,eitherY,,,0.51,,n,,co-hyponym,
cable,satellite,n,both,0.79,,0.72,,n,adj,co-hyponym,
calcium,magnesium,n,eitherX,0.53,,,,n,,co-hyponym,
calf,cow,n,eitherY,,,0.71,,n,noun,antonym,converse
calorie,fat,n,eitherX,0.6,,,,n,noun,other-related,
calories,fat,n,both,0.65,,0.65,,n,noun,other-related,
camel,donkey,n,eitherX,0.61,,,,n,,co-hyponym,
canceled,postponed,n,both,0.67,,0.5,,n,adj/verb,co-hyponym,
cancelled,postponed,n,eitherX,0.63,,,,n,,co-hyponym,
canine,human,n,eitherY,,,0.74,,n,adj,co-hyponym,
canoe,boat,n,eitherY,,,0.68,,n,noun,co-hyponym,
cans,bottles,n,both,0.77,paired,0.91,paired,n,noun,co-hyponym,
cant,can,n,eitherY,,,0.76,,n,verb,antonym,complementary
canvas,wood,n,eitherY,,,0.58,,n,,co-hyponym,
capitalism,socialism,y,eitherY,,,0.62,paired,n,noun,co-hyponym,
capitalist,communist,n,eitherX,0.58,,,,n,,co-hyponym,
capsules,tablets,n,eitherY,,,0.5,,n,,co-hyponym,
captured,killed,n,eitherY,,,0.59,,n,,co-hyponym,
carbohydrate,protein,n,both,0.67,,0.56,,n,noun,co-hyponym,
cardinal,bishop,n,eitherY,,,0.66,,n,,co-hyponym,
cared,knew,n,eitherY,,,0.59,,n,,co-hyponym,
cares,knows,n,eitherY,,,0.81,,n,,co-hyponym,
carp,salmon,n,eitherY,,,0.55,,n,,co-hyponym,
carriage,horse,n,eitherY,,,0.6,,n,noun,other-related,
carved,painted,n,both,0.54,,0.69,,n,adj/verb,co-hyponym,
carving,painting,n,eitherY,,,0.56,,n,,co-hyponym,
cash,check,n,eitherY,,,0.6,,n,,co-hyponym,
cassette,CD,n,eitherY,,,0.51,,n,,co-hyponym,
casual,formal,n,both,0.58,,0.64,,n,adj,antonym,scalar
cat,dog,n,both,0.79,paired,0.81,paired,n,noun,co-hyponym,
catch,throw,n,eitherX,0.54,,,,n,verb,antonym,converse
catcher,pitcher,n,both,0.74,paired,0.92,,n,noun,antonym,complementary
catching,throwing,n,both,0.63,,0.83,,n,verb,antonym,converse
cats,dogs,n,both,0.84,paired,0.9,paired,n,noun,co-hyponym,
caucuses,primaries,n,both,0.54,paired,0.92,paired,n,noun,co-hyponym,
cause,effect,n,eitherX,0.89,,,,n,noun,antonym,complementary
cavalry,infantry,n,both,0.72,,0.87,,n,noun,co-hyponym,
ceiling,floor,n,eitherY,,,0.51,,n,noun,antonym,complementary
ceilings,walls,n,eitherY,,,0.82,,n,noun,co-hyponym,
celestial,terrestrial,n,both,0.78,,0.77,,n,adj,co-hyponym,multiple incompatibility
cellular,wired,n,eitherY,,,0.51,,n,adj,antonym-secondary,complementary
center,left,n,eitherY,,,0.61,,n,,co-hyponym,
centrally,locally,n,eitherY,,,0.81,,n,adv,antonym,scalar
centre,left,n,eitherY,,,0.54,,n,,co-hyponym,
cents,dollars,n,eitherY,,,0.69,,n,noun,co-hyponym,
certify,deny,n,eitherX,0.58,,,,n,verb,antonym-secondary,complementary
charcoal,wood,n,eitherY,,,0.61,,n,,co-hyponym,
chassis,engine,n,eitherY,,,0.51,,n,,co-hyponym,
cheat,lie,n,eitherY,,,0.88,,n,,co-hyponym,
cheating,lying,n,eitherY,,,0.63,paired,n,,co-hyponym,
chemical,biological,n,both,0.57,,0.51,paired,n,adj,co-hyponym,
chemotherapy,surgery,n,eitherY,,,0.62,,n,noun,co-hyponym,
chicks,eggs,n,eitherY,,,0.61,,n,,other-related,
child,adult,n,both,0.74,,0.71,paired,n,noun,antonym,multiple incompatibility
chilled,frozen,n,eitherX,0.7,,,,n,,contrast-scalar,
cholesterol,fat,n,eitherY,,,0.59,,n,noun,co-hyponym,
chorus,solo,n,eitherY,,,0.67,,n,,co-hyponym,
chronic,acute,y,both,0.73,paired,0.94,paired,n,adj,antonym,complementary
chunks,whole,n,eitherY,,,0.65,,n,,nym-meronym,
cider,beer,n,eitherY,,,0.71,,n,noun,co-hyponym,
cigars,cigarettes,n,eitherY,,,0.56,,n,,co-hyponym,
circular,square,n,eitherY,,,0.53,,n,,co-hyponym,
cis,trans,n,eitherX,0.65,,,,n,adj,antonym,complementary
cit,cit,n,eitherX,0.79,paired,,,y,partial token,x-identical,
cities,towns,n,eitherY,,,0.63,paired,n,,co-hyponym,
civil,criminal,n,eitherY,,,0.66,paired,n,adj,antonym,complementary
civilian,military,y,both,0.71,paired,0.86,paired,n,adj,antonym,complementary
classical,modern,n,eitherX,0.7,,,,n,adj,antonym,scalar
clean,dirty,y,eitherX,0.65,,,,n,adj,antonym,scalar
clinics,hospitals,n,eitherY,,,0.52,,n,,co-hyponym,
clocks,watches,n,eitherY,,,0.51,,n,,co-hyponym,
clone,original,n,eitherY,,,0.54,,n,noun,antonym-secondary,complementary
close,open,y,eitherY,,,0.54,,n,verb,antonym,scalar
closed,open,y,eitherY,,,0.54,,n,adj,antonym,scalar
clouds,sun,n,eitherY,,,0.75,,n,noun,co-hyponym,
cloudy,sunny,n,both,0.76,paired,0.89,paired,n,adj,co-hyponym,
cloves,cinnamon,n,both,0.58,,0.71,,n,,co-hyponym,
coach,player,n,eitherY,,,0.63,,n,noun,co-hyponym,
coaches,players,n,eitherY,,,0.58,,n,noun,co-hyponym,
coal,gas,n,both,0.54,,0.68,,n,noun,co-hyponym,
coastal,inland,y,both,0.62,,0.72,paired,n,adj,antonym,complementary
coffee,tea,n,both,0.95,paired,0.97,paired,n,noun,co-hyponym,
cold,hot,y,both,0.53,paired,0.73,paired,n,adj,antonym,scalar
colder,warmer,n,both,0.63,paired,0.83,,n,adj,antonym,scalar
collateral,cash,n,eitherY,,,0.79,,n,,other-related,
colleague,friend,n,eitherY,,,0.52,,n,,co-hyponym,
collective,individual,n,both,0.67,,0.69,,n,adj,antonym,complementary
collectively,individually,n,both,0.74,paired,0.93,paired,n,adv,antonym,complementary
colleges,universities,n,eitherX,0.8,,,,n,,co-hyponym,
colonel,major,n,eitherY,,,0.68,,n,,co-hyponym,
column,row,n,eitherY,,,0.84,paired,n,noun,antonym,complementary
columns,rows,n,both,0.52,paired,0.83,paired,n,noun,antonym,complementary
come,go,y,eitherX,0.72,,,,n,verb,antonym,complementary
comedian,actor,n,eitherY,,,0.64,,n,noun,co-hyponym,
comedians,actors,n,eitherY,,,0.56,,n,,co-hyponym,
comedic,serious,n,eitherY,,,0.69,,n,adj,antonym,scalar
comedy,drama,n,eitherY,,,0.63,,n,noun,co-hyponym,
comes,goes,n,eitherX,0.58,,,,n,verb,antonym,complementary
comet,asteroid,n,both,0.5,paired,0.74,paired,n,noun,co-hyponym,
common,rare,n,eitherY,,,0.58,paired,n,adj,antonym,scalar
communism,capitalism,n,both,0.67,,0.63,,n,noun,co-hyponym,
companies,individuals,n,eitherY,,,0.69,,n,noun,contrast-group-individual ,
company,individual,n,eitherY,,,0.64,,n,noun,contrast-group-individual ,
complete,incomplete,y,both,0.92,,0.54,,n,adj,antonym,complementary
completed,incomplete,n,eitherX,0.61,,,,n,adj,antonym,scalar
completely,partially,n,both,0.67,,0.8,,n,adv,antonym,scalar
