Seed,Mask,InWordNet,Cxn,ProbX,HasPairX,ProbY,HasPairY,WordsMatch,POS,NymType,AntonymType
afflicted,healthy,n,whetherY,,,0.72,,n,adj,antonym,scalar
affluent,poor,n,both,0.65,,0.92,,n,adj/noun,antonym-secondary,scalar
afore,after,n,whetherX,0.69,,,,n,adj/adv,antonym-temporal,converse
aft,fore,y,whetherY,,,0.99,,n,adj,antonym,complementary
after,before,n,both,0.84,paired,0.95,,n,adj/adv,antonym-temporal,complementary
afternoon,morning,n,whetherY,,,0.95,,n,noun,co-hyponym-temporal,
afterward,before,n,both,0.69,,0.89,,n,adv,antonym-temporal,complementary
afterwards,before,n,both,0.61,,0.78,,n,adv,antonym-temporal,complementary
against,for,n,both,0.77,paired,0.99,paired,n,adv,antonym,complementary
aged,young,y,whetherY,,,0.78,,n,adj,antonym,scalar
aggressive,passive,n,whetherY,,,0.57,,n,adj,antonym,scalar
agility,speed,n,whetherY,,,0.67,,n,noun,co-hyponym,
agree,disagree,y,both,0.95,paired,0.72,paired,n,verb,antonym,complementary
agrees,disagrees,n,whetherX,0.74,,,,n,verb,antonym,complementary
ahead,behind,n,whetherX,0.77,,,,n,adv,antonym,complementary
airborne,terrestrial,n,whetherY,,,0.56,,n,adj,co-hyponym,complementary
album,single,n,whetherY,,,0.76,,n,noun,antonym,meronym
albums,singles,n,whetherY,,,0.79,,n,noun,antonym,meronym
aliens,humans,n,whetherY,,,0.63,,n,noun,co-hyponym,
alike,different,n,whetherX,0.62,,,,n,adj,antonym,complementary
alive,dead,y,both,0.91,paired,0.99,paired,n,adj,antonym,complementary
allegation,fact,n,whetherY,,,0.57,,n,noun,opposition-indirect,
alley,street,n,whetherY,,,0.68,,n,noun,co-hyponym,
ally,foe,n,both,0.66,,0.53,,n,noun,antonym,complementary
alone,together,n,whetherY,,,0.54,,n,adv,antonym,complementary
alpha,beta,n,both,0.75,,0.92,paired,n,adj,co-hyponym,
altogether,partially,n,whetherY,,,0.56,,n,adv,antonym,scalar
aluminium,steel,n,whetherY,,,0.58,,n,noun,co-hyponym,
aluminum,steel,n,whetherY,,,0.73,,n,noun,co-hyponym,
amateur,professional,y,both,0.85,,0.8,,n,noun,antonym,complementary
ammonia,water,n,whetherY,,,0.55,,n,noun,co-hyponym,
ample,insufficient,n,whetherX,0.53,,,,n,adj,antonym-secondary,complementary
analog,digital,n,both,0.78,,0.94,,n,adj,antonym,complementary
analogue,digital,y,both,0.7,,0.94,,n,adj,antonym,complementary
ancient,modern,n,both,0.64,,0.65,,n,adj,antonym,complementary
animal,human,n,both,0.74,,0.83,,n,noun,nym-hyponym,conceptual contrast
animals,humans,n,whetherY,,,0.53,,n,noun,co-hyponym,
anniversary,birthday,n,whetherY,,,0.53,,n,noun,co-hyponym,
annually,monthly,n,whetherY,,,0.54,,n,adv,co-hyponym-temporal,
anonymously,publicly,n,whetherY,,,0.53,,n,adv,antonym,complementary
another,one,n,whetherY,,,0.78,,n,other/det,co-hyponym-numeric,
answer,question,y,whetherY,,,0.73,,n,noun/verb,antonym,complementary
answered,asked,n,whetherY,,,0.81,,n,verb,antonym,complementary
answering,asking,n,whetherY,,,0.52,,n,verb,antonym,complementary
answers,questions,n,whetherY,,,0.89,,n,noun,antonym,complementary
antagonist,protagonist,n,whetherY,,,0.63,paired,n,noun,antonym,complementary
anterior,posterior,y,both,0.95,paired,0.71,paired,n,adj,antonym,complementary
anti,pro,y,both,0.87,,0.98,,n,adj,antonym,complementary
antique,modern,n,both,0.55,,0.57,,n,adj,antonym,complementary
anxiety,depression,n,whetherX,0.59,,,,n,noun,co-hyponym,
apart,together,n,both,0.61,,0.93,,n,adv,antonym-secondary,complementary
apartment,house,n,whetherY,,,0.62,,n,noun,co-hyponym,
apartments,houses,n,whetherY,,,0.67,,n,noun,co-hyponym,
ape,human,n,both,0.56,,0.66,,n,noun,co-hyponym,
apes,humans,n,whetherY,,,0.57,,n,noun,co-hyponym,
appellant,defendant,n,whetherX,0.62,,,,n,noun,co-hyponym,
appellate,trial,n,whetherY,,,0.57,,n,adj,co-hyponym,
appointed,elected,n,both,0.82,,0.97,,n,adj/verb,antonym,complementary
approve,disapprove,y,whetherX,0.75,,,,n,verb,antonym,complementary
aquatic,terrestrial,n,both,0.84,,0.8,,n,adj,co-hyponym,multiple incompatibility
archaic,modern,n,both,0.57,,0.6,,n,adj,antonym-secondary,complementary
armed,unarmed,y,both,0.64,paired,0.76,paired,n,adj,antonym,complementary
around,in,n,whetherY,,,0.62,,n,other/preposition,co-hyponym,
arrival,departure,n,whetherX,0.75,,,,n,noun,antonym,reversive
arrivals,departures,n,both,0.9,,0.77,,n,noun,antonym,reversive
arteries,veins,n,whetherY,,,0.68,,n,noun,antonym,complementary
artery,vein,n,whetherY,,,0.56,,n,noun,antonym,complementary
articles,books,n,whetherY,,,0.65,,n,noun,co-hyponym,
artificial,natural,y,both,0.62,,0.84,,n,adj,antonym,complementary
artificially,naturally,y,whetherY,,,0.79,,n,adv,antonym,complementary
artisan,professional,n,whetherY,,,0.51,,n,adj,co-hyponym,
ascending,descending,y,both,0.97,paired,0.81,paired,n,adj/verb,antonym,complementary
ascent,descent,y,both,0.91,,0.69,,n,noun,antonym,complementary
ashore,underwater,n,whetherY,,,0.51,,n,adv,antonym,complementary
asleep,awake,y,both,0.85,paired,0.97,paired,n,adj,antonym,complementary
assailant,victim,n,both,0.74,,0.87,,n,noun,antonym,complementary
assembling,alone,n,whetherY,,,0.53,,n,adj/adv,opposition-indirect,complementary
asset,liability,y,whetherX,0.54,,,,n,noun,antonym,complementary
assets,liabilities,n,whetherX,0.88,,,,n,noun,antonym,complementary
assisted,alone,n,whetherY,,,0.67,,n,adj/adv,antonym-secondary,complementary
assists,goals,n,whetherY,,,0.88,,n,noun,co-hyponym,complementary
assortment,single,n,whetherY,,,0.55,,n,noun,contrast-group-individual ,complementary
asteroid,comet,n,both,0.65,,0.64,paired,n,noun,co-hyponym,
asteroids,planets,n,whetherY,,,0.67,,n,noun,co-hyponym,
atmospheric,terrestrial,n,both,0.51,,0.64,,n,adj,co-hyponym,multiple incompatibility
atop,below,n,both,0.66,,0.67,,n,adv,antonym-secondary,complementary
attacker,victim,n,both,0.87,,0.93,,n,noun,antonym,complementary
attackers,victims,n,whetherY,,,0.54,,n,noun,antonym,complementary
attacking,defending,n,whetherX,0.53,paired,,,n,adj/verb,antonym,complementary
attic,basement,n,both,0.56,,0.65,,n,noun,antonym,complementary
audio,video,n,whetherX,0.6,,,,n,adj,co-hyponym,
auditory,visual,n,both,0.65,,0.79,,n,adj,co-hyponym,
augmented,real,n,whetherY,,,0.81,,n,adj,antonym,scalar
automated,manual,n,whetherY,,,0.52,,n,adj,antonym,scalar
automatic,manual,y,both,0.77,,0.95,,n,adj,antonym,scalar
autumn,winter,n,whetherX,0.51,,,,n,noun,co-hyponym,multiple incompatibility
autumn,summer,n,whetherY,,,0.56,,n,noun,co-hyponym,multiple incompatibility
avenue,street,n,whetherY,,,0.51,,n,noun,co-hyponym,
aversion,attraction,n,whetherY,,,0.52,,n,noun,antonym,scalar
awake,asleep,y,both,0.77,paired,0.78,paired,n,adj,antonym,complementary
away,home,y,whetherY,,,0.58,,n,adj/adv,antonym,complementary
awoke,slept,n,whetherY,,,0.54,,n,verb,antonym,complementary
bachelor,married,n,whetherY,,,0.7,,n,adj,antonym,complementary
backend,front,n,whetherY,,,0.7,,n,adj/noun,antonym-secondary,complementary
backward,forward,y,both,0.79,,0.95,,n,adj/adv,antonym,complementary
backwards,forwards,n,both,0.91,,0.78,,n,adj/adv,antonym,complementary
bacterial,viral,n,whetherY,,,0.67,,n,adj,co-hyponym,
bad,good,y,both,0.71,paired,1,paired,n,adj,antonym,scalar
badly,well,y,whetherY,,,0.59,,n,adv,antonym,scalar
baking,cooking,n,whetherY,,,0.52,,n,verb,co-hyponym,
balances,checks,n,whetherY,,,0.99,,n,noun,other-conventional,
bar,restaurant,n,whetherY,,,0.58,,n,noun,co-hyponym,
barley,wheat,n,both,0.74,paired,0.9,paired,n,noun,co-hyponym,
barren,fertile,n,both,0.55,,0.88,,n,adj,antonym,complementary
bat,ball,n,whetherY,,,0.54,,n,noun,co-hyponym,
bathroom,bedroom,n,whetherY,,,0.54,,n,noun,co-hyponym,
baths,showers,n,both,0.51,,0.76,,n,noun,co-hyponym,
batter,pitcher,n,whetherY,,,0.71,,n,noun,antonym,complementary
battered,bruised,n,whetherX,0.6,,,,n,verb,co-hyponym,
batters,pitchers,n,both,0.51,,0.8,,n,noun,antonym,complementary
batting,pitching,n,whetherY,,,0.9,paired,n,verb,antonym,complementary
beans,rice,n,whetherY,,,0.65,,n,noun,co-hyponym,
beast,man,n,whetherY,,,0.91,,n,noun,co-hyponym,
beer,wine,n,both,0.53,paired,0.77,paired,n,noun,co-hyponym,
before,after,n,whetherX,0.79,paired,,,n,adv,antonym-temporal,complementary
began,ended,n,whetherX,0.56,,,,n,verb,antonym,complementary
begin,end,y,whetherX,0.67,,,,n,verb,antonym,complementary
beginning,end,n,both,0.51,,0.6,paired,n,noun,antonym,complementary
begins,ends,n,both,0.85,,0.6,,n,verb,antonym,complementary
behind,ahead,n,whetherY,,,0.76,,n,adv/preposition,antonym,complementary
believer,atheist,n,whetherY,,,0.61,,n,noun,antonym,complementary
believers,skeptics,n,both,0.66,paired,0.8,paired,n,noun,antonym,complementary
below,above,y,both,0.85,paired,0.97,,n,adj/adv,antonym,complementary
bench,starting,n,whetherY,,,0.51,,n,adj,antonym-secondary,complementary
bend,straight,n,whetherY,,,0.7,,n,noun,antonym,complementary
bends,straight,n,whetherY,,,0.68,,n,adj/noun,antonym,complementary
beneath,above,n,both,0.89,,0.94,,n,adj/adv,antonym,complementary
bent,straight,n,whetherY,,,0.76,,n,adj,antonym,complementary
best,worst,y,whetherX,0.51,,,,n,adj,antonym,scalar
beta,alpha,n,whetherY,,,0.92,paired,n,adj,co-hyponym,
better,worse,y,both,0.93,paired,0.54,paired,n,adj,antonym,scalar
beverage,food,n,both,0.55,,0.98,,n,noun,antonym,complementary
beverages,food,n,whetherY,,,0.85,,n,noun,antonym,complementary
bi,gay,n,whetherY,,,0.63,,n,adj,co-hyponym,
big,small,y,both,0.86,,0.77,paired,n,adj,antonym,scalar
bigger,smaller,n,both,0.79,,0.81,,n,adj,antonym,scalar
biggest,smallest,n,whetherY,,,0.57,,n,adj,antonym,scalar
bikes,cars,n,whetherY,,,0.73,,n,noun,co-hyponym,
billions,millions,n,whetherY,,,0.8,,n,noun,co-hyponym-numeric,
births,deaths,n,whetherX,0.69,,,,n,noun,antonym,complementary
bits,bytes,n,whetherY,,,0.58,,n,noun,co-hyponym,
black,white,y,both,0.87,paired,0.97,paired,n,adj,antonym,complementary
blacks,whites,n,both,0.86,paired,0.95,paired,n,noun,antonym,complementary
blah,blah,n,both,0.56,paired,0.61,paired,y,adj,x-identical,
bless,curse,y,both,0.85,,0.59,,n,verb,antonym,complementary
blessing,curse,n,both,0.85,paired,0.73,paired,n,noun,antonym,complementary
blessings,curses,n,both,0.59,,0.69,,n,noun,antonym,complementary
blind,deaf,n,whetherY,,,0.56,,n,adj,co-hyponym,
blowing,raining,n,whetherY,,,0.55,,n,verb,co-hyponym,
bluntly,subtly,n,whetherY,,,0.51,,n,adv,antonym-secondary,scalar
boats,cars,n,whetherY,,,0.54,,n,noun,co-hyponym,
body,mind,n,whetherY,,,0.58,paired,n,noun,antonym,complementary
boiled,frozen,n,both,0.57,,0.51,,n,verb,co-hyponym,
bolts,screws,n,whetherY,,,0.72,,n,noun,co-hyponym,
bombings,shootings,n,whetherY,,,0.72,,n,noun,co-hyponym,
bonds,stocks,n,whetherY,,,0.69,paired,n,noun,co-hyponym,
bonus,salary,n,both,0.51,,0.61,,n,noun,co-hyponym,
boom,bust,n,both,0.98,,0.65,paired,n,noun,antonym,complementary
boon,curse,n,both,0.56,,0.68,,n,noun,antonym,complementary
borough,city,n,whetherY,,,0.68,,n,noun,co-hyponym,
bot,human,n,whetherY,,,0.76,,n,noun,co-hyponym,
bottled,canned,n,whetherY,,,0.59,paired,n,noun,co-hyponym,
bottles,cans,n,both,0.7,paired,0.81,paired,n,noun,co-hyponym,
bottom,top,y,both,0.67,paired,0.96,paired,n,adj,antonym,scalar
bourgeoisie,proletariat,n,whetherY,,,0.69,,n,noun,antonym,complementary
bout,exhibition,n,whetherY,,,0.6,,n,noun,nym-hyponym,
bows,arrows,n,whetherX,0.6,,,,n,noun,co-hyponym,
boy,girl,y,both,0.92,paired,0.96,paired,n,noun,antonym,complementary
boyfriend,girlfriend,n,both,0.94,paired,0.76,paired,n,noun,antonym,complementary
boys,girls,n,both,0.9,paired,0.77,paired,n,noun,antonym,complementary
braking,accelerating,n,whetherY,,,0.77,,n,verb,antonym,scalar
break,make,y,whetherY,,,0.92,,n,verb,antonym,complementary
breakfast,dinner,n,both,0.67,,0.62,,n,noun,co-hyponym,
breakup,marriage,n,whetherY,,,0.52,,n,noun,antonym-secondary,complementary
bred,natural,n,whetherY,,,0.57,,n,adj,antonym-secondary,scalar
bride,groom,n,both,0.87,paired,0.94,paired,n,noun,antonym,complementary
brief,long,n,whetherY,,,0.58,,n,adj,antonym,scalar
brightest,best,n,whetherY,,,0.72,,n,adj,other-conventional,
brightness,color,n,whetherY,,,0.51,,n,noun,co-hyponym,
broad,narrow,n,whetherX,0.55,,,,n,adj,antonym,scalar
broader,narrower,n,whetherX,0.69,,,,n,adj,antonym,scalar
broadly,specifically,n,both,0.54,,0.59,,n,adv,antonym,scalar
brother,sister,y,whetherX,0.74,,,,n,noun,antonym,complementary
brunch,dinner,n,both,0.76,,0.7,,n,noun,co-hyponym,
bug,feature,n,whetherY,,,0.63,,n,noun,antonym,converse
bulky,light,n,whetherY,,,0.55,,n,adj,antonym-secondary,scalar
bunch,single,n,whetherY,,,0.5,,n,noun,contrast-group-individual ,complementary
bundle,single,n,whetherY,,,0.86,,n,noun,contrast-group-individual ,
bundles,singles,n,whetherY,,,0.64,,n,noun,contrast-group-individual ,
burglary,theft,n,whetherX,0.54,,,,n,noun,co-hyponym,
bushes,trees,n,both,0.74,,0.68,,n,noun,co-hyponym,
businesses,individuals,n,whetherY,,,0.64,,n,noun,contrast-group-individual ,
bust,boom,n,whetherY,,,0.95,paired,n,noun,antonym,complementary
buy,sell,y,whetherX,0.87,,,,n,verb,antonym,converse
buyer,seller,n,both,0.92,paired,0.92,paired,n,noun,antonym,converse
buyers,sellers,n,both,0.6,paired,0.66,paired,n,noun,antonym,converse
buying,selling,n,whetherX,0.89,paired,,,n,verb,antonym,converse
buying,renting,n,whetherY,,,0.52,,n,verb,antonym-secondary,complementary
buys,sells,n,both,0.95,,0.55,paired,n,verb,antonym,converse
cable,satellite,n,whetherY,,,0.55,,n,adj,co-hyponym,
calorie,fat,n,whetherY,,,0.63,,n,noun,other-related,
calories,fat,n,both,0.51,,0.66,,n,noun,other-related,
canceled,postponed,n,whetherX,0.52,,,,n,adj/verb,co-hyponym,
canine,human,n,both,0.6,,0.9,,n,adj,co-hyponym,
canned,bottled,n,whetherY,,,0.57,paired,n,adj,co-hyponym,
canoe,boat,n,whetherY,,,0.59,,n,noun,co-hyponym,
cans,bottles,n,both,0.64,paired,0.92,paired,n,noun,co-hyponym,
cant,can,n,whetherY,,,0.83,,n,verb,antonym,complementary
capitalism,socialism,y,whetherY,,,0.56,paired,n,noun,co-hyponym,
capitalist,socialist,n,whetherY,,,0.55,paired,n,adj,co-hyponym,
capped,unlimited,n,whetherY,,,0.58,,n,adj,antonym,complementary
captive,free,n,whetherY,,,0.64,,n,adj,antonym,complementary
carbohydrate,protein,n,both,0.7,,0.68,,n,noun,co-hyponym,
cargo,passenger,n,both,0.56,,0.66,,n,noun,co-hyponym,
carriage,horse,n,whetherY,,,0.51,,n,noun,other-related,
carrot,stick,n,whetherY,,,0.62,,n,noun,other-conventional,
carved,painted,n,whetherY,,,0.53,,n,adj/verb,co-hyponym,
casual,formal,n,whetherY,,,0.59,,n,adj,antonym,scalar
cat,dog,n,both,0.58,paired,0.74,paired,n,noun,co-hyponym,
catch,throw,n,whetherY,,,0.5,,n,verb,antonym,converse
catcher,pitcher,n,both,0.69,,0.9,,n,noun,antonym,complementary
catching,throwing,n,whetherY,,,0.82,,n,verb,antonym,converse
cats,dogs,n,both,0.75,paired,0.9,paired,n,noun,co-hyponym,
caucuses,primaries,n,whetherY,,,0.85,paired,n,noun,co-hyponym,
causation,correlation,n,whetherY,,,0.63,paired,n,noun,contrast-conceptual,
cause,effect,n,whetherX,0.71,paired,,,n,noun,antonym,complementary
cavalry,infantry,n,both,0.58,,0.86,,n,noun,co-hyponym,
ceiling,floor,n,both,0.52,,0.67,,n,noun,antonym,complementary
ceilings,walls,n,whetherY,,,0.75,,n,noun,co-hyponym,
celestial,terrestrial,n,both,0.77,,0.63,,n,adj,co-hyponym,multiple incompatibility
centralized,decentralized,y,both,0.51,,0.54,paired,n,adj/verb,antonym,complementary
centrally,locally,n,whetherY,,,0.81,,n,adv,antonym,scalar
cents,dollars,n,both,0.52,,0.69,,n,noun,co-hyponym,
centuries,decades,n,whetherX,0.5,,,,n,noun,co-hyponym-temporal,
chasing,leading,n,whetherY,,,0.52,,n,verb,antonym,complementary
cheap,expensive,y,whetherX,0.54,,,,n,adj,antonym,scalar
chemical,biological,n,whetherY,,,0.52,,n,adj,co-hyponym,
chemotherapy,surgery,n,whetherY,,,0.58,,n,noun,co-hyponym,
child,adult,n,both,0.73,,0.81,paired,n,noun,antonym,multiple incompatibility
children,adults,n,both,0.64,paired,0.63,paired,n,noun,antonym,multiple incompatibility
chilly,hot,n,whetherY,,,0.53,,n,adj,antonym-secondary,scalar
cholesterol,fat,n,whetherY,,,0.65,,n,noun,co-hyponym,
chopped,whole,n,whetherY,,,0.64,,n,adj,antonym-secondary,reversive
chronic,acute,y,both,0.78,paired,0.97,paired,n,adj,antonym,complementary
cider,beer,n,whetherY,,,0.75,,n,noun,co-hyponym,
cis,trans,n,both,0.63,,0.55,paired,n,adj,antonym,complementary
civil,criminal,n,whetherY,,,0.62,paired,n,adj,antonym,complementary
civilian,military,y,both,0.79,,0.8,paired,n,adj,antonym,complementary
class,race,n,whetherY,,,0.63,,n,noun,co-hyponym,
classical,modern,n,whetherY,,,0.51,,n,adj,antonym,scalar
clean,dirty,y,both,0.58,paired,0.72,paired,n,adj,antonym,scalar
clone,original,n,whetherY,,,0.65,,n,noun,antonym-secondary,complementary
closed,open,y,whetherY,,,0.9,paired,n,adj,antonym,scalar
closes,opens,n,whetherY,,,0.71,,n,verb,antonym,scalar
closing,opening,y,whetherY,,,0.54,,n,verb,antonym,scalar
clouds,sun,n,whetherY,,,0.59,,n,noun,co-hyponym,
cloudy,sunny,n,both,0.67,paired,0.87,paired,n,adj,co-hyponym,
club,individual,n,whetherY,,,0.54,,n,noun,contrast-group-individual ,
clubs,individuals,n,whetherY,,,0.61,,n,noun,contrast-group-individual ,
coach,player,n,both,0.57,,0.86,,n,noun,co-hyponym,
coaches,players,n,whetherY,,,0.74,,n,noun,co-hyponym,
coaching,playing,n,whetherY,,,0.59,,n,verb,co-hyponym,
coal,gas,n,whetherY,,,0.55,,n,noun,co-hyponym,
coastal,inland,y,both,0.7,,0.81,paired,n,adj,antonym,complementary
coerced,voluntary,n,whetherY,,,0.76,,n,adj/verb,antonym-secondary,scalar
coercive,voluntary,n,whetherY,,,0.6,,n,adj,antonym-secondary,scalar
coffee,tea,n,both,0.8,paired,0.84,paired,n,noun,co-hyponym,
cold,hot,y,both,0.52,paired,0.88,paired,n,adj,antonym,scalar
colder,warmer,n,both,0.69,paired,0.8,paired,n,adj,antonym,scalar
colleagues,friends,n,whetherY,,,0.51,,n,noun,co-hyponym,
collective,individual,n,both,0.79,,0.78,,n,adj,antonym,complementary
collectively,individually,n,both,0.79,paired,0.92,paired,n,adv,antonym,complementary
collisions,accidents,n,whetherY,,,0.54,,n,noun,nym-hyponym,
colored,white,n,whetherY,,,0.93,,n,adj,co-hyponym,
combo,single,n,whetherY,,,0.52,,n,adj/noun,contrast-group-individual ,
come,go,y,whetherX,0.57,,,,n,verb,antonym,complementary
comedian,actor,n,whetherY,,,0.55,,n,noun,co-hyponym,
comedic,serious,n,whetherY,,,0.76,,n,adj,antonym,scalar
comedy,drama,n,whetherY,,,0.6,,n,noun,co-hyponym,
comes,goes,n,whetherX,0.56,,,,n,verb,antonym,complementary
comet,asteroid,n,whetherY,,,0.65,paired,n,noun,co-hyponym,
coming,going,n,whetherX,0.59,,,,n,verb,antonym,complementary
communism,capitalism,n,both,0.79,,0.77,,n,noun,co-hyponym,
communist,capitalist,n,whetherY,,,0.54,,n,adj/noun,co-hyponym,
communities,individuals,n,whetherY,,,0.52,,n,noun,contrast-group-individual ,
companies,individuals,n,both,0.52,,0.8,,n,noun,contrast-group-individual ,
company,individual,n,whetherY,,,0.81,,n,noun,contrast-group-individual ,
complete,incomplete,y,whetherX,0.87,,,,n,adj,antonym,complementary
complete,partial,n,whetherY,,,0.65,,n,adj,antonym,complementary
completely,partially,n,whetherY,,,0.73,,n,adv,antonym,scalar
completes,incomplete,n,whetherX,0.6,,,,n,adj,antonym,complementary
complex,simple,y,both,0.67,paired,0.85,paired,n,adj,antonym,scalar
complicated,simple,n,whetherY,,,0.73,,n,adj,antonym,scalar
complicit,innocent,n,whetherY,,,0.63,,n,adj,antonym,complementary
compulsion,choice,n,whetherY,,,0.62,,n,noun,antonym-secondary,complementary
compulsory,optional,n,whetherX,0.53,,,,n,adj,antonym,complementary
con,pro,y,whetherY,,,1,,n,noun,antonym,complementary
condo,apartment,n,whetherX,0.51,,,,n,noun,co-hyponym,
confidential,public,n,whetherY,,,0.52,,n,adj,antonym,scalar
confirm,deny,n,both,0.96,,0.53,paired,n,verb,antonym,complementary
conglomerate,individual,n,both,0.62,,0.73,,n,noun,contrast-group-individual ,
congregation,individual,n,both,0.64,,0.72,,n,noun,contrast-group-individual ,complementary
conjecture,fact,n,whetherY,,,0.56,,n,noun,antonym,complementary
cons,pros,n,whetherY,,,0.99,paired,n,noun,antonym,complementary
consciously,unconsciously,y,whetherY,,,0.57,paired,n,adv,antonym,complementary
consequential,incidental,n,whetherY,,,0.54,,n,adj,antonym,scalar
conservatism,liberalism,n,both,0.6,paired,0.88,paired,n,noun,antonym,scalar
conservative,liberal,y,both,0.81,paired,0.94,paired,n,noun,antonym,scalar
conservatives,liberals,n,both,0.73,paired,0.85,paired,n,noun,antonym,scalar
consisting,whole,n,whetherY,,,0.6,,n,adj/verb,x-odd,
console,PC,n,both,0.51,,0.75,,n,noun,co-hyponym,
constant,variable,n,whetherX,0.55,,,,n,adj,antonym,complementary
constructed,natural,n,whetherY,,,0.81,,n,adj,antonym-secondary,scalar
consulate,embassy,n,both,0.66,,0.68,,n,noun,co-hyponym,
contemporary,historical,n,whetherY,,,0.53,,n,adj,antonym,complementary
contra,pro,n,whetherY,,,0.85,,n,adv,antonym-secondary,complementary
contraction,expansion,y,whetherY,,,0.61,,n,noun,antonym,scalar
contractors,employees,n,whetherY,,,0.75,,n,noun,co-hyponym,
convicted,acquitted,n,whetherX,0.68,paired,,,n,verb,antonym,complementary
cooked,raw,y,whetherY,,,0.9,paired,n,adj,antonym,scalar
cooled,heated,n,both,0.55,,0.66,,n,adj/verb,antonym,scalar
cooler,warmer,n,both,0.6,,0.7,,n,adj,antonym,scalar
cooling,heating,n,both,0.77,paired,0.95,paired,n,adj/verb,antonym,scalar
coordinator,coach,n,whetherY,,,0.68,,n,noun,co-hyponym,
copies,originals,n,whetherY,,,0.59,paired,n,noun,antonym,complementary
