Seed,Mask,InWordNet,Cxn,ProbX,HasPairX,ProbY,HasPairY,WordsMatch,POS,NymType,AntonymType
bad,good,y,ratherY,,,0.65,,n,adj,antonym,scalar
baking,cooking,n,ratherY,,,0.51,,n,verb,co-hyponym,
barley,wheat,n,both-rather,0.84,paired,0.8,paired,n,noun,co-hyponym,
bath,shower,n,ratherX,0.71,,,,n,,co-hyponym,
bathrooms,showers,n,ratherY,,,0.54,,n,,co-hyponym,
baths,showers,n,both-rather,0.84,,0.84,paired,n,noun,co-hyponym,
batters,pitchers,n,ratherX,0.69,,,,n,noun,antonym,complementary
batting,bowling,n,ratherY,,,0.55,,n,verb,antonym,complementary
beard,mustache,n,ratherX,0.59,,,,n,,co-hyponym,
beef,pork,n,both-rather,0.65,paired,0.54,paired,n,,co-hyponym,
beer,wine,n,both-rather,0.52,paired,0.57,,n,noun,co-hyponym,
before,after,n,ratherX,0.88,paired,,,n,adv,antonym-temporal,complementary
began,ended,n,ratherX,0.61,,,,n,verb,antonym,complementary
begin,end,y,ratherX,0.71,,,,n,verb,antonym,complementary
beginner,intermediate,n,ratherY,,,0.72,,n,,co-hyponym,
beginning,end,n,ratherX,0.52,,,,n,noun,antonym,complementary
beginning,ending,y,ratherY,,,0.58,,n,noun,antonym,complementary
begins,ends,n,both-rather,0.81,,0.73,,n,verb,antonym,complementary
behind,ahead,n,both-rather,0.82,paired,0.89,,n,other/preposition/adv,antonym,complementary
beloved,feared,n,ratherX,0.53,,,,n,,opposition-indirect,
below,above,y,both-rather,0.93,paired,0.93,paired,n,adj/adv,antonym,complementary
beneath,above,n,both-rather,0.89,,0.9,,n,adj/adv,antonym,complementary
bent,straight,n,ratherX,0.53,,,,n,adj,antonym,complementary
besides,but,n,ratherY,,,0.52,,n,,x-odd,
beta,alpha,n,ratherX,0.64,paired,,,n,adj,co-hyponym,
better,worse,y,ratherX,0.63,paired,,,n,adj,antonym,scalar
beverage,food,n,ratherY,,,0.67,,n,noun,antonym,complementary
bigger,smaller,n,both-rather,0.71,,0.72,,n,adj,antonym,scalar
biking,driving,n,ratherX,0.51,,,,n,,co-hyponym,
biking,walking,n,ratherY,,,0.53,,n,,co-hyponym,
billions,trillions,n,ratherX,0.65,paired,,,n,,co-hyponym-numeric,
birth,death,y,ratherX,0.6,,,,n,noun,antonym,complementary
births,deaths,n,both-rather,0.85,,0.72,,n,noun,antonym,complementary
bits,bytes,n,both-rather,0.67,,0.52,,n,noun,co-hyponym,
blacks,whites,n,ratherX,0.81,paired,,,n,noun,antonym,complementary
blatant,subtle,n,ratherX,0.61,,,,n,adj,antonym-secondary,scalar
blatantly,subtly,n,ratherY,,,0.56,,n,adv,antonym-secondary,scalar
bolts,screws,n,ratherY,,,0.64,,n,noun,co-hyponym,
bombings,shootings,n,ratherY,,,0.53,,n,noun,co-hyponym,
borough,city,n,both-rather,0.64,,0.53,,n,noun,co-hyponym,
borrowers,lenders,n,ratherY,,,0.61,,n,noun,antonym,converse
both,or,n,ratherY,,,0.7,,n,,co-hyponym,
bots,humans,n,ratherX,0.53,,,,n,,co-hyponym,
bottled,canned,n,ratherY,,,0.57,,n,noun,co-hyponym,
bottles,cans,n,both-rather,0.61,paired,0.58,paired,n,noun,co-hyponym,
bottom,top,y,ratherX,0.59,paired,,,n,adj,antonym,scalar
boys,girls,n,ratherX,0.6,paired,,,n,noun,antonym,complementary
breadth,depth,n,ratherX,0.66,,,,n,noun,antonym,complementary
break,bend,n,ratherY,,,0.64,,n,,co-hyponym,
brewed,distilled,n,both-rather,0.53,,0.61,,n,,co-hyponym,
brewer,brewer,n,ratherY,,,0.5,paired,y,,x-identical,
brightly,quietly,n,ratherY,,,0.51,,n,,opposition-indirect,
brightness,color,n,ratherY,,,0.52,,n,noun,co-hyponym,
broadband,DSL,n,ratherX,0.54,,,,n,,co-hyponym,
bullish,neutral,n,ratherY,,,0.8,,n,,co-hyponym,
bushes,trees,n,both-rather,0.72,,0.67,,n,noun,co-hyponym,
bust,boom,n,ratherY,,,0.69,,n,noun,antonym,complementary
buyer,seller,n,both-rather,0.53,paired,0.87,paired,n,noun,antonym,converse
buyers,sellers,n,both-rather,0.5,paired,0.71,paired,n,noun,antonym,converse
buying,renting,n,ratherY,,,0.55,,n,verb,antonym-secondary,complementary
buys,sells,n,ratherX,0.73,,,,n,verb,antonym,converse
by,by,n,ratherX,0.58,paired,,,y,,x-identical,
cable,satellite,n,both-rather,0.72,,0.59,,n,adj,co-hyponym,
calcium,magnesium,n,ratherY,,,0.62,,n,,co-hyponym,
call,text,n,ratherX,0.53,,,,n,,co-hyponym,
calling,texting,n,ratherY,,,0.69,,n,,co-hyponym,
calories,fat,n,ratherX,0.51,,,,n,noun,opposition-indirect,
canceled,postponed,n,ratherY,,,0.69,,n,adj/verb,co-hyponym,
cancelled,postponed,n,ratherY,,,0.58,,n,,co-hyponym,
canned,bottled,n,ratherX,0.73,,,,n,adj,co-hyponym,
cans,bottles,n,both-rather,0.82,paired,0.79,paired,n,noun,co-hyponym,
capitalism,socialism,y,both-rather,0.54,paired,0.64,,n,noun,co-hyponym,
capitalist,socialist,n,ratherX,0.62,,,,n,adj,co-hyponym,
carbohydrate,protein,n,both-rather,0.55,,0.51,,n,noun,co-hyponym,
casual,formal,n,ratherX,0.52,,,,n,adj,antonym,scalar
cat,dog,n,ratherX,0.58,,,,n,noun,co-hyponym,
catching,throwing,n,both-rather,0.68,,0.53,,n,verb,antonym,converse
cats,dogs,n,both-rather,0.69,paired,0.7,paired,n,noun,co-hyponym,
caucuses,primaries,n,both-rather,0.56,paired,0.62,,n,noun,co-hyponym,
causation,correlation,n,ratherY,,,0.75,,n,noun,contrast-conceptual,
cause,effect,n,both-rather,0.85,paired,0.73,paired,n,noun,antonym,complementary
cavalry,infantry,n,both-rather,0.82,,0.73,,n,noun,co-hyponym,
celestial,terrestrial,n,both-rather,0.74,,0.53,,n,adj,antonym,multiple incompatibility
cents,dollars,n,ratherX,0.65,,,,n,noun,co-hyponym,
centuries,decades,n,both-rather,0.62,,0.61,,n,noun,co-hyponym,
challenges,opportunities,n,ratherY,,,0.7,,n,noun,antonym-secondary,complementary
chaos,order,n,ratherX,0.76,,,,n,noun,antonym,scalar
char,int,n,ratherX,0.51,,,,n,,co-hyponym,
cheapest,cheapest,n,ratherY,,,0.56,paired,y,,x-identical,
chew,swallow,n,ratherX,0.52,paired,,,n,,co-hyponym,
children,adults,n,ratherX,0.57,paired,,,n,noun,antonym,multiple incompatibility
chilled,frozen,n,both-rather,0.52,,0.52,,n,,contrast-scalar,
chronic,acute,y,both-rather,0.92,paired,0.6,paired,n,adj,antonym,complementary
cigars,cigarettes,n,ratherX,0.53,,,,n,,co-hyponym,
circle,square,n,ratherX,0.51,,,,n,,co-hyponym,
civilian,military,y,ratherX,0.58,,,,n,adj,antonym,complementary
classical,modern,n,ratherX,0.52,,,,n,adj,antonym,scalar
clinic,hospital,n,ratherX,0.66,,,,n,,co-hyponym,
clinics,hospitals,n,ratherX,0.51,,,,n,,co-hyponym,
cloudy,sunny,n,ratherX,0.6,paired,,,n,adj,co-hyponym,
cloves,cinnamon,n,both-rather,0.52,,0.64,,n,,co-hyponym,
coastal,inland,y,both-rather,0.53,,0.71,paired,n,adj,antonym,complementary
coffee,tea,n,both-rather,0.81,paired,0.73,paired,n,noun,co-hyponym,
colder,warmer,n,both-rather,0.65,paired,0.66,,n,adj,antonym,scalar
collaborate,compete,n,ratherX,0.59,,,,n,verb,antonym-secondary,complementary
collaborating,competing,n,ratherX,0.58,,,,n,verb,antonym-secondary,complementary
colleague,friend,n,ratherY,,,0.52,,n,,co-hyponym,
collective,individual,n,both-rather,0.89,,0.73,,n,adj,antonym,complementary
collectively,individually,n,both-rather,0.91,paired,0.94,paired,n,adv,antonym,complementary
colonel,major,n,ratherX,0.5,,,,n,,co-hyponym,
columns,rows,n,ratherX,0.54,paired,,,n,noun,antonym,complementary
comedian,actor,n,ratherY,,,0.5,,n,noun,co-hyponym,
comfortably,comfortably,n,ratherY,,,0.51,paired,y,,x-identical,
coming,going,n,ratherX,0.52,,,,n,verb,antonym,complementary
communal,individual,n,ratherX,0.52,,,,n,,contrast-group-individual ,
complete,incomplete,y,ratherX,0.64,,,,n,adj,antonym,complementary
complex,simple,y,ratherX,0.65,paired,,,n,adj,antonym,scalar
compulsory,optional,n,ratherY,,,0.54,,n,adj,antonym,complementary
condo,apartment,n,ratherX,0.5,,,,n,noun,co-hyponym,
condos,apartments,n,both-rather,0.54,,0.52,,n,,co-hyponym,
cons,pros,n,ratherY,,,0.92,paired,n,noun,antonym,complementary
conscious,unconscious,y,ratherX,0.63,paired,,,n,adj,antonym,scalar
consciously,unconsciously,y,ratherX,0.52,paired,,,n,adv,antonym,complementary
conservatism,liberalism,n,both-rather,0.53,,0.6,,n,noun,antonym,scalar
conservative,liberal,y,both-rather,0.5,paired,0.55,,n,noun,antonym,scalar
conservatives,liberals,n,ratherX,0.58,paired,,,n,noun,antonym,scalar
console,PC,n,ratherX,0.61,,,,n,noun,co-hyponym,
constructive,destructive,y,ratherX,0.63,paired,,,n,adj,antonym,scalar
consulate,embassy,n,ratherX,0.52,,,,n,noun,co-hyponym,
contact,email,n,ratherX,0.62,,,,n,,other-related,
contemporary,historical,n,ratherY,,,0.7,,n,adj,antonym,complementary
contracting,expanding,n,both-rather,0.71,,0.81,,n,adj/verb,antonym,reversive
contraction,expansion,y,both-rather,0.57,,0.61,,n,noun,antonym,scalar
contractors,employees,n,ratherY,,,0.51,,n,noun,co-hyponym,
cooled,heated,n,ratherX,0.58,paired,,,n,adj/verb,antonym,scalar
cooler,warmer,n,ratherY,,,0.64,paired,n,adj,antonym,scalar
cooling,heating,n,both-rather,0.89,paired,0.87,paired,n,adj/verb,antonym,scalar
cornerback,safety,n,ratherY,,,0.5,,n,,other-related,
corporations,individuals,n,ratherX,0.63,,,,n,noun,contrast-group-individual ,
correlated,independent,n,ratherX,0.57,,,,n,,contrast-conceptual,
correlation,causation,n,ratherX,0.89,,,,n,noun,contrast-conceptual,
councillor,mayor,n,ratherX,0.57,,,,n,,co-hyponym,
county,state,n,ratherX,0.53,,,,n,noun,co-hyponym,
couples,singles,n,ratherX,0.51,,,,n,noun,antonym,complementary
covert,overt,y,ratherX,0.53,,,,n,adj,antonym,complementary
cradle,cradle,n,ratherX,0.57,paired,,,y,,x-identical,
crawl,walk,n,ratherX,0.6,,,,n,verb,co-hyponym,
crawled,walked,n,both-rather,0.68,,0.54,,n,verb,co-hyponym,
crawling,walking,n,both-rather,0.73,,0.69,,n,verb,co-hyponym,
cream,milk,n,both-rather,0.51,,0.52,,n,,co-hyponym,
creek,river,n,ratherX,0.58,,,,n,noun,co-hyponym,
crochet,knit,n,ratherX,0.63,paired,,,n,verb,co-hyponym,
crooked,straight,y,ratherX,0.63,,,,n,adj,antonym-secondary,scalar
culprit,victim,n,ratherX,0.6,,,,n,noun,antonym,complementary
curled,straight,n,ratherX,0.53,,,,n,adj,antonym,scalar
curly,straight,y,both-rather,0.74,,0.79,,n,adj,antonym,scalar
curved,straight,y,ratherX,0.55,paired,,,n,adj,antonym,scalar
daily,weekly,n,both-rather,0.77,,0.75,,n,adv,co-hyponym,
damaged,destroyed,n,ratherX,0.56,,,,n,,co-hyponym,
dan,dan,n,ratherY,,,0.63,paired,y,,x-identical,
dark,light,y,ratherX,0.51,,,,n,adj/noun,antonym,scalar
darker,lighter,n,both-rather,0.89,,0.79,,n,adj,antonym,scalar
darkness,light,n,both-rather,0.78,,0.73,,n,noun,antonym,scalar
daughters,sons,n,both-rather,0.72,paired,0.58,,n,noun,antonym,complementary
day,night,y,ratherY,,,0.53,paired,n,noun,antonym,complementary
daytime,nighttime,n,both-rather,0.54,paired,0.63,paired,n,noun,antonym,complementary
debit,credit,y,both-rather,0.82,,0.72,,n,noun,antonym,complementary
debtor,creditor,y,ratherX,0.54,,,,n,noun,antonym,converse
decades,years,n,ratherY,,,0.51,,n,,co-hyponym-temporal,
decentralized,centralized,y,both-rather,0.83,,0.53,,n,adj/verb,antonym,complementary
decode,encode,y,both-rather,0.64,,0.56,,n,verb,antonym,reversive
decoding,encoding,n,ratherX,0.53,paired,,,n,verb,antonym,reversive
decorative,functional,n,both-rather,0.6,,0.52,,n,,co-hyponym,
decrease,increase,y,both-rather,0.77,paired,0.52,,n,noun/verb,antonym,scalar
decreased,increased,y,both-rather,0.63,paired,0.77,paired,n,adj/verb,antonym,scalar
decreases,increases,n,both-rather,0.8,paired,0.66,,n,verb,antonym,scalar
decreasing,increasing,y,both-rather,0.72,paired,0.65,,n,verb,antonym,scalar
deeds,words,n,both-rather,0.76,,0.79,,n,noun,antonym,complementary
defeat,victory,y,ratherX,0.57,,,,n,noun,antonym,complementary
defend,attack,y,ratherX,0.57,,,,n,verb,antonym,reversive
defending,attacking,n,ratherX,0.7,paired,,,n,adj/verb,antonym,reversive
defense,offense,y,both-rather,0.88,paired,0.82,paired,n,noun,antonym,complementary
defensive,offensive,y,both-rather,0.9,paired,0.79,,n,adj,antonym,complementary
defensively,offensively,y,both-rather,0.96,paired,0.96,paired,n,adv,antonym,complementary
deficit,surplus,n,ratherX,0.64,paired,,,n,noun,antonym,complementary
delivers,promises,n,both-rather,0.53,,0.75,,n,,other-related,
demand,supply,y,both-rather,0.88,paired,0.89,paired,n,noun,antonym,complementary
democrat,republican,n,ratherX,0.57,,,,n,noun,antonym,complementary
departing,arriving,n,ratherX,0.54,,,,n,adj/verb,antonym,reversive
departure,arrival,n,ratherX,0.55,,,,n,noun,antonym,reversive
dependent,independent,y,ratherX,0.69,,,,n,adj,antonym,scalar
der,der,n,ratherX,0.77,paired,,,y,,x-identical,
descending,ascending,y,both-rather,0.83,paired,0.71,paired,n,adj/verb,antonym,complementary
descent,ascent,y,ratherX,0.64,paired,,,n,noun,antonym,reversive
desktop,laptop,n,ratherX,0.53,,,,n,,co-hyponym,
destructive,constructive,y,ratherX,0.56,paired,,,n,adj,antonym,scalar
detectable,audible,n,ratherX,0.62,,,,n,,contrast-scalar,
deteriorated,improved,n,ratherX,0.71,,,,n,verb,antonym,scalar
deteriorating,improving,n,ratherX,0.76,,,,n,verb,antonym,scalar
diary,journal,n,ratherX,0.52,paired,,,n,,nym-near-synonym,
dictatorship,democracy,n,ratherX,0.77,,,,n,noun,antonym,scalar
diesel,gasoline,n,both-rather,0.68,paired,0.55,paired,n,noun,co-hyponym,
differences,similarities,n,both-rather,0.82,paired,0.92,paired,n,noun,antonym,scalar
digitally,physically,n,both-rather,0.81,,0.93,,n,adv,antonym,complementary
digits,letters,n,ratherX,0.63,,,,n,noun,co-hyponym,
din,euro,n,ratherX,0.56,,,,n,partial token,x-none,
direct,indirect,y,both-rather,0.95,paired,0.89,paired,n,adj,antonym,complementary
directly,indirectly,y,both-rather,0.65,paired,0.93,paired,n,adv,antonym,complementary
director,producer,n,both-rather,0.56,,0.51,,n,,co-hyponym,
disadvantages,advantages,n,ratherY,,,0.7,,n,noun,antonym,complementary
disagree,agree,y,both-rather,0.68,,0.69,,n,verb,antonym,complementary
disagrees,agrees,n,ratherX,0.58,,,,n,verb,antonym,complementary
disposable,reusable,n,ratherX,0.6,paired,,,n,adj,antonym,complementary
disposal,recycling,n,ratherY,,,0.56,,n,,other-related,
dissertation,thesis,n,ratherX,0.61,,,,n,,nym-near-synonym,
districts,counties,n,ratherX,0.52,,,,n,,co-hyponym,
divergence,convergence,y,ratherX,0.53,,,,n,noun,antonym,scalar
divide,unite,y,ratherX,0.79,paired,,,n,verb,antonym,complementary
divided,united,y,ratherY,,,0.56,paired,n,adj/verb,antonym,scalar
divorce,separation,n,ratherY,,,0.65,,n,,co-hyponym,
divorced,separated,n,ratherY,,,0.83,,n,,co-hyponym,
doc,pdf,n,both-rather,0.58,,0.5,,n,,co-hyponym,
dogs,cats,n,both-rather,0.55,paired,0.51,paired,n,noun,co-hyponym,
doors,windows,n,ratherX,0.6,,,,n,noun,co-hyponym,
dopamine,serotonin,n,both-rather,0.72,paired,0.69,paired,n,noun,co-hyponym,
double,single,y,ratherX,0.75,,,,n,adj,antonym,complementary
doubled,tripled,n,both-rather,0.89,paired,0.73,paired,n,adj/verb,co-hyponym,
doubles,singles,n,both-rather,0.87,paired,0.8,,n,noun,antonym,complementary
down,up,y,both-rather,0.87,paired,0.89,paired,n,adj/adv,antonym,scalar
downhill,uphill,n,both-rather,0.76,paired,0.87,paired,n,adj,antonym,scalar
downs,ups,n,ratherY,,,0.65,,n,noun,antonym,scalar
downside,upside,n,ratherX,0.69,paired,,,n,noun,antonym,scalar
downstairs,upstairs,y,both-rather,0.76,paired,0.91,paired,n,adj/adv/noun,antonym,complementary
downstream,upstream,y,both-rather,0.95,paired,0.95,paired,n,adj/adv,antonym,complementary
downward,upward,y,both-rather,0.73,paired,0.54,paired,n,adj/adv,antonym,scalar
downwards,upwards,y,ratherX,0.5,paired,,,n,adj/adv,antonym,scalar
drank,ate,n,ratherY,,,0.55,paired,n,,co-hyponym,
draws,wins,n,both-rather,0.69,,0.52,,n,noun,antonym,multiple incompatibility
driver,passenger,n,ratherY,,,0.53,,n,noun,antonym,complementary
driving,walking,n,ratherY,,,0.66,,n,verb,co-hyponym,
dry,wet,y,ratherX,0.54,paired,,,n,adj,antonym,scalar
dual,single,n,both-rather,0.71,,0.65,,n,adj,antonym,complementary
duo,single,n,ratherX,0.54,,,,n,adj/noun,antonym,complementary
during,after,n,ratherX,0.61,,,,n,other/preposition,co-hyponym,
dusk,dawn,n,both-rather,0.6,,0.54,,n,noun,antonym,complementary
dynamic,static,n,both-rather,0.85,paired,0.62,paired,n,adj,antonym,complementary
eBook,PDF,n,ratherY,,,0.51,,n,,other-related,
earlier,later,n,both-rather,0.93,,0.81,,n,adj,antonym-temporal,scalar
early,late,y,both-rather,0.73,paired,0.58,paired,n,adj,antonym-temporal,scalar
earthquake,tsunami,n,ratherX,0.52,,,,n,,co-hyponym,
eastern,western,y,ratherX,0.62,,,,n,adj,antonym,multiple incompatibility
eat,drink,n,ratherY,,,0.55,,n,,co-hyponym,
eating,drinking,n,ratherY,,,0.64,,n,verb,antonym,complementary
eclips,eclipse,n,ratherX,0.51,,,,n,partial token,x-none,
effect,cause,n,both-rather,0.93,paired,0.94,paired,n,noun,antonym,complementary
effects,causes,n,both-rather,0.77,,0.86,,n,noun,antonym,complementary
eighteenth,nineteenth,n,ratherX,0.53,,,,n,adj,co-hyponym-numeric,
either,or,n,ratherY,,,0.74,,n,,co-hyponym,
ejected,suspended,n,ratherX,0.54,,,,n,,co-hyponym,
elected,appointed,n,both-rather,0.68,paired,0.64,paired,n,,co-hyponym,
electronically,physically,n,both-rather,0.66,,0.88,,n,adv,antonym-secondary,complementary
embryo,fetus,n,ratherX,0.52,paired,,,n,,co-hyponym,
employer,employee,y,ratherX,0.69,,,,n,noun,antonym,converse
encoding,decoding,n,ratherX,0.6,paired,,,n,verb,antonym,reversive
ending,beginning,y,ratherX,0.65,,,,n,noun,antonym,complementary
endings,beginnings,n,ratherY,,,0.53,,n,noun,antonym,complementary
endurance,speed,n,ratherX,0.53,,,,n,noun,co-hyponym,
enhance,replace,n,ratherX,0.53,,,,n,,co-hyponym,
enhancement,replacement,n,ratherX,0.61,,,,n,,co-hyponym,
enslaved,free,n,ratherX,0.55,,,,n,adj,antonym,complementary
entertain,educate,n,ratherX,0.5,,,,n,,co-hyponym,
entrance,exit,n,ratherX,0.64,,,,n,noun,antonym,complementary
estrogen,testosterone,n,both-rather,0.68,,0.56,,n,noun,antonym,complementary
euros,dollars,n,ratherX,0.72,,,,n,noun,co-hyponym,
evenings,mornings,n,ratherY,,,0.6,paired,n,noun,antonym,multiple incompatibility
ever,ever,n,ratherX,0.77,paired,,,y,,x-identical,
evil,good,y,ratherX,0.61,,,,n,adj,antonym,scalar
exact,approximate,n,both-rather,0.65,,0.5,,n,adj,antonym-secondary,scalar
excellent,good,n,ratherY,,,0.61,,n,adj,contrast-scalar,scalar
excludes,includes,n,ratherX,0.59,paired,,,n,verb,antonym,scalar
excluding,including,n,ratherX,0.5,,,,n,verb,antonym,scalar
exclusion,inclusion,y,both-rather,0.64,paired,0.69,,n,noun,antonym,complementary
exits,enters,n,ratherX,0.57,,,,n,verb,antonym,reversive
expanding,shrinking,n,ratherX,0.53,,,,n,adj/verb,antonym,reversive
expelled,suspended,n,ratherY,,,0.69,,n,,co-hyponym,
explicit,implicit,y,both-rather,0.86,paired,0.75,paired,n,adj,antonym,scalar
explicitly,implicitly,y,both-rather,0.93,paired,0.9,paired,n,adv,antonym,scalar
exponential,linear,n,both-rather,0.95,,0.92,,n,adj,co-hyponym,
export,import,y,both-rather,0.87,paired,0.72,,n,noun,antonym,complementary
exported,imported,n,both-rather,0.64,,0.59,,n,adj/verb,antonym,complementary
exporting,importing,n,both-rather,0.72,paired,0.54,paired,n,verb,antonym,complementary
exports,imports,n,both-rather,0.78,paired,0.71,paired,n,noun,antonym,complementary
exposes,hides,n,ratherX,0.65,,,,n,verb,antonym-secondary,complementary
exposing,hiding,n,ratherX,0.51,,,,n,verb,antonym-secondary,complementary
