Seed,Mask,InWordNet,Cxn,ProbX,HasPairX,ProbY,HasPairY,WordsMatch,POS,NymType,AntonymType
bushes,trees,n,both,0.58,,0.55,,n,noun,co-hyponym,
bust,boom,n,questionY,,,0.63,,n,noun,antonym,complementary
buy,sell,y,questionX,0.78,,,,n,verb,antonym,converse
buyer,seller,n,both,0.95,paired,0.88,paired,n,noun,antonym,converse
buyers,sellers,n,both,0.85,paired,0.8,paired,n,noun,antonym,converse
buying,selling,n,questionX,0.72,paired,,,n,verb,antonym,converse
buys,sells,n,both,0.87,,0.53,paired,n,verb,antonym,converse
ca,ca,n,questionX,0.56,paired,,,y,,x-identical,
call,text,n,both,0.6,,0.52,,n,,co-hyponym,
calorie,fat,n,questionX,0.59,,,,n,noun,other-related,
calories,fat,n,both,0.53,,0.55,,n,noun,other-related,
canine,human,n,questionY,,,0.51,,n,adj,co-hyponym,
canoe,boat,n,questionY,,,0.56,,n,noun,co-hyponym,
cans,bottles,n,both,0.72,paired,0.82,paired,n,noun,co-hyponym,
capitalism,socialism,y,both,0.54,paired,0.59,paired,n,noun,co-hyponym,
capitalist,socialist,n,questionY,,,0.51,,n,adj,co-hyponym,
carbohydrate,protein,n,both,0.58,,0.56,,n,noun,co-hyponym,
cardinal,bishop,n,questionY,,,0.52,,n,,co-hyponym,
carriage,horse,n,questionY,,,0.68,,n,noun,other-related,
casual,formal,n,both,0.57,,0.6,,n,adj,antonym,scalar
cat,dog,n,both,0.83,paired,0.88,paired,n,noun,co-hyponym,
catcher,pitcher,n,both,0.65,,0.7,,n,noun,antonym,complementary
catching,throwing,n,questionY,,,0.75,,n,verb,antonym,converse
cats,dogs,n,both,0.9,paired,0.92,paired,n,noun,co-hyponym,
caucuses,primaries,n,both,0.54,paired,0.85,paired,n,noun,co-hyponym,
causation,correlation,n,questionY,,,0.58,paired,n,noun,contrast-conceptual,
cause,effect,n,questionX,0.8,paired,,,n,noun,antonym,complementary
cavalry,infantry,n,both,0.67,,0.81,,n,noun,co-hyponym,
celestial,terrestrial,n,questionX,0.66,,,,n,adj,co-hyponym,multiple incompatibility
centimeters,inches,n,questionX,0.51,,,,n,,co-hyponym,
centrally,locally,n,questionY,,,0.69,,n,adv,antonym,scalar
cents,dollars,n,questionY,,,0.55,,n,noun,co-hyponym,
cheat,lie,n,questionY,,,0.65,,n,,co-hyponym,
chronic,acute,y,both,0.79,paired,0.87,paired,n,adj,antonym,complementary
cities,towns,n,questionY,,,0.58,,n,,co-hyponym,
civil,criminal,n,questionY,,,0.52,,n,adj,antonym,complementary
civilian,military,y,both,0.71,,0.53,,n,adj,antonym,complementary
classical,modern,n,both,0.61,,0.51,,n,adj,antonym,scalar
clean,dirty,y,questionX,0.65,paired,,,n,adj,antonym,scalar
closed,open,y,questionY,,,0.76,paired,n,adj,antonym,scalar
closes,opens,n,questionY,,,0.61,,n,verb,antonym,scalar
closing,opening,y,questionY,,,0.51,,n,verb,antonym,scalar
clothed,naked,n,questionY,,,0.72,,n,,antonym,complementary
cloudy,sunny,n,both,0.53,paired,0.71,paired,n,adj,co-hyponym,
coastal,inland,y,both,0.71,,0.74,paired,n,adj,antonym,complementary
coffee,tea,n,both,0.92,paired,0.89,paired,n,noun,co-hyponym,
coincide,",",n,questionY,,,0.5,,n,,x-odd,
cold,hot,y,both,0.62,paired,0.73,paired,n,adj,antonym,scalar
colder,warmer,n,both,0.62,paired,0.76,,n,adj,antonym,scalar
colleague,friend,n,questionY,,,0.63,,n,,co-hyponym,
colleagues,friends,n,questionY,,,0.58,,n,noun,co-hyponym,
collective,individual,n,both,0.63,,0.73,,n,adj,antonym,complementary
collectively,individually,n,both,0.83,paired,0.94,paired,n,adv,antonym,complementary
colleges,universities,n,questionX,0.55,,,,n,,co-hyponym,
colored,white,n,questionY,,,0.77,,n,adj,co-hyponym,
come,go,y,questionX,0.78,,,,n,verb,antonym,complementary
come,stay,n,questionY,,,0.6,,n,,co-hyponym,
comedic,serious,n,both,0.51,,0.61,,n,adj,antonym,scalar
comet,asteroid,n,questionX,0.56,paired,,,n,noun,co-hyponym,
communism,capitalism,n,questionX,0.6,,,,n,noun,co-hyponym,
comparing,comparing,n,questionY,,,0.55,paired,y,,x-identical,
complete,incomplete,y,questionX,0.68,,,,n,adj,antonym,complementary
completely,partially,n,questionY,,,0.6,,n,adv,antonym,scalar
complex,simple,y,both,0.52,,0.66,,n,adj,antonym,scalar
complicated,simple,n,questionY,,,0.57,,n,adj,antonym,scalar
complied,not,n,questionX,0.64,,,,n,not-annotated,proform,
complying,not,n,questionX,0.59,,,,n,not-annotated,proform,
comrade,friend,n,questionY,,,0.52,,n,,nym-near-synonym,
con,pro,y,both,0.59,paired,0.98,,n,noun,antonym,complementary
condo,apartment,n,questionX,0.55,,,,n,noun,co-hyponym,
condos,apartments,n,questionX,0.59,,,,n,,co-hyponym,
confess,not,n,questionX,0.52,,,,n,not-annotated,proform,
confirm,deny,n,both,0.91,,0.64,paired,n,verb,antonym,complementary
cons,pros,n,both,0.52,paired,0.96,paired,n,noun,antonym,complementary
conscious,unconscious,y,questionX,0.62,,,,n,,antonym,scalar
consciously,unconsciously,y,questionX,0.66,paired,,,n,adv,antonym,complementary
conservatism,liberalism,n,questionY,,,0.52,,n,noun,antonym,scalar
conservative,liberal,y,both,0.73,paired,0.82,paired,n,noun,antonym,scalar
conservatives,liberals,n,both,0.57,paired,0.76,paired,n,noun,antonym,scalar
constructive,destructive,y,questionX,0.58,,,,n,,antonym,scalar
consulate,embassy,n,both,0.55,,0.68,,n,noun,co-hyponym,
contra,pro,n,questionY,,,0.92,,n,adv,antonym-secondary,complementary
contraction,expansion,y,questionY,,,0.58,,n,noun,antonym,scalar
contrast,compare,n,questionY,,,0.83,,n,,other-conventional,
cooked,raw,y,questionY,,,0.71,paired,n,adj,antonym,scalar
cooler,warmer,n,both,0.57,,0.66,paired,n,adj,antonym,scalar
cooling,heating,n,both,0.67,paired,0.87,,n,adj/verb,antonym,scalar
cooperating,not,n,questionX,0.65,,,,n,not-annotated,proform,
coordinator,coach,n,questionY,,,0.57,,n,noun,co-hyponym,
copies,originals,n,questionY,,,0.54,,n,noun,antonym,complementary
correctly,incorrectly,y,questionX,0.68,,,,n,,antonym,complementary
correlated,independent,n,questionY,,,0.53,,n,,antonym-secondary,complementary
correlation,causation,n,both,0.71,,0.57,paired,n,noun,contrast-conceptual,
costs,benefits,n,questionX,0.52,,,,n,,antonym,complementary
counterfeit,real,n,questionY,,,0.52,,n,adj,antonym-secondary,complementary
countryside,city,n,questionY,,,0.61,,n,noun,antonym,complementary
county,city,n,questionY,,,0.61,,n,noun,co-hyponym,
coupled,single,n,both,0.69,,0.64,,n,adj,antonym,complementary
couples,singles,n,questionY,,,0.64,,n,noun,antonym,complementary
crawl,walk,n,questionY,,,0.62,,n,verb,co-hyponym,
crawled,walked,n,both,0.56,,0.57,,n,verb,co-hyponym,
crawling,walking,n,both,0.76,,0.78,,n,verb,co-hyponym,
cream,milk,n,questionY,,,0.56,,n,,co-hyponym,
credible,not,n,questionX,0.59,,,,n,not-annotated,proform,
creed,race,n,questionY,,,0.6,,n,,co-hyponym,
criticism,praise,n,questionY,,,0.53,,n,noun,antonym,scalar
crochet,knit,n,both,0.64,paired,0.84,paired,n,verb,co-hyponym,
crooked,straight,y,questionY,,,0.5,,n,,antonym,scalar
cultivated,wild,n,questionY,,,0.5,,n,adj,antonym,scalar
cultured,natural,n,questionY,,,0.53,,n,adj,antonym-secondary,scalar
curled,straight,n,both,0.6,,0.7,,n,adj,antonym,scalar
curly,straight,y,both,0.95,,0.93,,n,adj,antonym,scalar
curse,blessing,n,both,0.54,paired,0.68,paired,n,noun,antonym,complementary
cursed,blessed,y,questionY,,,0.51,,n,adj/verb,antonym,complementary
curved,straight,y,both,0.69,,0.67,,n,adj,antonym,scalar
dad,mom,n,questionY,,,0.78,paired,n,noun,antonym,complementary
daddy,mummy,n,questionY,,,0.51,,n,,antonym,complementary
dads,moms,n,questionY,,,0.74,,n,noun,antonym,complementary
daily,weekly,n,both,0.77,,0.74,paired,n,adv,co-hyponym-temporal,
damp,dry,n,both,0.6,,0.79,,n,adj,antonym-secondary,scalar
dark,light,y,both,0.9,paired,0.9,paired,n,adj/noun,antonym,scalar
darker,lighter,n,both,0.88,,0.84,,n,adj,antonym,scalar
darkness,light,n,both,0.74,,0.77,,n,noun,antonym,scalar
daughter,son,y,both,0.62,paired,0.77,,n,,antonym,complementary
daughters,sons,n,both,0.79,paired,0.95,paired,n,noun,antonym,complementary
dawn,dusk,n,both,0.61,paired,0.51,paired,n,noun,antonym,complementary
day,night,y,both,0.92,paired,0.89,paired,n,noun,antonym,complementary
daytime,nighttime,n,both,0.64,,0.61,paired,n,noun,antonym,complementary
dead,alive,y,both,0.85,paired,0.72,paired,n,adj,antonym,complementary
deaf,blind,n,questionY,,,0.63,,n,,co-hyponym,
death,life,n,questionY,,,0.77,,n,noun,antonym,complementary
debit,credit,y,both,0.88,,0.89,,n,noun,antonym,complementary
debtor,creditor,y,both,0.78,,0.69,,n,noun,antonym,converse
decades,centuries,n,questionX,0.67,,,,n,,co-hyponym-temporal,
decades,years,n,questionY,,,0.53,,n,,co-hyponym-temporal,
deceased,alive,n,questionX,0.56,,,,n,adj,antonym,complementary
decentralized,centralized,y,both,0.58,,0.76,,n,adj/verb,antonym,complementary
deceptive,misleading,n,questionX,0.69,,,,n,adj,nym-near-synonym,
decoding,encoding,n,questionY,,,0.51,,n,verb,antonym,reversive
decorated,plain,n,questionY,,,0.58,,n,adj,antonym,scalar
decrease,increase,y,both,0.53,paired,0.84,paired,n,noun/verb,antonym,scalar
decreased,increased,y,questionY,,,0.85,paired,n,adj/verb,antonym,scalar
decreases,increases,n,questionY,,,0.74,,n,verb,antonym,scalar
deeds,words,n,questionY,,,0.54,,n,noun,contrast-conceptual,complementary
defeat,victory,y,questionY,,,0.77,,n,noun,antonym,complementary
defence,attack,n,both,0.5,,0.54,,n,noun,antonym,reversive
defenders,strikers,n,questionY,,,0.59,,n,,co-hyponym,
defense,offense,y,both,0.88,paired,0.94,paired,n,noun,antonym,complementary
defenseman,forward,n,questionY,,,0.54,,n,noun,antonym,complementary
defensive,offensive,y,both,0.87,paired,0.91,,n,adj,antonym,complementary
defensively,offensively,y,both,0.96,paired,0.98,paired,n,adv,antonym,complementary
deficit,surplus,n,both,0.92,paired,0.93,,n,noun,antonym,complementary
deflation,inflation,y,both,0.52,paired,0.69,,n,noun,antonym,complementary
deliberate,accidental,n,both,0.6,,0.55,,n,adj,antonym,complementary
deliberately,accidentally,y,questionY,,,0.67,,n,adv,antonym,complementary
delusions,hallucinations,n,questionX,0.53,,,,n,,co-hyponym,
demand,supply,y,both,0.82,paired,0.93,paired,n,noun,antonym,complementary
democrat,republican,n,both,0.71,,0.69,paired,n,noun,co-hyponym,complementary
demons,angels,n,both,0.53,paired,0.58,,n,,co-hyponym,
deny,confirm,n,questionY,,,0.86,paired,n,verb,antonym,complementary
descending,ascending,y,both,0.75,paired,0.67,paired,n,adj/verb,antonym,complementary
deserved,not,n,questionX,0.59,,,,n,not-annotated,proform,
desktop,laptop,n,both,0.78,,0.67,,n,,co-hyponym,
despair,hope,y,questionY,,,0.5,,n,noun,antonym,scalar
destroyer,cruiser,n,questionY,,,0.57,,n,noun,co-hyponym,
detriment,benefit,n,questionY,,,0.52,,n,,antonym,scalar
dexter,sinister,n,questionX,0.51,,,,n,,antonym,complementary
diabetic,not,n,questionX,0.53,,,,n,not-annotated,proform,
diamonds,gold,n,questionY,,,0.62,,n,noun,co-hyponym,
dictatorship,democracy,n,questionY,,,0.65,,n,noun,antonym,scalar
dies,lives,n,questionY,,,0.54,,n,verb,antonym,complementary
diesel,gasoline,n,both,0.52,paired,0.52,paired,n,noun,co-hyponym,
differences,similarities,n,both,0.89,paired,0.95,paired,n,noun,antonym,scalar
difficult,easy,y,questionY,,,0.61,,n,adj,antonym,scalar
digitally,physically,n,both,0.6,,0.89,,n,adv,antonym,complementary
diluted,whole,n,questionY,,,0.56,,n,adj,antonym-secondary,reversive
dime,nickel,n,questionY,,,0.59,,n,,co-hyponym,
dinner,lunch,n,questionY,,,0.56,,n,noun,co-hyponym,
diploma,degree,n,questionY,,,0.52,,n,noun,co-hyponym,
direct,indirect,y,both,0.92,paired,0.86,paired,n,adj,antonym,complementary
directly,indirectly,y,both,0.99,paired,0.91,paired,n,adv,antonym,complementary
director,producer,n,questionX,0.57,,,,n,,co-hyponym,
dirty,clean,y,both,0.69,paired,0.83,,n,adj,antonym,scalar
disable,enable,y,questionY,,,0.55,,n,verb,antonym,reversive
disadvantage,advantage,y,questionY,,,0.76,,n,noun,antonym,complementary
disadvantages,advantages,n,questionY,,,0.93,,n,noun,antonym,complementary
disagree,agree,y,both,0.53,paired,0.96,paired,n,verb,antonym,complementary
disagreement,agreement,y,questionY,,,0.7,,n,noun,antonym,complementary
disagrees,agrees,n,questionY,,,0.68,,n,verb,antonym,complementary
disappro,pro,n,questionY,,,0.56,,n,partial token,x-none,
disapproval,approval,y,questionY,,,0.62,,n,noun,antonym,scalar
disapprove,approve,y,questionY,,,0.95,,n,verb,antonym,scalar
disliked,liked,y,questionY,,,0.57,,n,adj/verb,antonym,scalar
disposable,reusable,n,questionX,0.57,,,,n,adj,antonym,complementary
dispro,pro,n,questionY,,,0.52,,n,partial token,x-none,
dissertation,thesis,n,questionY,,,0.64,,n,,nym-near-synonym,
dissolved,solid,n,questionY,,,0.59,,n,adj,antonym-secondary,scalar
dive,swim,n,questionY,,,0.53,,n,,co-hyponym,
divergence,convergence,y,both,0.62,,0.63,,n,noun,antonym,scalar
divide,conquer,n,questionX,0.91,,,,n,noun,other-conventional,
divide,unite,y,questionY,,,0.59,,n,,antonym,complementary
divorced,separated,n,questionX,0.51,,,,n,,co-hyponym,
divorced,married,n,questionY,,,0.59,,n,adj/verb,antonym,complementary
dog,cat,n,both,0.83,paired,0.87,paired,n,noun,co-hyponym,
dogs,cats,n,both,0.91,paired,0.9,paired,n,noun,co-hyponym,
dolphin,whale,n,questionY,,,0.55,,n,noun,co-hyponym,
dolphins,whales,n,questionY,,,0.55,paired,n,,co-hyponym,
domestically,internationally,n,questionX,0.53,,,,n,,antonym-secondary,
door,window,n,questionY,,,0.54,paired,n,noun,co-hyponym,
doors,windows,n,both,0.76,,0.73,paired,n,noun,co-hyponym,
