Seed,Mask,InWordNet,Cxn,ProbX,HasPairX,ProbY,HasPairY,WordsMatch,POS,NymType,AntonymType
advantages,disadvantages,n,alikeX,0.84,paired,,,n,noun,antonym,complementary
adversaries,allies,n,alikeX,0.53,,,,n,noun,antonym,complementary
adversary,friend,n,alikeY,,,0.5,,n,noun,antonym,complementary
adversely,positively,n,both,0.79,,0.77,,n,adv,antonym-secondary,scalar
afar,near,n,both,0.52,,0.86,,,adj,antonym-secondary,scalar
affirmative,negative,y,both,0.9,,0.89,,n,adj,antonym,complementary
affluent,poor,n,both,0.81,,0.89,,n,adj/noun,antonym-secondary,scalar
afore,after,n,alikeX,0.64,,,,n,adj/adv,antonym-temporal,converse
aforementioned,others,n,alikeX,0.54,,,,,,co-hyponym,
aft,fore,y,alikeY,,,0.99,,n,adj,antonym,complementary
after,before,n,both,0.86,paired,0.95,,n,adj/adv,antonym-temporal,complementary
afternoon,morning,n,alikeY,,,0.94,,n,noun,co-hyponym-temporal,
afterward,before,n,both,0.76,,0.73,,n,adv,antonym-temporal,complementary
afterwards,before,n,both,0.73,,0.51,,n,adv,antonym-temporal,complementary
again,again,n,both,0.98,paired,0.79,paired,,,x-identical,
against,for,n,both,0.86,paired,0.95,,n,adv,antonym,complementary
aged,young,y,both,0.64,,0.63,,n,adj,antonym,scalar
agent,client,n,both,0.53,,0.52,,,,co-hyponym,
aggregate,individual,n,both,0.62,,0.81,,,noun,antonym-secondary,complementary
agility,speed,n,alikeY,,,0.69,,n,noun,co-hyponym,
ago,now,n,alikeX,0.57,,,,,,co-hyponym-temporal,
agree,disagree,y,alikeX,0.9,paired,,,n,verb,antonym,complementary
agrees,disagrees,n,alikeX,0.83,paired,,,n,verb,antonym,complementary
ahead,behind,n,alikeX,0.69,,,,n,adv,antonym,complementary
airborne,ground,n,alikeY,,,0.51,,,,co-hyponym,
albums,singles,n,both,0.64,,0.68,,n,noun,nym-meronym,complementary
alien,human,n,alikeY,,,0.56,,,,co-hyponym,
aliens,humans,n,both,0.54,,0.64,,n,noun,co-hyponym,
alive,dead,y,both,0.96,,0.96,,n,adj,antonym,complementary
ally,foe,n,alikeX,0.74,,,,n,noun,antonym,complementary
alpha,beta,n,alikeX,0.53,paired,,,n,adj,co-hyponym,
also,",",n,alikeY,,,0.71,,,,x-odd,
alternative,mainstream,n,both,0.7,,0.54,,,,co-hyponym,
aluminum,steel,n,alikeY,,,0.54,,n,noun,co-hyponym,
amateur,professional,y,both,0.85,,0.74,,n,noun,antonym,complementary
amen,amen,n,alikeX,0.54,paired,,,,,x-identical,
amended,original,n,alikeY,,,0.55,,,,co-hyponym,
analog,digital,n,both,0.87,,0.9,,n,adj,antonym,complementary
analogue,digital,y,both,0.86,,0.87,,n,adj,antonym,complementary
ancient,modern,n,both,0.81,,0.71,paired,n,adj,antonym,complementary
and,and,n,alikeY,,,0.72,paired,,,x-identical,
angel,devil,n,both,0.62,,0.53,,,noun,antonym,scalar
angels,demons,n,both,0.8,,0.62,paired,,,co-hyponym,
animal,human,n,both,0.51,,0.52,,n,noun,nym-hyponym,conceptual contrast
animals,humans,n,alikeY,,,0.51,,n,noun,nym-hyponym,
anime,manga,n,alikeY,,,0.5,,,,co-hyponym,
anonymously,publicly,n,alikeY,,,0.56,,n,adv,antonym,complementary
answer,question,y,alikeY,,,0.91,,n,noun/verb,antonym,complementary
answered,asked,n,alikeY,,,0.86,,n,verb,antonym,complementary
answering,asking,n,alikeY,,,0.82,,n,verb,antonym,complementary
answers,questions,n,both,0.64,paired,0.93,,n,noun,antonym,complementary
antagonist,protagonist,n,alikeY,,,0.63,,n,noun,antonym,complementary
anterior,posterior,y,both,0.95,paired,0.82,paired,n,adj,antonym,complementary
anti,pro,y,both,0.93,,0.98,,n,adj,antonym,complementary
antiqu,modern,n,alikeY,,,0.61,,,partial token,x-none,
antique,modern,n,both,0.65,,0.72,,n,adj,antonym,complementary
any,all,n,alikeX,0.85,,,,,adj,antonym-secondary,complementary
anybody,everybody,n,alikeX,0.79,,,,,,co-hyponym,
anyone,everyone,n,alikeX,0.9,,,,,,co-hyponym,
anything,everything,n,alikeX,0.86,,,,,,co-hyponym,
anytime,anywhere,n,both,0.65,,0.84,,,,co-hyponym,
apart,together,n,both,0.54,paired,0.76,,n,adv,antonym,complementary
ape,man,n,alikeY,,,0.65,,,,co-hyponym,
apes,humans,n,both,0.69,,0.59,,n,noun,co-hyponym,
appellate,trial,n,alikeY,,,0.64,,n,adj,co-hyponym,
apples,oranges,n,alikeX,0.71,,,,,,co-hyponym,
appointed,elected,n,both,0.8,,0.89,,n,adj/verb,antonym,complementary
apprentice,master,n,both,0.88,,0.91,,,noun,antonym-secondary,complementary
approval,disapproval,y,alikeX,0.54,,,,,noun,antonym,scalar
approve,disapprove,y,alikeX,0.73,,,,n,verb,antonym,complementary
aquatic,terrestrial,n,both,0.92,,0.81,,n,adj,co-hyponym,multiple incompatibility
archaic,modern,n,both,0.56,,0.69,,n,adj,antonym-secondary,complementary
are,are,n,alikeX,0.53,paired,,,,,x-identical,
are,",",n,alikeY,,,0.74,,,,x-odd,
armed,unarmed,y,both,0.87,paired,0.62,paired,n,adj,antonym,complementary
around,in,n,alikeY,,,0.64,,n,other/preposition,co-hyponym,
arrival,departure,n,alikeX,0.7,,,,n,noun,antonym,reversive
arrivals,departures,n,both,0.83,,0.59,paired,n,noun,antonym,reversive
arrive,depart,n,alikeX,0.75,,,,,verb,antonym,reversive
arriving,departing,n,both,0.86,paired,0.63,paired,,verb,antonym,reversive
arrow,bow,n,alikeY,,,0.61,,,,co-hyponym,
artificially,naturally,y,alikeY,,,0.58,,n,adv,antonym,complementary
ascend,fall,n,alikeX,0.64,,,,,verb,antonym-secondary,reversive
ascending,descending,y,both,0.97,paired,0.79,paired,n,adj/verb,antonym,complementary
ascent,descent,y,both,0.95,,0.69,paired,n,noun,antonym,complementary
asked,answered,n,alikeX,0.63,,,,,verb,antonym,complementary
asks,answers,n,alikeX,0.55,,,,,verb,antonym,complementary
asleep,awake,y,both,0.92,paired,0.98,paired,n,adj,antonym,complementary
assailant,victim,n,both,0.77,,0.83,,n,noun,antonym,complementary
assailants,victims,n,both,0.57,,0.66,,,noun,antonym-secondary,complementary
assets,liabilities,n,alikeX,0.87,paired,,,n,noun,antonym,complementary
assists,goals,n,both,0.74,,0.98,,n,noun,co-hyponym,complementary
atmospheric,terrestrial,n,both,0.57,,0.52,,n,adj,co-hyponym,multiple incompatibility
atop,below,n,alikeX,0.57,,,,n,adv,antonym-secondary,complementary
attack,defense,n,both,0.82,,0.82,,,noun,antonym,converse
attacked,defended,n,alikeX,0.65,paired,,,,adj/verb,antonym,converse
attacker,victim,n,both,0.73,,0.8,,n,noun,antonym,complementary
attacking,defending,n,both,0.86,,0.87,,n,adj/verb,antonym,complementary
auditory,visual,n,both,0.71,,0.78,,n,adj,co-hyponym,
augmented,real,n,alikeY,,,0.8,,n,adj,antonym,scalar
auth,password,n,alikeX,0.52,,,,,,co-hyponym,
author,reader,n,alikeY,,,0.52,,,noun,antonym,complementary
authorized,unauthorized,y,alikeX,0.62,paired,,,,adj/verb,antonym,complementary
automated,human,n,alikeX,0.52,,,,,,co-hyponym,
automatic,manual,y,both,0.86,,0.95,,n,adj,antonym,scalar
autumn,spring,n,alikeY,,,0.6,,,,co-hyponym,multile incompatibility
avenues,streets,n,alikeY,,,0.61,,,,co-hyponym,
avid,casual,n,alikeX,0.56,,,,,adj,antonym-secondary,scalar
awake,asleep,y,both,0.76,paired,0.75,paired,n,adj,antonym,complementary
away,home,y,both,0.98,,0.68,,n,adj/adv,antonym,complementary
back,front,y,alikeX,0.59,paired,,,,adj/noun,antonym,complementary
backend,front,n,alikeY,,,0.71,,n,adj/noun,antonym-secondary,complementary
backs,forwards,n,both,0.67,,0.71,,,noun,antonym,complementary
backward,forward,y,both,0.85,,0.93,,n,adj/adv,antonym,complementary
backwards,forwards,n,both,0.96,,0.83,,n,adj/adv,antonym,complementary
bad,good,y,both,0.74,,0.99,,n,adj,antonym,scalar
balanced,fair,n,alikeY,,,0.88,,,,nym-near-synonym,
balances,checks,n,alikeY,,,0.99,,n,noun,other-conventional,
barley,wheat,n,both,0.66,paired,0.86,,n,noun,co-hyponym,
barren,fertile,n,alikeY,,,0.82,,n,adj,antonym,complementary
basic,advanced,n,alikeX,0.51,,,,,,co-hyponym,
basically,",",n,alikeY,,,0.81,,,,x-odd,
bass,drum,n,alikeY,,,0.54,,,,other-conventional,
baths,showers,n,both,0.56,,0.66,,n,noun,co-hyponym,
bats,pitchers,n,alikeY,,,0.63,,,,other-related,
batter,pitcher,n,both,0.85,,0.88,,n,noun,antonym,complementary
batters,pitchers,n,both,0.87,,0.84,,n,noun,antonym,complementary
batting,pitching,n,both,0.53,,0.57,,n,verb,antonym,complementary
beast,man,n,both,0.63,,0.88,,n,noun,co-hyponym,
bedrooms,bathrooms,n,alikeX,0.68,,,,,,co-hyponym,
beers,wines,n,alikeY,,,0.57,,,,co-hyponym,
before,after,n,alikeX,0.93,paired,,,n,adv,antonym-temporal,complementary
began,ended,n,alikeX,0.61,,,,n,verb,antonym,complementary
begin,end,y,alikeX,0.85,,,,n,verb,antonym,complementary
beginner,expert,n,alikeX,0.56,,,,,noun,antonym,scalar
beginners,experts,n,alikeX,0.57,,,,,noun,antonym,scalar
beginning,end,n,both,0.51,paired,0.62,paired,n,noun,antonym,complementary
beginnings,endings,n,both,0.59,paired,0.84,paired,,noun,antonym,complementary
begins,ends,n,both,0.96,,0.52,,n,verb,antonym,complementary
behaves,looks,n,both,0.61,,0.85,,,,contrast-conceptual,
behind,front,n,alikeY,,,0.54,,,adj,antonym,complementary
believer,atheist,n,both,0.59,,0.6,,n,noun,antonym,complementary
believers,skeptics,n,both,0.88,paired,0.65,paired,n,noun,antonym,complementary
below,above,y,both,0.87,paired,0.96,paired,n,adj/adv,antonym,complementary
bench,starters,n,both,0.72,,0.71,,,,opposition-indirect,
beneath,above,n,both,0.93,,0.96,,n,adj/adv,antonym,complementary
benefit,cost,n,alikeY,,,0.54,,,noun,antonym,scalar
best,worst,y,both,0.91,paired,0.77,paired,n,adj,antonym,scalar
beta,alpha,n,both,0.84,paired,0.95,,n,adj,co-hyponym,
better,worse,y,both,0.95,paired,0.67,paired,n,adj,antonym,scalar
beverage,food,n,both,0.59,,0.94,,n,noun,antonym,complementary
beverages,food,n,alikeY,,,0.68,,n,noun,antonym,complementary
big,small,y,both,0.91,,0.78,paired,n,adj,antonym,scalar
bigger,smaller,n,both,0.69,,0.71,,n,adj,antonym,scalar
biggest,smallest,n,both,0.68,,0.77,,n,adj,antonym,scalar
bikes,cars,n,both,0.56,,0.72,,n,noun,co-hyponym,
billions,millions,n,both,0.64,,0.61,,n,noun,co-hyponym-numeric,
birth,death,y,both,0.86,,0.77,,,noun,antonym,complementary
births,deaths,n,both,0.92,,0.74,paired,n,noun,antonym,complementary
bisexual,straight,n,alikeY,,,0.6,,,,co-hyponym,
bite,bark,n,alikeY,,,0.59,,,,contrast-conceptual,
black,white,y,both,0.94,paired,0.94,paired,n,adj,antonym,complementary
blacks,whites,n,both,0.98,paired,0.94,paired,n,noun,antonym,complementary
blah,blah,n,alikeY,,,0.63,paired,y,adj,x-identical,
bless,curse,y,alikeX,0.58,,,,n,verb,antonym,complementary
blessing,curse,n,alikeX,0.6,,,,n,noun,antonym,complementary
blind,blind,n,alikeY,,,0.54,paired,,,x-identical,
blood,flesh,n,alikeY,,,0.84,,,,other-conventional,
body,mind,n,both,0.54,paired,0.71,paired,n,noun,antonym,complementary
bolts,nuts,n,alikeY,,,0.82,,,,co-hyponym,
bombings,shootings,n,alikeY,,,0.59,,n,noun,co-hyponym,
bonds,stocks,n,alikeY,,,0.72,,n,noun,co-hyponym,
boom,bust,n,both,0.98,,0.54,paired,n,noun,antonym,complementary
borough,city,n,alikeY,,,0.53,,n,noun,co-hyponym,
borrower,lender,y,both,0.61,paired,0.71,paired,,noun,antonym,complementary
borrowers,lenders,n,both,0.71,paired,0.84,,,noun,antonym,converse
bot,human,n,both,0.58,,0.84,,n,noun,co-hyponym,
bother,friend,n,alikeY,,,0.51,,,,opposition-indirect,
bothers,friends,n,alikeY,,,0.81,,,,opposition-indirect,
bots,humans,n,both,0.59,,0.64,,,,co-hyponym,
bottles,cans,n,alikeY,,,0.74,paired,n,noun,co-hyponym,
bottom,top,y,both,0.9,paired,0.97,paired,n,adj,antonym,scalar
bought,sold,n,alikeX,0.54,,,,,adj/verb,antonym,complementary
bourgeoisie,proletariat,n,both,0.56,,0.52,,n,noun,antonym,complementary
bow,arrow,n,alikeX,0.73,,,,,,co-hyponym,
bows,arrows,n,alikeX,0.9,,,,n,noun,co-hyponym,
boyfriend,girlfriend,n,both,0.74,,0.63,paired,n,noun,antonym,complementary
boys,girls,n,both,0.89,paired,0.76,paired,n,noun,antonym,complementary
braking,acceleration,n,both,0.64,,0.68,,,noun,antonym,scalar
breadth,depth,n,alikeX,0.54,,,,,noun,antonym,complementary
breakfast,dinner,n,both,0.61,,0.59,,n,noun,co-hyponym,
bred,born,n,alikeY,,,0.8,,,,other-conventional,
brethren,sisters,n,alikeX,0.6,,,,,noun,antonym-secondary,complementary
bride,groom,n,both,0.99,paired,0.94,paired,n,noun,antonym,complementary
brief,long,n,alikeY,,,0.64,,n,adj,antonym,scalar
brightest,best,n,alikeY,,,0.89,,n,adj,other-conventional,
broad,narrow,n,both,0.65,,0.62,,n,adj,antonym,scalar
broadcast,print,n,alikeY,,,0.75,,,,co-hyponym,
broke,rich,n,alikeY,,,0.57,,,adj,antonym-secondary,scalar
brother,sister,y,both,0.9,,0.59,paired,n,noun,antonym,complementary
brothers,sisters,n,both,0.92,paired,0.71,paired,,noun,antonym,complementary
brown,white,n,both,0.56,,0.8,,,,co-hyponym,
brunch,dinner,n,alikeX,0.74,,,,n,noun,co-hyponym,
bullied,bullied,n,alikeY,,,0.52,paired,,,x-identical,
bumps,bruises,n,alikeX,0.82,,,,,,co-hyponym,
burglary,theft,n,alikeY,,,0.52,,n,noun,co-hyponym,
bushes,trees,n,alikeY,,,0.58,,n,noun,co-hyponym,
bust,boom,n,alikeY,,,0.97,paired,n,noun,antonym,complementary
butter,bread,n,alikeY,,,0.56,,,,co-hyponym,
buy,sell,y,both,0.92,,0.58,paired,n,verb,antonym,converse
buyer,seller,n,both,0.97,paired,0.72,paired,n,noun,antonym,converse
buyers,sellers,n,both,0.97,paired,0.79,paired,n,noun,antonym,converse
buying,selling,n,both,0.88,paired,0.57,paired,n,verb,antonym,converse
buys,sells,n,alikeX,0.87,,,,n,verb,antonym,converse
by,large,n,alikeX,0.6,,,,,,other-conventional,
bye,hello,n,alikeX,0.57,,,,,other/interjection,antonym,complementary
cable,satellite,n,alikeX,0.6,,,,n,adj,co-hyponym,
came,went,n,alikeX,0.65,,,,,verb,antonym,
canine,human,n,both,0.86,,0.89,,n,adj,co-hyponym,
canned,bottled,n,both,0.64,,0.53,,n,adj,co-hyponym,
cans,bottles,n,both,0.88,,0.93,paired,n,noun,co-hyponym,
cant,can,n,alikeY,,,0.67,,n,verb,antonym,complementary
capitalism,socialism,y,alikeY,,,0.63,paired,n,noun,co-hyponym,
carbohydrate,protein,n,both,0.63,,0.63,,n,noun,co-hyponym,
carbohydrates,proteins,n,alikeY,,,0.56,,,,co-hyponym,
cargo,passengers,n,alikeY,,,0.53,,,,co-hyponym,
carriage,horse,n,alikeY,,,0.94,,n,noun,other-related,
carrot,stick,n,alikeX,0.51,,,,n,noun,other-conventional,
cast,crew,n,alikeX,0.93,,,,,,co-hyponym,
casual,professional,n,both,0.51,,0.59,,,,co-hyponym,
cat,dog,n,alikeY,,,0.73,,n,noun,co-hyponym,
catcher,pitcher,n,both,0.73,,0.79,,n,noun,antonym,complementary
catching,throwing,n,both,0.51,,0.73,,n,verb,antonym,converse
cats,dogs,n,both,0.8,paired,0.9,paired,n,noun,co-hyponym,
caucuses,primaries,n,both,0.54,paired,0.71,paired,n,noun,co-hyponym,
cause,effect,n,alikeX,0.9,paired,,,n,noun,antonym,complementary
cavalry,infantry,n,both,0.9,,0.91,,n,noun,co-hyponym,
cease,des,n,alikeX,0.67,,,,,partial token,x-none,
ceiling,floor,n,alikeX,0.62,,,,n,noun,antonym,complementary
ceilings,walls,n,alikeY,,,0.7,,n,noun,co-hyponym,
celestial,terrestrial,n,both,0.54,,0.51,,n,adj,co-hyponym,multiple incompatibility
center,left,n,alikeY,,,0.61,,,,co-hyponym,
centralized,decentralized,y,alikeX,0.55,,,,n,adj/verb,antonym,complementary
centrally,locally,n,both,0.54,,0.65,,n,adv,antonym,scalar
centre,left,n,alikeY,,,0.53,,,,co-hyponym,
cents,dollars,n,alikeX,0.59,,,,n,noun,co-hyponym,
chained,free,n,alikeY,,,0.55,,,adj,antonym-secondary,complementary
challenges,opportunities,n,alikeX,0.52,,,,,noun,antonym-secondary,complementary
chances,goals,n,alikeY,,,0.52,,,,co-hyponym,
chaos,order,n,both,0.53,paired,0.59,,,noun,antonym,scalar
charged,acquitted,n,alikeX,0.74,,,,,,co-hyponym,
cheaper,more,n,alikeX,0.58,,,,,,proform,
cheek,tongue,n,alikeY,,,0.88,,,,co-hyponym,
chemistry,physics,n,alikeY,,,0.52,,,,co-hyponym,
chemotherapy,radiation,n,alikeX,0.54,,,,,,co-hyponym,
child,adult,n,alikeX,0.72,paired,,,n,noun,antonym,multiple incompatibility
childhood,adulthood,n,alikeX,0.66,,,,,noun,antonym,complementary
children,adults,n,both,0.77,paired,0.53,paired,n,noun,antonym,multiple incompatibility
chimpanzees,humans,n,both,0.55,,0.51,,,,co-hyponym,
choose,pick,n,alikeY,,,0.91,,,,other-conventional,
chronic,acute,y,both,0.88,paired,0.89,,n,adj,antonym,complementary
church,state,n,alikeX,0.72,,,,,,co-hyponym,
cider,beer,n,both,0.51,,0.63,,n,noun,co-hyponym,
cis,trans,n,both,0.78,paired,0.72,paired,n,adj,antonym,complementary
civil,military,n,alikeY,,,0.62,,,adj,antonym-secondary,complementary
civilian,military,y,both,0.85,,0.8,,n,adj,antonym,complementary
class,race,n,alikeY,,,0.79,,n,noun,co-hyponym,
classic,modern,n,alikeX,0.52,,,,,adj,antonym-secondary,complementary
classical,modern,n,both,0.67,,0.75,,n,adj,antonym,scalar
clean,dirty,y,both,0.61,paired,0.74,paired,n,adj,antonym,scalar
closed,open,y,both,0.57,paired,0.89,paired,n,adj,antonym,scalar
closing,opening,y,both,0.51,paired,0.9,,n,verb,antonym,scalar
clothed,naked,n,both,0.57,paired,0.6,paired,,adj,antonym,complementary
cloudy,sunny,n,both,0.53,,0.79,,n,adj,co-hyponym,
coach,player,n,both,0.79,,0.88,paired,n,noun,co-hyponym,
coaches,players,n,both,0.8,,0.78,,n,noun,co-hyponym,
coastal,inland,y,both,0.64,,0.66,paired,n,adj,antonym,complementary
cocoa,coffee,n,alikeY,,,0.56,,,,co-hyponym,
cold,hot,y,alikeY,,,0.74,paired,n,adj,antonym,scalar
colder,warmer,n,both,0.51,paired,0.75,paired,n,adj,antonym,scalar
collective,individual,n,both,0.93,,0.93,,n,adj,antonym,complementary
collectively,individually,n,both,0.95,paired,0.97,paired,n,adv,antonym,complementary
collegiate,professional,n,both,0.6,,0.57,,,,co-hyponym,
colored,white,n,both,0.82,,0.94,,n,adj,co-hyponym,
combo,single,n,alikeY,,,0.57,,n,adj/noun,contrast-group-individual ,
come,go,y,alikeX,0.92,,,,n,verb,antonym,complementary
comedic,serious,n,alikeY,,,0.54,,n,adj,antonym,scalar
comes,goes,n,alikeX,0.65,,,,n,verb,antonym,complementary
coming,going,n,alikeX,0.89,paired,,,n,verb,antonym,complementary
communism,capitalism,n,both,0.7,,0.55,,n,noun,co-hyponym,
communist,capitalist,n,alikeX,0.65,,,,n,adj/noun,co-hyponym,
complex,simple,y,alikeY,,,0.83,,n,adj,antonym,scalar
complicated,simple,n,alikeY,,,0.77,,n,adj,antonym,scalar
compliment,insult,n,alikeX,0.54,,,,,noun,antonym,scalar
compulsory,voluntary,n,both,0.6,,0.55,,,adj,antonym,scalar
con,pro,y,alikeY,,,0.99,,n,noun,antonym,complementary
conditions,terms,n,alikeY,,,0.65,,,,other-conventional,
confess,deny,n,alikeX,0.5,,,,,verb,antonym-secondary,complementary
confirm,deny,n,alikeX,0.96,,,,n,verb,antonym,complementary
confirming,denying,n,alikeX,0.87,,,,,verb,antonym,complementary
confirms,denies,n,alikeX,0.8,,,,,verb,antonym,complementary
confirms,rumors,n,alikeY,,,0.64,,,,other-related,
cons,pros,n,both,0.98,,0.99,,n,noun,antonym,complementary
conscious,unconscious,y,both,0.72,paired,0.58,paired,,adj,antonym,scalar
consciously,unconsciously,y,both,0.88,paired,0.56,paired,n,adv,antonym,complementary
conservatism,liberalism,n,both,0.71,paired,0.81,paired,n,noun,antonym,scalar
conservative,liberal,y,both,0.88,paired,0.94,paired,n,noun,antonym,scalar
conservatives,liberals,n,both,0.8,paired,0.87,paired,n,noun,antonym,scalar
considerable,small,n,alikeY,,,0.58,,,adj,antonym-secondary,scalar
console,PC,n,both,0.75,,0.57,,n,noun,co-hyponym,
constructive,destructive,y,both,0.72,,0.5,,,adj,antonym,scalar
consulate,embassy,n,alikeY,,,0.55,,n,noun,co-hyponym,
consumption,production,n,alikeY,,,0.52,,,noun,antonym-secondary,
contaminated,clean,n,alikeY,,,0.59,,,adj,antonym-secondary,scalar
contra,pro,n,both,0.79,,0.96,,n,adv,antonym-secondary,complementary
contraction,expansion,y,both,0.64,,0.81,,n,noun,antonym,scalar
contrast,compare,n,alikeY,,,0.82,,,,other-conventional,
contributor,reader,n,alikeY,,,0.64,,,,co-hyponym,
contributors,readers,n,both,0.62,,0.53,,,,co-hyponym,
convertible,sedan,n,alikeY,,,0.52,,,,co-hyponym,
cooked,raw,y,both,0.77,,0.92,,n,adj,antonym,scalar
cooled,heated,n,alikeY,,,0.51,,n,adj/verb,antonym,scalar
cooling,heating,n,alikeY,,,0.85,,n,adj/verb,antonym,scalar
copies,originals,n,alikeX,0.5,,,,n,noun,antonym,complementary
copy,paste,n,alikeX,0.68,,,,,,co-hyponym,
copy,original,n,alikeY,,,0.63,,n,noun,antonym,complementary
cornerback,receiver,n,both,0.61,,0.7,,n,noun,co-hyponym,
corporation,individual,n,both,0.57,,0.79,,n,noun,contrast-group-individual ,
correct,incorrect,y,alikeX,0.68,paired,,,,adj,antonym,complementary
correctly,incorrectly,y,alikeX,0.84,paired,,,,adv,antonym,complementary
corrupt,honest,n,alikeY,,,0.54,,,adj,antonym-secondary,scalar
counties,cities,n,alikeY,,,0.73,,n,noun,co-hyponym,
countryside,city,n,both,0.6,,0.73,,n,noun,antonym,complementary
county,city,n,alikeY,,,0.72,,n,noun,co-hyponym,
coupled,single,n,both,0.51,,0.59,,n,adj,antonym,complementary
couples,singles,n,both,0.53,paired,0.75,,n,noun,antonym,complementary
covert,overt,y,alikeY,,,0.74,paired,n,adj,antonym,complementary
cowardly,brave,y,alikeY,,,0.62,,,adj,antonym,scalar
crafts,arts,n,alikeY,,,0.71,,,,other-conventional,
crawling,walking,n,both,0.53,,0.64,,n,verb,co-hyponym,
crazy,sane,n,alikeX,0.5,,,,,adj,antonym,scalar
creates,destroys,n,alikeX,0.58,,,,,verb,antonym,complementary
creditor,debtor,y,alikeX,0.66,paired,,,n,noun,antonym,converse
creed,race,n,alikeY,,,0.5,,,,co-hyponym,
criticism,praise,n,both,0.53,,0.83,paired,n,noun,antonym,scalar
criticisms,praise,n,alikeY,,,0.57,,,noun,antonym,scalar
critique,praise,n,alikeY,,,0.72,,n,noun,antonym,scalar
critiques,praise,n,alikeY,,,0.55,,,noun,antonym-secondary,scalar
crying,laughing,n,both,0.64,paired,0.82,paired,n,verb,antonym,scalar
crypto,fiat,n,both,0.64,,0.65,,n,adj,antonym-secondary,complementary
culprit,victim,n,both,0.72,,0.76,,n,noun,antonym,complementary
curly,straight,y,both,0.69,,0.87,,n,adj,antonym,scalar
current,past,n,alikeY,,,0.53,,,,co-hyponym-temporal,
curse,blessing,n,alikeY,,,0.55,,n,noun,antonym,complementary
cursed,blessed,y,both,0.81,,0.87,,n,adj/verb,antonym,complementary
curved,straight,y,alikeY,,,0.56,,n,adj,antonym,scalar
cyclist,pedestrian,n,both,0.66,paired,0.51,,n,noun,co-hyponym,
cyclists,pedestrians,n,both,0.63,paired,0.52,,,,co-hyponym,
dad,mom,n,alikeY,,,0.68,,n,noun,antonym,complementary
dads,moms,n,alikeY,,,0.79,,n,noun,antonym,complementary
dagger,sword,n,alikeY,,,0.6,,,,co-hyponym,
dairy,meat,n,both,0.58,,0.72,,n,noun,co-hyponym,
damp,dry,n,both,0.66,,0.72,,n,adj,antonym-secondary,scalar
