Seed,Mask,InWordNet,Cxn,ProbX,HasPairX,ProbY,HasPairY,WordsMatch,POS,NymType,AntonymType
bitter,sweet,n,versusY,,,0.78,,n,,co-hyponym,
black,white,y,both,0.84,paired,0.83,paired,n,adj,antonym,complementary
blacks,whites,n,both,0.97,paired,0.86,paired,n,noun,antonym,complementary
blah,blah,n,versusY,,,0.68,paired,y,adj,x-identical,
blink,blink,n,versusX,0.59,paired,,,y,,x-identical,
blow,blow,n,versusX,0.62,paired,,,y,,x-identical,
bolts,screws,n,versusY,,,0.52,,n,noun,co-hyponym,
bonus,salary,n,versusX,0.58,,,,n,noun,co-hyponym,
boom,bust,n,versusX,0.96,,,,n,noun,antonym,complementary
borrower,lender,y,both,0.65,paired,0.54,paired,n,noun,antonym,complementary
bot,human,n,versusY,,,0.7,,n,noun,co-hyponym,
bots,humans,n,both,0.66,,0.52,,n,,co-hyponym,
bottles,cans,n,versusY,,,0.58,paired,n,noun,co-hyponym,
bottom,top,y,both,0.6,paired,0.79,,n,adj,antonym,scalar
bourgeoisie,proletariat,n,both,0.6,,0.8,,n,noun,antonym,complementary
bout,bout,n,versusY,,,0.57,paired,y,,x-identical,
bows,arrows,n,versusX,0.64,,,,n,noun,co-hyponym,
boy,girl,y,versusY,,,0.82,paired,n,noun,antonym,complementary
boyfriend,girlfriend,n,both,0.84,,0.6,paired,n,noun,antonym,complementary
boys,girls,n,both,0.9,paired,0.92,paired,n,noun,antonym,complementary
braking,acceleration,n,both,0.79,,0.77,,n,noun,antonym,scalar
branded,generic,n,versusX,0.51,paired,,,n,adj,antonym-secondary,complementary
breastfeeding,formula,n,versusX,0.79,,,,n,noun,antonym-secondary,complementary
bride,groom,n,both,0.91,,0.83,paired,n,noun,antonym,complementary
bro,bro,n,both,0.62,paired,0.7,paired,y,,x-identical,
bronze,gold,n,versusY,,,0.5,,n,,co-hyponym,
brother,sister,y,versusY,,,0.5,paired,n,noun,antonym,complementary
brothers,sisters,n,both,0.63,paired,0.54,paired,n,noun,antonym,complementary
brunch,dinner,n,versusX,0.52,,,,n,noun,co-hyponym,
bull,bear,y,versusX,0.89,paired,,,n,noun,antonym-secondary,complementary
bullied,bullied,n,both,0.55,paired,0.56,paired,y,,x-identical,
bullish,neutral,n,versusY,,,0.67,,n,,co-hyponym,
bulls,bears,n,versusX,0.91,paired,,,n,noun,antonym-secondary,complementary
bully,bully,n,versusX,0.51,paired,,,y,,x-identical,
burglary,theft,n,versusY,,,0.54,,n,noun,co-hyponym,
busiest,busiest,n,versusY,,,0.88,paired,y,,x-identical,
bust,boom,n,versusY,,,0.85,,n,noun,antonym,complementary
buy,sell,y,versusX,0.55,,,,n,verb,antonym,converse
buy,hold,n,versusY,,,0.59,paired,n,,co-hyponym,
buyer,seller,n,both,0.85,paired,0.93,paired,n,noun,antonym,converse
buyers,sellers,n,both,0.86,paired,0.86,paired,n,noun,antonym,converse
buying,selling,n,both,0.72,,0.57,paired,n,verb,antonym,converse
buys,sells,n,versusX,0.77,,,,n,verb,antonym,converse
by,by,n,versusX,0.55,paired,,,y,,x-identical,
byte,byte,n,versusY,,,0.53,paired,y,,x-identical,
ca,ca,n,versusX,0.52,paired,,,y,,x-identical,
cable,satellite,n,versusX,0.52,,,,n,adj,co-hyponym,
calling,texting,n,versusY,,,0.8,,n,,co-hyponym,
canned,bottled,n,both,0.57,,0.68,,n,adj,co-hyponym,
cans,bottles,n,both,0.76,,0.73,paired,n,noun,co-hyponym,
capitalism,socialism,y,versusY,,,0.6,paired,n,noun,co-hyponym,
capture,kill,n,versusY,,,0.56,,n,,co-hyponym,
carbohydrate,protein,n,both,0.74,,0.56,,n,noun,co-hyponym,
carbs,protein,n,versusY,,,0.53,,n,,co-hyponym,
carrier,carrier,n,versusX,0.68,paired,,,y,,x-identical,
case,case,n,versusX,0.62,paired,,,y,,x-identical,
cat,dog,n,versusY,,,0.74,paired,n,noun,co-hyponym,
catcher,pitcher,n,both,0.62,,0.63,,n,noun,antonym,complementary
cats,dogs,n,both,0.75,paired,0.86,paired,n,noun,co-hyponym,
caucuses,primaries,n,versusY,,,0.87,,n,noun,co-hyponym,
causation,correlation,n,both,0.61,,0.87,,n,noun,contrast-conceptual,
cause,effect,n,versusX,0.7,,,,n,noun,antonym,complementary
cavalry,infantry,n,both,0.67,,0.6,,n,noun,co-hyponym,
ceiling,floor,n,versusX,0.53,,,,n,noun,antonym,complementary
celestial,terrestrial,n,both,0.6,,0.57,,n,adj,co-hyponym,multiple incompatibility
cell,cell,n,versusY,,,0.61,paired,y,,x-identical,
center,left,n,versusY,,,0.51,,n,,co-hyponym,
centimeters,inches,n,versusX,0.51,,,,n,,co-hyponym,
centralized,decentralized,y,versusY,,,0.52,paired,n,adj/verb,antonym,complementary
century,century,n,versusX,0.55,paired,,,y,,x-identical,
chairman,CEO,n,versusY,,,0.62,,n,,co-hyponym,
challenges,opportunities,n,versusY,,,0.54,,n,noun,antonym-secondary,complementary
champ,champ,n,both,0.88,paired,0.72,paired,y,,x-identical,
champion,champion,n,versusX,0.6,paired,,,y,,x-identical,
chaos,order,n,versusX,0.59,,,,n,noun,antonym,scalar
checkpoint,checkpoint,n,versusX,0.61,paired,,,y,,x-identical,
checks,cash,n,versusY,,,0.54,,n,,co-hyponym,
chemotherapy,radiation,n,versusX,0.54,,,,n,,co-hyponym,
child,adult,n,both,0.54,,0.65,,n,noun,antonym,multiple incompatibility
children,adults,n,both,0.57,,0.58,,n,noun,antonym,multiple incompatibility
chimpanzees,humans,n,versusX,0.52,,,,n,,co-hyponym,
chronic,acute,y,both,0.77,,0.93,paired,n,adj,antonym,complementary
church,state,n,versusX,0.69,,,,n,,co-hyponym,
cider,beer,n,versusY,,,0.51,,n,noun,co-hyponym,
cis,trans,n,versusX,0.54,paired,,,n,adj,antonym,complementary
civil,criminal,n,versusY,,,0.74,paired,n,adj,antonym,complementary
civilian,military,y,both,0.69,,0.72,paired,n,adj,antonym,complementary
clan,clan,n,both,0.97,paired,0.91,paired,y,,x-identical,
clans,clans,n,both,0.82,paired,0.68,paired,y,,x-identical,
classical,modern,n,both,0.69,,0.64,,n,adj,antonym,scalar
clinics,hospitals,n,versusY,,,0.51,,n,,co-hyponym,
closed,open,y,versusY,,,0.78,,n,adj,antonym,scalar
cloudy,sunny,n,both,0.6,paired,0.6,paired,n,adj,co-hyponym,
club,club,n,versusY,,,0.76,paired,y,,x-identical,
coach,player,n,versusY,,,0.67,,n,noun,co-hyponym,
coaches,players,n,versusY,,,0.51,,n,noun,co-hyponym,
coast,coast,n,versusX,0.98,paired,,,y,,x-identical,
coastal,inland,y,both,0.51,,0.76,,n,adj,antonym,complementary
coffee,tea,n,versusX,0.69,paired,,,n,noun,co-hyponym,
coincidence,causation,n,versusX,0.55,,,,n,,other-related,
colder,warmer,n,versusY,,,0.76,paired,n,adj,antonym,scalar
collective,individual,n,both,0.72,,0.78,,n,adj,antonym,complementary
columns,rows,n,versusY,,,0.5,,n,noun,antonym,complementary
combo,single,n,versusY,,,0.71,,n,adj/noun,contrast-group-individual ,
comedic,serious,n,versusY,,,0.68,,n,adj,antonym,scalar
comedy,drama,n,versusX,0.51,,,,n,noun,co-hyponym,
comma,period,n,versusY,,,0.58,,n,,co-hyponym,
command,control,n,versusX,0.66,,,,n,,other-conventional,
commercial,residential,n,versusY,,,0.58,paired,n,adj,antonym-secondary,complementary
communism,capitalism,n,both,0.83,,0.61,,n,noun,co-hyponym,
communist,capitalist,n,versusX,0.72,,,,n,adj/noun,co-hyponym,
complete,incomplete,y,versusY,,,0.57,,n,adj,antonym,complementary
completely,partially,n,versusY,,,0.66,,n,adv,antonym,scalar
complex,simple,y,versusX,0.54,paired,,,n,adj,antonym,scalar
complicated,simple,n,versusY,,,0.61,,n,adj,antonym,scalar
computer,human,n,versusY,,,0.52,,n,,co-hyponym,
con,pro,y,versusY,,,0.89,,n,noun,antonym,complementary
cons,pros,n,both,0.85,paired,0.98,,n,noun,antonym,complementary
conscious,unconscious,y,both,0.6,paired,0.5,paired,n,adj,antonym,scalar
consciously,unconsciously,y,versusX,0.57,paired,,,n,adv,antonym,complementary
conservatism,liberalism,n,both,0.76,,0.78,,n,noun,antonym,scalar
conservative,liberal,y,both,0.68,paired,0.88,paired,n,noun,antonym,scalar
conservatives,liberals,n,both,0.64,paired,0.67,paired,n,noun,antonym,scalar
console,PC,n,both,0.82,,0.73,,n,noun,co-hyponym,
consoles,PC,n,versusY,,,0.51,,n,,co-hyponym,
continent,continent,n,versusX,0.55,paired,,,y,,x-identical,
contra,pro,n,versusY,,,0.79,,n,adv,antonym-secondary,complementary
contraception,abortion,n,versusY,,,0.51,,n,,other-related,
contrast,compare,n,versusY,,,0.58,,n,,nym-near-synonym,
contrasting,comparing,n,versusY,,,0.63,,n,,other-conventional,
convicted,acquitted,n,versusX,0.57,,,,n,verb,antonym,complementary
cooked,raw,y,both,0.62,,0.91,,n,adj,antonym,scalar
cooler,warmer,n,versusY,,,0.61,,n,adj,antonym,scalar
cooling,heating,n,both,0.74,paired,0.95,,n,adj/verb,antonym,scalar
copper,gold,n,versusX,0.54,,,,n,,co-hyponym,
copy,original,n,both,0.82,,0.52,,n,noun,antonym,complementary
corn,wheat,n,versusX,0.7,,,,n,,co-hyponym,
corp,corp,n,versusX,0.51,paired,,,y,,x-identical,
corporation,individual,n,versusY,,,0.51,,n,noun,contrast-group-individual ,
correctly,incorrectly,y,versusY,,,0.53,paired,n,adv,antonym,complementary
counter,counter,n,both,0.85,paired,0.8,paired,y,,x-identical,
country,country,n,versusX,0.54,paired,,,y,,x-identical,
countryside,city,n,versusY,,,0.56,,n,noun,antonym,complementary
county,city,n,versusY,,,0.73,,n,noun,co-hyponym,
coupled,single,n,versusY,,,0.65,,n,adj,antonym,complementary
couples,singles,n,both,0.63,,0.71,,n,noun,antonym,complementary
crafts,arts,n,versusY,,,0.82,,n,,co-hyponym,
crawling,walking,n,both,0.73,,0.69,,n,verb,co-hyponym,
creature,creature,n,versusX,0.76,paired,,,y,,x-identical,
criminal,civil,n,both,0.6,,0.64,paired,n,adj,antonym,complementary
crit,crit,n,versusX,0.55,paired,,,y,,x-identical,
crude,Brent,n,versusX,0.64,,,,n,,co-hyponym,
crypto,fiat,n,versusX,0.54,,,,n,adj,antonym-secondary,complementary
curly,straight,y,both,0.74,,0.76,,n,adj,antonym,scalar
currencies,USD,n,versusX,0.54,,,,n,,nym-hyponym,
curse,blessing,n,versusY,,,0.55,,n,noun,antonym,complementary
dad,mom,n,versusY,,,0.67,,n,noun,antonym,complementary
dads,moms,n,versusY,,,0.73,,n,noun,antonym,complementary
dag,dag,n,versusX,0.5,paired,,,y,,x-identical,
damp,dry,n,both,0.72,,0.81,,n,adj,antonym-secondary,scalar
dark,light,y,both,0.86,paired,0.91,,n,adj/noun,antonym,scalar
darker,lighter,n,both,0.69,,0.71,,n,adj,antonym,scalar
darkest,darkest,n,versusY,,,0.53,paired,y,,x-identical,
darkness,light,n,both,0.89,,0.93,,n,noun,antonym,scalar
daughter,mother,n,versusY,,,0.6,,n,,co-hyponym,
daughters,sons,n,both,0.58,paired,0.63,,n,noun,antonym,complementary
day,day,n,both,0.51,paired,0.51,paired,y,,x-identical,
daytime,nighttime,n,both,0.74,paired,0.86,paired,n,noun,antonym,complementary
dead,alive,y,versusY,,,0.5,paired,n,adj,antonym,complementary
deaf,hearing,y,both,0.69,,0.67,,n,adj,antonym,scalar
debit,credit,y,both,0.9,,0.68,,n,noun,antonym,complementary
debt,equity,n,versusX,0.53,,,,n,noun,antonym-secondary,complementary
debtor,creditor,y,both,0.87,,0.69,,n,noun,antonym,converse
decade,decade,n,versusX,0.79,paired,,,y,,x-identical,
deceased,living,n,versusY,,,0.51,,n,adj,antonym,complementary
decentral,centralized,n,versusX,0.69,,,,n,adj,antonym,complementary
decentralized,centralized,y,both,0.79,,0.82,paired,n,adj/verb,antonym,complementary
deck,deck,n,versusX,0.56,paired,,,y,,x-identical,
decks,decks,n,both,0.67,paired,0.7,paired,y,,x-identical,
decode,encode,y,versusY,,,0.63,,n,verb,antonym,reversive
decoding,encoding,n,versusY,,,0.77,,n,verb,antonym,reversive
decrease,increase,y,versusY,,,0.89,paired,n,noun/verb,antonym,scalar
decreased,increased,y,versusY,,,0.61,,n,adj/verb,antonym,scalar
decreases,increases,n,versusY,,,0.84,,n,verb,antonym,scalar
decreasing,increasing,y,versusY,,,0.55,,n,verb,antonym,scalar
deeds,words,n,versusY,,,0.84,,n,noun,contrast-conceptual,complementary
defeat,victory,y,versusY,,,0.7,,n,noun,antonym,complementary
defeats,wins,n,versusY,,,0.8,,n,noun,antonym,complementary
defence,offence,y,both,0.65,paired,0.54,paired,n,noun,antonym,complementary
defend,attack,y,versusY,,,0.54,,n,verb,antonym,reversive
defendant,defendant,n,versusX,0.52,paired,,,y,,x-identical,
defendant,plaintiff,y,versusY,,,0.57,paired,n,noun,antonym,complementary
defending,attacking,n,versusY,,,0.58,,n,adj/verb,antonym,reversive
defense,offense,y,both,0.92,paired,0.95,paired,n,noun,antonym,complementary
defenses,offenses,n,both,0.68,,0.75,,n,noun,antonym,complementary
defensive,offensive,y,both,0.71,paired,0.94,paired,n,adj,antonym,complementary
defensively,offensively,y,versusY,,,0.71,,n,adv,antonym,complementary
deficit,surplus,n,versusY,,,0.51,paired,n,noun,antonym,complementary
deflation,inflation,y,both,0.81,,0.71,,n,noun,antonym,complementary
delusion,reality,n,versusX,0.54,,,,n,,co-hyponym,
demand,supply,y,both,0.74,paired,0.78,paired,n,noun,antonym,complementary
democrat,republican,n,both,0.88,paired,0.78,paired,n,noun,co-hyponym,complementary
demonic,human,n,versusX,0.54,,,,n,,co-hyponym,
demonstrators,police,n,both,0.83,,0.52,,n,,co-hyponym,
deny,confirm,n,versusY,,,0.82,,n,verb,antonym,complementary
departing,arriving,n,versusY,,,0.67,,n,adj/verb,antonym,reversive
departure,arrival,n,versusY,,,0.66,,n,noun,antonym,reversive
deposit,loan,n,versusX,0.73,,,,n,,co-hyponym,
deposits,loans,n,both,0.63,,0.54,,n,noun,co-hyponym,
derby,derby,n,versusY,,,0.52,paired,y,,x-identical,
descending,ascending,y,both,0.81,paired,0.95,paired,n,adj/verb,antonym,complementary
despair,hope,y,versusY,,,0.69,,n,noun,antonym,scalar
destroyer,cruiser,n,versusY,,,0.64,,n,noun,co-hyponym,
detain,release,n,both,0.58,,0.68,,n,verb,antonym,complementary
deteriorated,improved,n,versusY,,,0.54,,n,verb,antonym,scalar
detract,add,n,versusY,,,0.5,,n,verb,antonym-secondary,scalar
detriment,benefit,n,both,0.62,,0.65,,n,noun,antonym,scalar
developed,emerging,n,versusY,,,0.51,paired,n,,co-hyponym,
deviation,mean,n,both,0.72,,0.82,,n,,co-hyponym,
deviations,mean,n,versusX,0.54,,,,n,,co-hyponym,
df,df,n,versusX,0.92,paired,,,y,,x-identical,
diamonds,gold,n,versusY,,,0.51,,n,noun,co-hyponym,
dictatorship,democracy,n,both,0.82,,0.87,,n,noun,antonym,scalar
die,live,n,versusY,,,0.52,,n,verb,antonym,complementary
diesel,gasoline,n,both,0.84,paired,0.61,,n,noun,co-hyponym,
diet,exercise,n,versusX,0.52,,,,n,,other-related,
difficult,easy,y,both,0.62,,0.77,,n,adj,antonym,scalar
digitally,physically,n,both,0.63,,0.83,,n,adv,antonym,complementary
dinner,lunch,n,both,0.5,paired,0.67,,n,noun,co-hyponym,
direct,indirect,y,versusX,0.83,paired,,,n,adj,antonym,complementary
dirty,clean,y,both,0.76,,0.85,,n,adj,antonym,scalar
disable,enable,y,both,0.69,,0.89,,n,verb,antonym,reversive
disadvantage,advantage,y,versusY,,,0.51,,n,noun,antonym,complementary
disadvantages,advantages,n,versusY,,,0.91,,n,noun,antonym,complementary
disagree,agree,y,both,0.56,paired,0.93,paired,n,verb,antonym,complementary
disagreement,agreement,y,versusY,,,0.51,,n,noun,antonym,complementary
disappoint,expectations,n,versusX,0.51,,,,n,,other-related,
disapproval,approval,y,versusY,,,0.74,,n,noun,antonym,scalar
disapprove,approve,y,versusY,,,0.97,,n,verb,antonym,scalar
dislike,like,y,versusY,,,0.62,,n,verb,antonym,scalar
disliked,liked,y,versusY,,,0.62,,n,adj/verb,antonym,scalar
dissatisfaction,satisfaction,y,versusY,,,0.68,,n,noun,antonym,scalar
dissatisfied,satisfied,n,versusY,,,0.59,,n,adj/verb,antonym,scalar
distrust,trust,y,versusY,,,0.75,,n,noun,antonym,scalar
disturbed,normal,n,versusX,0.5,,,,n,,co-hyponym,
divide,conquer,n,versusX,0.75,,,,n,noun,other-conventional,
divorced,married,n,both,0.59,,0.54,,n,adj/verb,antonym,complementary
dog,cat,n,both,0.55,,0.71,paired,n,noun,co-hyponym,
dogs,cats,n,both,0.67,paired,0.79,paired,n,noun,co-hyponym,
dollar,euro,n,versusX,0.63,paired,,,n,,co-hyponym,
donor,recipient,n,versusX,0.53,,,,n,noun,antonym,complementary
doors,windows,n,versusY,,,0.68,,n,noun,co-hyponym,
dormant,active,y,versusY,,,0.7,,n,adj,antonym-secondary,complementary
double,single,y,versusY,,,0.88,,n,adj,co-hyponym-numeric,complementary
doubles,singles,n,both,0.9,paired,0.94,,n,noun,co-hyponym-numeric,complementary
down,up,y,versusY,,,0.85,paired,n,adj/adv,antonym,scalar
downhill,uphill,n,versusY,,,0.52,paired,n,adj,antonym,scalar
downs,ups,n,versusY,,,0.67,,n,noun,antonym,scalar
downstairs,upstairs,y,both,0.74,paired,0.96,paired,n,adj/adv/noun,antonym,complementary
downstream,upstream,y,both,0.89,paired,0.97,paired,n,adj/adv,antonym,complementary
downward,upward,y,versusY,,,0.65,paired,n,adj/adv,antonym,scalar
drawbacks,benefits,n,versusY,,,0.7,,n,noun,antonym,scalar
draws,wins,n,versusY,,,0.57,,n,noun,antonym,multiple incompatibility
dream,reality,n,versusX,0.77,,,,n,noun,antonym,scalar
dried,fresh,n,versusY,,,0.66,,n,adj,antonym,scalar
drink,food,n,versusY,,,0.88,,n,noun,co-hyponym,
drinks,food,n,versusY,,,0.53,,n,noun,co-hyponym,
driving,walking,n,versusY,,,0.51,,n,verb,co-hyponym,
drugs,alcohol,n,versusX,0.52,,,,n,,other-conventional,
drunk,sober,n,both,0.81,,0.93,paired,n,adj,antonym,scalar
drunken,sober,n,both,0.72,,0.77,,n,adj,antonym-secondary,scalar
dry,wet,y,both,0.58,paired,0.59,paired,n,adj,antonym,scalar
